,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20
0,-5.079930794149263,5.0716420705990775,4.458098321099875,3.6214825793467553,-0.282387457163869,0.627183450934917,2.5320660905594736,-0.38008792026282207,-0.3529494538193714,0.007035552733664331,-1.0403202524958044,0.046184849672374635,-0.5641464843388115,-0.4882145625472069,-1.0862577046884132,0.7120290394129107,-0.2940652177196069,-0.5014571430125013,-0.1844059755548091,-0.03327859116159406
1,-3.6880395502734267,4.699263142564188,3.5018785574126947,2.834833028545781,-0.9913367898881804,-1.1304054810200757,0.2722847909945375,-0.5348842637783242,0.7662842585861342,0.6258630210900468,0.5820059183955135,-0.4290267867565215,0.24357396605855752,0.577646473624684,1.7207668762965278,-0.6603200660799784,0.10988767872485761,0.9317957779286682,0.6505707814896577,-0.18468224744236572
2,-4.728280160296383,2.91945304071164,1.2939148619190122,-0.10472576587005793,2.7360754417249535,0.6775687948914447,-1.8893383726483914,1.2734976254483878,1.2498361108475264,-0.7597272086621903,1.6867664108080842,1.5713746802941266,0.1052863518477435,-0.1777775543181422,0.7434994738627141,-0.34551237897009296,-0.2839041530223856,-0.561648731635705,-0.8775948930771729,-0.25971769436907466
3,-4.363698203089656,2.8419002110649516,0.9361737510864945,-1.6837324867110708,-0.19555246953344715,2.481078381732907,-1.4546061303221558,0.29771421340808046,-1.5969396048991487,0.6513140074318248,1.6915100381871722,-0.6950581570779778,-0.5538632126339684,0.12641283907377487,-0.9992631050761042,-0.01948485245399571,-0.39471823818366264,0.3073244464260755,-0.17781749795658577,0.5888518659166998
4,-4.246227838591525,1.242989174447895,0.45599153713832186,-1.103164574248693,-1.850825450234634,0.8833432247046429,-2.212401886500401,1.49405218460063,0.7950653793155139,1.8600903059950868,-1.0919997857020314,-0.0038931832396235247,1.069372471074588,-0.3744658912015349,-1.2774184338795227,-0.7090071578158335,0.9709513515716021,-0.14622716701462285,0.47666941662776846,-0.09875496388766364
5,-3.0335591181719095,1.1043911967561097,0.5294499419333252,-3.0997939547993187,0.06119288821834166,0.8981241633593042,-0.8235957670883152,-0.8301296231243083,-0.6611839642687196,0.6399293670925373,-1.238291751868211,-0.44390590174167577,0.3603116706611809,-0.4415090018662209,1.5287865734489938,-0.6675312095320778,-0.07517103581109863,-0.6074541985045685,0.2148239320183119,-0.08050797459966776
6,-2.7221835659899543,0.7228397927579272,-1.5309161118868506,-3.2109596079717746,-0.9770663236225002,1.4676228603373966,0.37378547389442945,-1.441479767605203,0.40479457504571187,0.7989410376059864,-0.9887260263934531,-0.40793484302442073,-0.9743000536042509,0.7953828923395223,0.9002403959124569,0.8557086993835172,-0.8190645428176961,-0.08538818199469497,-0.051149958145436686,0.3346415814069423
7,-3.724017475916094,1.0548684743446346,-2.2901387502974755,-1.8521881654812478,-1.4013523043273908,-0.15589371029878418,1.160225512652451,-0.8440032944391752,0.857461899623448,-1.1870342424694607,-0.43805119389070885,1.1997616086260356,-0.15585209622843588,-1.013898846225929,-0.15439884201872808,0.05802749488344239,0.41719747974981575,0.22514449487489038,-0.10932567594113975,-0.7979516429225293
8,-4.135556048016871,0.40594174238572633,-1.4809422304370663,-0.9566649954355516,-0.4408783059090183,-1.4512434690308704,0.8079573022991622,-2.2926551636707653,2.066196782316936,0.4234628326297297,0.7125417382488728,0.20418981289479401,0.32798205323508495,0.1954703238877569,-0.8102727940898912,0.17116311218006866,0.32051040725110924,0.08053690139220991,-0.17947444149913017,0.12381276597856442
9,-5.020791386516331,0.13213322769923605,-0.9496308137193789,-1.541901420820174,2.015984710980476,-2.3825627388379127,0.44324793831022125,-0.950380494123582,0.4306352614374243,0.20961111213303002,0.4207261770559767,-0.22175927408808035,0.23381296205868465,1.06156535276982,-0.95831880926407,0.2179757874494983,-0.7067053058842675,0.18480244053126949,0.39497496672638716,-0.5005295287354488
10,-5.220910795107065,-0.4597840237370382,0.007175535167408215,-1.3256079585386362,0.9917700298976933,-1.502296133075945,0.8050254155190607,0.08880131512464998,-1.699666697066392,-1.8357333023032116,-0.09565518452933505,-0.40547803905054325,0.027643012118801928,0.1859328394496975,0.40783143638596736,0.495166466597465,1.445779909554211,0.20089016296863407,-0.2128862745830844,0.9625845698391284
11,-4.185345294557647,-0.8149432576622699,-0.9851287529841279,-0.94739303821218,0.16323519246364604,-1.0278046817338515,1.1383900250013497,2.185047848402737,-1.8081606710179707,-1.0593676598830157,-0.5670602125475499,-0.14030401841762663,-0.029536935302540063,-0.17196211510884113,0.1878691497080105,-0.3692780841541343,0.10024892367129609,-0.00839622114338897,-0.47584520752684634,-0.5152220859962823
12,-3.084295056267556,-2.6046467254059773,-1.9755548009855477,1.129504569012394,0.7584574292609636,-2.097064745035067,-0.07709784508681652,3.478368831692272,0.05169778903945564,0.8595200904701842,-0.21166781058167936,-1.4872015020315121,-0.41786773466696764,0.44139342726280334,-0.0837081466595155,-0.028576352685880664,-0.7847258846024793,0.2071271957471301,0.07462271551174696,-0.21039489295821562
13,-2.1057633276842864,-2.077856761222088,-2.3225596867043516,1.8592097949495772,-1.3050298430047518,-0.5813660172395978,0.458823715712091,0.936735938720219,0.9031702899342111,0.554117053491652,0.5398550086854368,0.7265692596200355,-0.32511701054659103,-0.5438744042850391,0.6155102304404578,-0.07618409395594332,-0.3010509232479147,-0.3472705078248831,0.3955817938553074,1.3762781651883758
14,-1.5678404492753348,-2.7946273588182646,-1.0953269909095489,1.4894065089237642,-1.541997228084052,1.8697411621046924,0.4962290452702345,1.4867137306562375,0.714441577732969,-0.5935336274776838,-0.1307008518642696,0.6825260437544631,-0.0025744732868004765,-0.02040860837422396,0.010941025804804582,0.48032130518306554,0.12553918788533713,-0.19842184669917662,0.30953880707036974,-0.11037656768791691
15,-1.7797325184808979,-4.012031285950834,-1.1221225724248027,2.309386684416788,-2.4867585829871484,1.6874268613522059,-0.7069949717050861,-0.8588633782621364,-0.7043094867762881,-0.6536101047942827,-0.12657949896761625,-0.8146843646495471,0.5014975368586945,0.25362815786226917,-0.10311827154045236,0.09469974904217827,-0.11499484947075096,-0.22085755917664115,-0.06054585022976949,-0.4533005628987987
16,-1.1628356101913169,-3.830272235540338,-1.1239854472002415,2.2909064548483764,-1.5902094240342806,0.9814095385678102,0.1057560510533526,-1.1862542921916344,-0.1945234695967352,-1.504715428962082,0.9856293919832864,-0.3293289831892853,1.065112205804708,-0.052030326792994845,0.1829163529373571,-0.4934325415854307,-0.6468252831689323,0.08500814459643272,-0.4548366213288818,0.20051615914156284
