storm_number,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11
26,vertical_velocity_30_std,-0.5841248041680174,0.8651419654171204,-0.8897917756809672,-0.35568639757352616,0.5685056871210005,-0.5408500584390052,-0.11772492952935502,0.7756169322173837,0.19401601501884316,-0.01848999784771297,0.33930784427904837
27,vertical_velocity_30_std,-4.669585001934283,0.030558411621514167,0.18799413305076548,0.03853390300274182,0.70244564282699,0.08365845010731471,0.009484097320198705,-0.3373279102229821,0.32201659671311716,-0.061800557022397236,-0.033748102732713496
29,vertical_velocity_30_std,4.550047483873546,-2.1732844075401965,0.5155225145709721,0.05062900296934312,-0.2916414427772509,-0.8406386379094046,-0.23161517003944443,0.8323587997049733,0.0067997877131980656,-0.604962369208556,0.36131972479001134
31,vertical_velocity_30_std,-2.015552012897967,0.43286719138612123,-0.3858673880698923,0.23382959136438572,-0.6535323367720318,-0.12716699700715825,-0.29323022245545916,0.24866079929608081,-0.04592006584551703,0.07423182131485638,-0.47089298360203546
32,vertical_velocity_30_std,-4.182500154328665,0.02374932125748023,-0.4735374103121673,0.4541742472237842,0.09352057462009111,0.11101649619359925,-0.11838316896064183,-0.2363713230776986,-0.12869513678685957,0.0005549697622593159,0.12889789177537386
33,vertical_velocity_30_std,-4.021677787246519,0.3649599897201681,-0.552419148069188,0.20703418868421145,-0.0642671704351617,-0.13145208761457772,-0.17953934910083927,0.02128506958820854,-0.2517607495549559,-0.1322140691809868,-0.05964687462921789
34,vertical_velocity_30_std,-4.640767944435221,-0.2700029569832018,0.4191431022684541,-0.25607956562800666,0.3055000442372345,-0.25769900839730014,0.32427320248128993,-0.19934083078386491,0.13719127384846752,-0.053926154258205676,-0.004433766177527947
38,vertical_velocity_30_std,3.2650551831667665,1.2143181813028223,1.0971043302538974,-0.3121513512579448,0.23669145923466403,1.3346928910176532,1.9554667707319302,-0.6030387372123186,-0.8376652632000001,-0.1827232313257425,-0.609204296157232
39,vertical_velocity_30_std,-0.9262310685194124,0.8023450063096669,-0.2414226676445765,0.216382526696102,-0.5203694013505238,0.1389663911221907,-0.3259684892804839,0.6850726730855852,-0.12478520258420399,-0.6805048219589381,-0.01666957530305065
43,vertical_velocity_30_std,2.5078278412638166,-4.6604897653392685,2.28020639055188,-0.528876752434525,2.683466501933554,1.9498138660502105,-1.5086741301067175,0.46255854134212465,-0.36822990099265474,-1.1272904498036211,-0.36364749036938404
44,vertical_velocity_30_std,-4.341739327331192,0.29777057985784056,0.2871915767461489,0.2414134673723823,0.2652188696441883,-0.15818817343234667,0.400992046708459,-0.2554989642842359,0.36587003122925854,0.04394514758498467,0.02944060777973376
45,vertical_velocity_30_std,-5.1510530247617226,-0.5812445002623803,0.40712675402832355,0.03401248859156362,0.5496820754872158,-0.23819823547799593,0.4061706382639288,-0.3509086884199064,0.042323426815024705,-0.10261199264198308,0.11174026164920371
46,vertical_velocity_30_std,-4.8054892838544045,-0.031627593964134074,0.39565406746469295,0.13715252804675732,0.06485548639700874,-0.28402139252374464,-0.024166545415926315,-0.13388273788161467,-0.12318104125143332,-0.1432922628378884,0.19878999741215142
47,vertical_velocity_30_std,1.3447334512615903,1.1128834101292704,-2.5069820648035357,-0.34081698085905704,-0.9215203598426207,-0.080125341720484,-0.45278474989641815,0.7062310339016649,-0.7902092608923713,-0.0399122134760873,0.031015370766334722
48,vertical_velocity_30_std,-0.46094214334972883,1.6522465176853744,-1.360709034315089,0.24112671983874115,-0.2208780574047185,0.2470907136671567,-0.07187983920088091,0.567410475532528,-0.07080081854060417,0.002881113975291307,-0.3121846828733081
49,vertical_velocity_30_std,-4.735732814099584,0.023743361842323656,0.19070809518749235,0.12281645105986695,0.12669741821874314,-0.22219695968392986,0.08167852642865313,-0.24412535921674475,-0.021438395741312465,-0.034022925878949214,-0.15672428102314387
50,vertical_velocity_30_std,-4.259451713472867,-0.3463140527954561,0.37437172400563157,-0.11972600902851985,0.20591474056847053,-0.009022686201006717,0.23392896466680163,-0.24826999035132444,-0.26506482430340644,0.18677236270682163,-0.20349095967101413
51,vertical_velocity_30_std,-1.8323850012952654,1.5099663345548813,-1.147936474082414,-0.40657630593341504,0.2632500266204654,0.8809073083893708,0.5910378284656034,-0.8731321328778295,-0.03144416055477667,-0.2029833635725045,0.014899760846941022
53,vertical_velocity_30_std,-0.5756764464368395,0.4683362087672857,2.393270993523784,-0.0029877080212591407,0.4771596090155756,-0.5657166548486867,-0.910893751521626,-0.6234611675284822,0.38930818657805183,0.419583183741454,-0.05397833286410987
54,vertical_velocity_30_std,-0.4761551695651364,0.9541103199235642,0.20604239630310958,0.1459190196367029,-0.20452843259411138,0.0007018886877856855,-0.160439807453756,0.3321635826627556,-0.41157426150544324,0.3564718324439265,-0.4543636411636406
56,vertical_velocity_30_std,-2.989247454053102,-1.3237043562688757,0.7084594841860894,-0.202651454273788,-0.2988429165579623,-0.38694392037908,-0.04344430577510225,-0.06187438519954293,0.0153460015850633,0.22952034112053446,-0.21450157910612427
58,vertical_velocity_30_std,1.9077550171373554,-0.6893187348259122,-0.007289371352329553,0.30880069187817955,-0.7480607040149242,0.27762483336231897,-0.1178418450711137,0.417229990239457,-0.25423046917699493,0.09583000344468076,-0.007149492781149416
60,vertical_velocity_30_std,-4.669146068255906,-0.4213590692114206,0.5295765733953988,0.19714359211039914,0.596653478430909,-0.2819755194766879,0.13922464918749985,-0.1430319566938999,-0.039174004467349276,-0.1879426521648312,0.0853831556660656
61,vertical_velocity_30_std,-3.843959968783119,0.19082794414799517,0.10372706251753723,0.21943994508063414,0.49420947503972223,-0.19882107457322593,0.17581867549472643,-0.27654895798485357,0.07036078625961019,-0.02104719302326576,-0.20386076819106397
62,vertical_velocity_30_std,-0.5983249911226489,-0.7832982172595171,0.60492782560368,-0.29228937729889587,-0.6912451254578312,-0.16713707013642404,0.15914696849350096,0.41311832167882506,-0.37179084284877817,-0.024382683827007468,0.01765662276238108
63,vertical_velocity_30_std,0.8679994030423981,-7.694239616875035,3.5238771322961613,-2.4857481247009647,-2.625582890931172,-1.1554599607553437,-0.2633416271439256,-1.2297733054775513,1.2208473671172402,-0.3478370753709038,-0.39595740503821664
64,vertical_velocity_30_std,-3.853392671965798,-0.4884735183261889,0.6935529129212467,-0.28024702398759044,0.6410370520574622,0.16639354653467028,0.19740071532138678,-0.04729392775246722,-0.3006120164526892,-0.5604631667902021,0.30217364303413846
65,vertical_velocity_30_std,-3.9913740516914236,-0.5681824777616982,0.5795156754578767,-0.25531572395192714,0.1919516227771813,-0.39328665690358167,0.05051129764300154,-0.023740038190886516,-0.016377848408480646,-0.16582580561547247,0.10198823072258792
66,vertical_velocity_30_std,13.24471192775414,-3.365946541633072,-5.5532951639266415,8.269932292650907,1.1473274410611574,-1.1210722991843134,0.10027122437301018,-1.3502440323084854,0.22679888453409744,-0.3994374503454088,-0.02986437292488281
67,vertical_velocity_30_std,-2.9076825870887943,0.3573301219874687,-0.7264839609098895,0.553722751847259,-0.3842159349845005,0.4797165479045359,0.12509451412010397,-0.14921859191763345,-0.5163832817775622,0.05464418338768864,-0.10219333163054818
68,vertical_velocity_30_std,3.0772241516749874,-1.9153710740874028,2.0377633183375514,1.265012731721778,1.2265128481225507,-0.3384112695195911,0.23498592856713937,0.5463387130208697,-0.49470451738013055,0.6108312380190097,-0.48198699221285635
69,vertical_velocity_30_std,-1.140411160711799,0.7248373352001707,0.26764070345275665,0.813556377707603,-0.44434608752537647,0.44894891973590756,-0.0905911672028062,-0.35154371952356694,0.29322247692407033,-0.15739729927566362,-0.1474251065322191
71,vertical_velocity_30_std,-3.6908824675000864,-0.032817574169735235,0.2527395200100654,0.04632373697437117,0.19869383258587844,-0.4125296188914728,0.07978510910870444,-0.2924854562503194,0.021581269267250427,0.024407164616822716,-0.08255161100324686
72,vertical_velocity_30_std,-0.28345168437396645,0.857711813305087,-0.685845375083594,0.11329392473263591,0.5826318251800077,0.37340466151997553,2.129400446178425,1.0263773842582589,0.6281471218371643,-0.4988408899797881,0.47797368579589405
73,vertical_velocity_30_std,8.851788272948292,8.84266383573964,8.554327015852124,2.679407949243072,-0.7436495181090567,0.46814541302709484,-0.5178083373941738,-0.9136349536252423,0.1662273746342062,-0.2472411506023862,0.19148346816638007
76,vertical_velocity_30_std,4.534812349142784,-0.3391040004817315,-0.6775938383411502,-1.259108632639854,-1.375017920823953,0.15977481651318026,-0.5537106720349627,-0.0959581880121456,0.057376850791051946,-0.021876628124163116,-0.10688379469243632
77,vertical_velocity_30_std,-0.9702081523904826,0.7864040894855805,-1.4227660821275385,-0.7861068912697035,-0.3993991067849832,-0.21890419612066733,-0.6030636220803484,0.9869884901475351,0.0519999155204984,-0.5304362850785234,0.9401840525507903
78,vertical_velocity_30_std,2.4927085967886793,3.215035971206882,2.4251695976390293,1.0622060162716571,-0.004955282866710603,-1.729738106441118,-1.4350784039669944,0.03958562435779254,-0.24476722558952696,0.3672278398569484,0.291037872422887
79,vertical_velocity_30_std,8.076560448045656,-0.1617317597735689,-0.831300963670592,-2.6669622843904253,0.04203841667876892,-0.18350805102604262,1.2030736400007285,-1.193389608106622,-0.45943483620439585,0.5979162021843032,1.2262165773176519
80,vertical_velocity_30_std,0.06586011315726945,0.3626683262262013,-3.332241163433772,1.0239205278657515,-0.6404157264886081,0.43998702573279475,-1.4670662107709784,0.5270492978012461,-0.11771971985840927,1.0525324536215082,-0.21959194358892245
81,vertical_velocity_30_std,-2.9470396961812937,0.7365996715208475,-2.6723362886120947,0.285591231605557,-1.4437736378266424,0.035664833099360374,-0.6959843848387334,0.3101539914706651,0.4056830442327056,0.3691375251389887,0.06967479709862766
82,vertical_velocity_30_std,-2.0227223050860896,1.2116077472149125,-2.0342741650769955,-0.35523553669520047,0.09358590110644179,0.09590796510993609,0.016499710059038265,-0.23401852945561954,0.01221231577048119,-0.4720835706024907,-0.09079911202729052
83,vertical_velocity_30_std,-4.66160681606506,-0.10419373431452288,0.48455548684371447,-0.13711791418432526,0.37200023410442595,-0.3632090172919357,-0.044923757890292224,-0.2417592651551866,-0.10787803640887311,-0.04095572955655247,0.25826927098582037
85,vertical_velocity_30_std,13.368109884387986,-1.807827297912909,0.7908139703187949,0.18270298215394354,-2.4971149043740777,-0.46249258164677404,0.6603310164097896,0.3773705348174073,-0.9312739566865298,-0.6549102557716169,0.12473419713880537
86,vertical_velocity_30_std,4.791253391370764,-1.9876156256320228,2.1050432891058444,0.31517410536258944,0.5994298457153264,-0.3870358872467367,2.0454052332566603,0.8385519279423989,0.21589820560751244,1.444103607423217,-0.38046895181329315
87,vertical_velocity_30_std,-2.1414962569387317,0.9265561969789101,-0.6778386909589084,-0.12239271310644222,0.4441414363080108,0.3834639060517001,0.2751624980233704,-0.30049205835903153,-0.47571579736860325,-0.1460348200631004,-0.13023564169359392
89,vertical_velocity_30_std,12.164027976311091,4.144733427772964,-3.883288417467013,-6.3898508325047105,2.8664443414541014,-2.007971885939668,-0.5214798645923667,-0.7145995450894018,0.26536449212626245,-0.17803422154237114,-0.667516989033247
90,vertical_velocity_30_std,-3.7523546069634133,0.14596015750425545,0.25734109959067264,-0.19427748851743626,0.1762645569737939,-0.09433799192569611,0.29708076920619597,-0.16707299778053522,0.4777893736119396,-0.25579363223146684,0.09245659792353894
93,vertical_velocity_30_std,4.665749946374234,-1.7609307982670064,-0.18005259540294793,-0.8012248426320857,0.7448761353134973,0.10644588015842525,-0.4025008914455952,0.4865960882260326,0.35875553921582937,0.4865038142065667,1.218427183943315
95,vertical_velocity_30_std,-3.262002452873337,-0.9709963043670726,0.73961033564331,0.3728611182411508,0.2963704737052088,-0.26475038621904284,0.03699863877619339,-0.06686618487436631,-0.01123670105045392,0.27546712432722675,0.1341413044559445
