storm_number,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15
1,vertical_velocity_1000_min,8.409927877540207,-0.27982678077664336,6.462138096865102,-1.7638945279809062,0.3810889372691225,-0.6794038637395905,0.19301090445766272,-0.8175493299957224,1.1116500522961512,0.1834560952858321,-0.11036734612521898,-0.3186371256210942,0.01222063630149645,-0.18049674633525065,-0.7307245650945683
2,vertical_velocity_1000_min,2.710612696267716,-3.3705643244413293,-1.2597626074145492,-0.40279384233968607,0.7293630266448635,-0.5800471311573585,-0.17791293571375724,-0.19014978004188204,0.24184979412110164,-0.07355044129648562,0.2444480020142761,-0.15012784655229947,0.40209448130454334,0.685965129407651,0.2933801900929905
3,vertical_velocity_1000_min,-1.5910329470571438,0.7971152898925405,1.11710387045464,0.0797693903762298,1.0026650790577791,-0.9616608120018816,-0.06869377112478955,0.36967981320946247,0.11613141264906333,0.2760607472634166,-0.1949202224554563,-0.1431362676895465,0.030453398642321647,-0.18091590795146267,-0.15922838300217546
5,vertical_velocity_1000_min,-2.4551640851936125,1.6880686022209654,-2.0057001535801473,0.08777367058517663,0.03277716421576922,2.045860807231787,-0.22541402217943918,0.4386036933590329,0.2977090631463271,-0.29056067211772973,0.16555883205814542,0.10175385529671394,-0.4569508247855541,-0.2797939394530256,-0.7174446244810891
6,vertical_velocity_1000_min,0.33116946109172524,2.202112120138354,-1.0362346876816997,1.656049359615154,-0.6251695733575328,1.6179032935802369,0.11862127266742739,-0.15811433043403395,0.543028419678793,0.02081361696534737,-0.4847574983434033,0.505719997886086,0.24896016381423286,0.3151383038895134,-0.2518772089010664
7,vertical_velocity_1000_min,3.675205836461122,-1.2925741662767314,1.9954157934377421,-0.4531921791145442,0.25644701448631696,-0.02872700092549306,-0.10664004806304096,-0.39078128528656986,-0.4441412162713885,0.5053512241828274,0.6839049594454572,-0.7478105927945364,-0.2654360325878701,-0.4120637472388538,-0.0517384185115814
8,vertical_velocity_1000_min,1.1291523789409121,2.0368274183777775,0.5817216984670777,-0.29888824160075733,0.05163717630983886,-0.2201252511295703,-1.0237671201297276,-1.1887880602973988,-0.1507865859752158,1.450631433454973,0.7403484700048366,0.2247837711163197,-1.0264391888896751,0.7360514906054795,-0.09006293790620246
11,vertical_velocity_1000_min,-3.5879034208341984,0.9877654484994903,-0.5189905128773927,0.15141370322788678,-0.04952858092461301,-0.17786833583213124,0.5581681691742129,1.069412684954071,-0.041857815322734894,-0.09668704562715233,0.07501010463107534,0.563340296598593,0.12165365162743579,0.3597572680067855,0.2900783188025393
12,vertical_velocity_1000_min,-4.152875952541411,0.3836523108521602,-0.029706424362476464,-0.4386173518541756,-0.4720138507642552,0.024769953432569176,1.0303089623940571,-0.12712667297980532,-0.029925946979102367,0.15592323089895108,0.03557877330281603,0.10823905765892605,0.21463782042349125,-0.03684064788298931,-0.18859395648137314
13,vertical_velocity_1000_min,-6.280320420679377,1.8879406937898184,-0.4686449537856635,-0.5936213928645533,-0.7815730824259287,0.5426992534977872,0.21331635064094093,0.07932989398152568,0.03746023910888046,0.38453817196773626,0.05661741962033243,0.20226591033611635,-0.08479339233343189,-0.2889350682778434,-0.07200666296638025
16,vertical_velocity_1000_min,-2.083984121478753,-0.16067355749369386,0.9069875186218209,0.2546570650176652,-0.29119407731227326,-0.543794079411135,-0.7901271254468234,0.4539173933731246,-0.5852998050332396,-0.17504717602030917,-0.33145330608607104,0.06993843853865024,-0.5085240171762679,-0.3998894359509647,-0.09547928323848524
19,vertical_velocity_1000_min,-3.764526271696617,1.445564816121133,-0.008641390238709214,0.36928537532291233,0.1201053052672941,-0.3139692420680725,-0.27091196344852964,-0.29006349501028605,-0.0006588220588147324,-0.06635739150820531,-0.2051826580000783,-0.09274997990552915,0.27592428246442485,-0.40442073054979927,0.11818450264914732
21,vertical_velocity_1000_min,-1.4698805237984964,0.22049069309472027,1.17330398763351,0.3117318184523785,0.6154374407286917,0.050797109116658044,-0.22998790727354618,-0.8194243227870203,0.5835811320729101,0.05669791316573079,0.33746862003030914,-0.16195476930134745,1.3142513434049903,0.2759106899681915,0.13196056488880487
26,vertical_velocity_1000_min,-1.1190207056310397,1.6117841216620914,0.8591965036640108,0.566718666663024,0.3933129282885112,-0.8691015026917338,0.061719674133384535,-0.5183457726288039,-0.1280255681973918,0.045665928601023316,0.18799842469911301,0.21676186722422666,0.3283270478784245,-0.04256436251995481,0.25680559232175737
27,vertical_velocity_1000_min,-5.534981016381759,1.4657848375016564,-0.4595481718455195,-0.3667619549581139,-0.34434892883126894,0.12283616350460162,0.009153417955292672,-0.5048437020926482,0.07086360572556574,-0.1776748520343562,-0.3697942166096413,-0.30495013324192627,0.24980188376198084,-0.2289402033652984,0.28025197373585503
29,vertical_velocity_1000_min,1.5848150550549291,-4.776405704785633,-2.4810170940073024,-1.4468798285226185,0.4285687006628142,-1.3071150168856287,-1.3713547194118993,0.9671750221624559,-0.2853204389313839,-0.019478478689102,-0.331581362768222,-0.2258904956302749,-0.6146145835180139,-0.2403069430039902,0.07258862169587142
31,vertical_velocity_1000_min,-0.1053278239632554,0.47822528692864924,-0.47717536738863675,1.7785083783897353,-1.558164402944307,-0.10423688308405755,0.9693664786466065,-0.1392082419808984,0.13108016439965428,0.46258971723541187,0.24213149461877997,0.10136669186644937,-0.06251352585520216,-0.1318016753839151,0.09971329826262654
32,vertical_velocity_1000_min,-1.053868154220164,-2.1017969634600697,-0.7231702533931241,-0.1389441927787928,-0.0737833974949849,0.20273367677740958,-0.7645194418037635,0.016212880926665348,-0.14127497384904988,-0.10872080127661986,0.055867149094613544,-0.3860963149403301,-0.4538229696207303,0.20377082865010276,-0.20185886170794481
33,vertical_velocity_1000_min,-2.238089074632655,-2.510072981571988,-1.1289068696053302,-0.3066442338471743,-0.9075434970474286,-0.4144513464752657,-1.0034634581652235,-0.150205992228111,0.1379108190084757,0.036487337511443924,-0.06138706946159068,-0.7173646273017051,0.3675463956414155,0.10964966557297089,0.3282079542131979
34,vertical_velocity_1000_min,1.2333199443505936,-2.0572178194880917,-1.8258215052789166,-0.5271969413886427,0.5217557732261946,2.104868665630768,1.1526733635625406,-0.13368788532187845,-0.02735634163223066,0.13296203434108678,-0.8722232448790733,0.36324363193912396,-0.28987140746858536,0.09686159212614587,0.038313837173351906
38,vertical_velocity_1000_min,8.915150352574033,-6.885235176813926,1.709244245369531,0.8231869355203622,-1.579789530293974,0.6821038717467194,-1.1995995182439327,1.1450817161204023,-0.038572031114131385,1.7187139701690368,-1.0269391993090569,0.16185477493696354,0.6424827127563046,-0.11598862425411402,-0.23562038483545125
39,vertical_velocity_1000_min,-2.2324269931135454,0.5395732556276008,-0.07603480445712864,-0.9136873980368608,0.22078758351247538,-0.22082805691953664,0.16627369992543653,-0.1804453819035344,-0.501130764504527,-0.41359917747298974,0.13458783231370097,-0.07335505618096386,-0.04430322801836068,-0.09222011918792937,0.2260661006768319
43,vertical_velocity_1000_min,0.5609097471763135,0.18682472949113363,0.6961637996877911,2.7118545783552626,0.2656141638733279,0.39318745413325606,-1.7746207120256943,-0.6880686715676237,-0.017098898045178564,-0.33662065645788025,-0.7145469259237717,0.13704116741073183,0.06787793656847999,0.2013613805699097,0.0091176360496017
44,vertical_velocity_1000_min,-3.5637527083907363,-0.051093987836740136,-0.25174064179199335,-0.381136659980686,-0.6156875023440193,0.12977769102887557,-0.6077621673954575,0.3546136188091388,-0.011161865437578682,0.006992973182250916,0.2664798049389357,0.29416410305381374,-0.5906296079313379,-0.08437682235630749,0.02683676823714667
45,vertical_velocity_1000_min,-6.300975501098811,1.8512679294160796,0.10093264777413381,-0.5837345008898043,-1.0128097920558514,0.2418497356239197,0.05357204399380655,-0.45941023952801946,0.35769920345389566,0.2648456099894728,-0.008083052705634731,-0.07347407716948379,0.04413755610562388,-0.2487170075472168,2.8549639090126323e-05
46,vertical_velocity_1000_min,-2.877578888398894,0.18241268043998532,-0.8971775122828478,-1.2662847604672718,0.49226574571905146,0.6057576327578394,0.8137927285016993,-0.4478485739770272,0.14455987349809085,0.0035289205824328195,0.22140625689280813,-0.2101348762457214,0.4411031327750903,-0.1362133174177552,-0.13467058120036082
47,vertical_velocity_1000_min,-0.8093877694671492,0.584228986526852,1.1775318374966295,1.5954680461371535,0.817099071985969,-0.683861633970477,-0.0028462378795664754,1.5406849935901954,0.17066460042979023,-0.5937372311167108,0.5026605883107174,0.6288116141612469,-0.45527230768851024,0.8409411314282759,-0.2517092663350655
48,vertical_velocity_1000_min,-4.528139112547331,1.0370650144523936,0.803770279190703,0.26664232620036105,0.729324522644393,-0.23561098758886667,-0.18625320063940987,0.3369947204575073,-0.32362037702794516,0.021128572228611205,-0.15591583059517475,0.11287240537048047,0.1324374715898462,-0.2190658287014935,-0.1374349034312022
49,vertical_velocity_1000_min,-4.2574855030064045,0.6507562450879927,-0.7696538274038598,-0.6929668967280684,-0.599196250820534,0.38293897872159127,0.475669689439002,-0.006205956795103399,0.16013812532349567,-0.16368551579764057,0.05442182255810272,-0.23061197146237947,0.19623971253386738,0.45249416901017714,-0.03860085220253664
50,vertical_velocity_1000_min,-1.5213826228913652,1.0392423582714534,-0.5915862342499667,-0.5143788230754006,1.2446964571605763,-0.3339778415472366,0.19629118227215545,-0.7302807598954293,0.35804539868918583,-0.22779696655385784,-0.9239707813247996,-0.2774195417616671,0.19864833597622897,-0.1620688476885949,0.17941446776954356
51,vertical_velocity_1000_min,-1.8684689486626032,0.6118313043196504,0.32024510539556733,1.2426854618620802,-0.6679241210707829,0.2889675470170791,-0.08874375112938677,-0.08435872843402238,-0.14607076380979753,0.17186769972954324,0.00646882657387984,0.4108066953464552,-0.05112368047510503,-0.04559515496340086,-0.04087903468811509
53,vertical_velocity_1000_min,0.9327616178046881,-1.2066793594704246,-2.264413593406698,-1.3488095625145735,-0.7111398313146006,-0.9050203026839606,-1.652110053999334,-1.5449917115236322,-0.9416253844881244,-0.9051309927258046,0.6750114095301386,1.4111732183160521,0.7645883226474047,-0.09899500390703468,-0.6934722688747159
54,vertical_velocity_1000_min,-0.22387179165844392,0.1661460329484479,1.3025982344842344,-1.5102156172076935,1.5722786380557336,0.14266955238935763,1.2318350490472585,0.7632472828822972,-0.3717120843686459,0.043472369978389054,-0.20282751658232437,-0.4935814367845174,0.12175759650403799,0.795861779012212,-0.3302775862458281
56,vertical_velocity_1000_min,-2.3430014433724895,0.7066470540119645,0.3657010150363355,0.5610340827991365,-0.4286243288435576,0.7299129708482653,0.27487501623637783,-0.16948614097768833,0.07117073150355607,-0.27074515254761294,-0.48278000729428344,-0.2205172628178149,-0.10194281932136345,0.08314396305218294,-0.13360755111225775
