storm_number,variable,PCA_1,PCA_2,PCA_3,PCA_4
1,mean_top_net_short_wave_radiation_flux_std,2.6019652599762386,0.7441902098028874,-1.9034687112845183,-0.7653050783433534
2,mean_top_net_short_wave_radiation_flux_std,-2.6742361357176336,3.230288854212909,1.1932700374732248,-1.137209444864778
3,mean_top_net_short_wave_radiation_flux_std,-3.651765529016545,-2.0234533276701,-2.2095111494355044,0.7652340949842885
5,mean_top_net_short_wave_radiation_flux_std,3.6436932124537904,2.4661793947852897,-1.124351595292564,0.5933649029539595
6,mean_top_net_short_wave_radiation_flux_std,-4.746388761020168,0.9768086383411438,-1.661096375634269,0.7376140516163691
7,mean_top_net_short_wave_radiation_flux_std,4.522737398982954,6.392285000575606,0.06272450724766988,2.8143699405962948
8,mean_top_net_short_wave_radiation_flux_std,-3.5422353213105393,0.7778241210031734,-1.1595262994234086,-1.0076252437545203
11,mean_top_net_short_wave_radiation_flux_std,-1.7498491167717303,7.661368444610603,3.1408839702840843,1.1619216440021658
12,mean_top_net_short_wave_radiation_flux_std,0.5362536827102455,-4.5636210607053735,3.374244226230378,-0.22712335299639347
13,mean_top_net_short_wave_radiation_flux_std,-2.914139320443749,2.0658555598225155,0.5426502584430887,-1.8590986432252254
16,mean_top_net_short_wave_radiation_flux_std,4.327178635839828,1.6338194918607576,-2.055167108757757,0.49462326399564643
19,mean_top_net_short_wave_radiation_flux_std,-2.14277337930763,-1.808003701770237,-0.7244238221154508,-1.443468103295544
21,mean_top_net_short_wave_radiation_flux_std,-2.984853867113462,0.9677028788100135,-0.531600026957092,-1.6410269167540312
26,mean_top_net_short_wave_radiation_flux_std,-2.60290568872745,-3.6004535927569288,0.7476700275238368,0.7140609132118715
27,mean_top_net_short_wave_radiation_flux_std,2.0528964740866718,7.056032958203598,1.4219769709779337,1.597092355534691
29,mean_top_net_short_wave_radiation_flux_std,-4.942030016011117,-0.4105716737762352,-2.8376571090846903,1.5533627907146472
31,mean_top_net_short_wave_radiation_flux_std,-4.436446133983606,-0.9667769896042387,-3.042777628092679,1.1517963225267192
32,mean_top_net_short_wave_radiation_flux_std,-3.102696862038303,3.708866143709527,1.5119331132027243,-0.93653977793999
33,mean_top_net_short_wave_radiation_flux_std,1.1176421650158919,3.687038624656949,0.08478892618009963,-0.36860595951210906
34,mean_top_net_short_wave_radiation_flux_std,-3.183044852717802,-1.792846622499779,-2.1960937157404903,0.019625903989199167
38,mean_top_net_short_wave_radiation_flux_std,4.841373977970893,2.5947469751679573,-2.127346211717227,1.0970083735978808
39,mean_top_net_short_wave_radiation_flux_std,3.2130120928345955,0.7942570976082683,-2.003195207254344,-0.3662073325122624
43,mean_top_net_short_wave_radiation_flux_std,0.45933906142338743,-2.021502664283301,0.19921892880553,-2.168081441245996
44,mean_top_net_short_wave_radiation_flux_std,1.356602363244145,3.393578835785123,0.00369760488380333,-0.07806576907027232
45,mean_top_net_short_wave_radiation_flux_std,5.256460494036227,0.7006962572896213,-1.3055455414921173,1.1598767711363172
46,mean_top_net_short_wave_radiation_flux_std,8.78086542013742,-1.814349157397908,-0.5360333116328173,2.7385495670823823
47,mean_top_net_short_wave_radiation_flux_std,3.650644313962789,0.3619186159818627,-1.8765198925790554,-0.2945468909342739
48,mean_top_net_short_wave_radiation_flux_std,-3.257573590802118,-3.1413628319781295,-0.5082211855766805,0.9330656055331611
49,mean_top_net_short_wave_radiation_flux_std,-0.2764157931001262,-6.045657172447472,4.941648952275989,1.3393047769070543
50,mean_top_net_short_wave_radiation_flux_std,-3.134766293172427,0.5875855544987708,-0.9605519321926643,-1.386774744390649
51,mean_top_net_short_wave_radiation_flux_std,0.09574101664281748,-4.834093430710069,3.8043368256898242,-0.005089172690354159
53,mean_top_net_short_wave_radiation_flux_std,5.534313622860235,-5.448543160261092,3.5376888498549466,1.928248018039357
54,mean_top_net_short_wave_radiation_flux_std,-1.633096911657519,1.396046115946493,0.26633792669623474,-2.1179155040217412
56,mean_top_net_short_wave_radiation_flux_std,0.9891420371854618,1.4090323545511492,-0.971595517465208,-1.1598199729634924
58,mean_top_net_short_wave_radiation_flux_std,1.706265852093455,0.5937083813349597,-1.6192775575368694,-1.2346367891971477
60,mean_top_net_short_wave_radiation_flux_std,-3.0768662749293276,-5.2349089488218965,1.9021936673508186,2.789789577407346
61,mean_top_net_short_wave_radiation_flux_std,-2.066720105045383,-3.092573612902158,0.882276281796367,-0.3955675198884969
62,mean_top_net_short_wave_radiation_flux_std,-1.6863487289858627,-2.3055143369171938,0.4805118829611637,-1.5557040804833375
63,mean_top_net_short_wave_radiation_flux_std,-2.1583375062653154,-4.005785873035729,1.9170364213532658,0.4143093517363222
64,mean_top_net_short_wave_radiation_flux_std,6.268328272787005,-3.413669101997465,0.6846986612815437,1.2557252553239693
65,mean_top_net_short_wave_radiation_flux_std,-8.618933319764455,-3.586406541243521,-4.453814276017203,8.396815578555765
66,mean_top_net_short_wave_radiation_flux_std,-0.6057237728701564,-4.978474220140015,3.7897057040997852,0.41354997243756525
67,mean_top_net_short_wave_radiation_flux_std,3.808637288718854,-0.7027017339767474,-1.7893103225079308,-0.5106629827046387
68,mean_top_net_short_wave_radiation_flux_std,-2.157210135258131,0.5417810046051281,-0.32432484795618827,-2.4550296274357133
69,mean_top_net_short_wave_radiation_flux_std,-2.1295594518848255,-1.6270977618914921,-0.9571460664070717,-1.5693355790245171
71,mean_top_net_short_wave_radiation_flux_std,6.7100197230439385,-2.3318135226231655,0.037459352353202365,1.5738787516447512
72,mean_top_net_short_wave_radiation_flux_std,0.15808329634673,-2.707317976324657,1.17752936750923,-1.7308014347421812
