storm_number,variable,PCA_1
1,specific_rain_water_content_700_mean,0.0
2,specific_rain_water_content_700_mean,0.0
3,specific_rain_water_content_700_mean,0.0
5,specific_rain_water_content_700_mean,0.0
6,specific_rain_water_content_700_mean,0.0
7,specific_rain_water_content_700_mean,0.0
8,specific_rain_water_content_700_mean,0.0
11,specific_rain_water_content_700_mean,0.0
12,specific_rain_water_content_700_mean,0.0
13,specific_rain_water_content_700_mean,0.0
16,specific_rain_water_content_700_mean,0.0
19,specific_rain_water_content_700_mean,0.0
21,specific_rain_water_content_700_mean,0.0
26,specific_rain_water_content_700_mean,0.0
27,specific_rain_water_content_700_mean,0.0
29,specific_rain_water_content_700_mean,0.0
31,specific_rain_water_content_700_mean,0.0
32,specific_rain_water_content_700_mean,0.0
33,specific_rain_water_content_700_mean,0.0
34,specific_rain_water_content_700_mean,0.0
38,specific_rain_water_content_700_mean,0.0
39,specific_rain_water_content_700_mean,0.0
43,specific_rain_water_content_700_mean,0.0
44,specific_rain_water_content_700_mean,0.0
45,specific_rain_water_content_700_mean,0.0
46,specific_rain_water_content_700_mean,0.0
47,specific_rain_water_content_700_mean,0.0
48,specific_rain_water_content_700_mean,0.0
49,specific_rain_water_content_700_mean,0.0
50,specific_rain_water_content_700_mean,0.0
51,specific_rain_water_content_700_mean,0.0
53,specific_rain_water_content_700_mean,0.0
54,specific_rain_water_content_700_mean,0.0
56,specific_rain_water_content_700_mean,0.0
58,specific_rain_water_content_700_mean,0.0
60,specific_rain_water_content_700_mean,0.0
61,specific_rain_water_content_700_mean,0.0
62,specific_rain_water_content_700_mean,0.0
63,specific_rain_water_content_700_mean,0.0
64,specific_rain_water_content_700_mean,0.0
65,specific_rain_water_content_700_mean,0.0
66,specific_rain_water_content_700_mean,0.0
67,specific_rain_water_content_700_mean,0.0
68,specific_rain_water_content_700_mean,0.0
69,specific_rain_water_content_700_mean,0.0
71,specific_rain_water_content_700_mean,0.0
72,specific_rain_water_content_700_mean,0.0
73,specific_rain_water_content_700_mean,0.0
76,specific_rain_water_content_700_mean,0.0
77,specific_rain_water_content_700_mean,0.0
78,specific_rain_water_content_700_mean,0.0
79,specific_rain_water_content_700_mean,0.0
80,specific_rain_water_content_700_mean,0.0
81,specific_rain_water_content_700_mean,0.0
82,specific_rain_water_content_700_mean,0.0
83,specific_rain_water_content_700_mean,0.0
85,specific_rain_water_content_700_mean,0.0
86,specific_rain_water_content_700_mean,0.0
87,specific_rain_water_content_700_mean,0.0
89,specific_rain_water_content_700_mean,0.0
90,specific_rain_water_content_700_mean,0.0
93,specific_rain_water_content_700_mean,0.0
95,specific_rain_water_content_700_mean,0.0
