time_step,variable,PCA_1,PCA_2
1,10m_v_component_of_wind_max,5.318374318937548,2.2972963782539013
2,10m_v_component_of_wind_max,5.374387998872449,2.00115516026411
3,10m_v_component_of_wind_max,5.463566540434933,1.7292324614678434
4,10m_v_component_of_wind_max,5.277448838003139,2.0015361710027
5,10m_v_component_of_wind_max,5.1579569755235255,1.8802888515626164
6,10m_v_component_of_wind_max,5.146664786626057,1.6724813735224708
7,10m_v_component_of_wind_max,5.057773654959495,1.1456396560596598
8,10m_v_component_of_wind_max,4.687696959507451,0.4968070184745181
9,10m_v_component_of_wind_max,4.315582272738617,-0.020498077707979623
10,10m_v_component_of_wind_max,4.068837419196197,-0.5785991968551523
11,10m_v_component_of_wind_max,3.6114606616553933,-0.9559339476324564
12,10m_v_component_of_wind_max,3.2118809047337904,-1.31833490675445
13,10m_v_component_of_wind_max,2.595133499596369,-1.629705683874791
14,10m_v_component_of_wind_max,1.7296386371891752,-2.0602010797504917
15,10m_v_component_of_wind_max,1.5512290474233026,-2.313501676054474
16,10m_v_component_of_wind_max,1.2044321718337752,-2.3080401760503597
17,10m_v_component_of_wind_max,0.37154878471783537,-2.4477202055360516
18,10m_v_component_of_wind_max,-0.25301991137184054,-2.3545197572876555
19,10m_v_component_of_wind_max,-0.8471148712919733,-2.3528223777408805
20,10m_v_component_of_wind_max,-1.4206605498088114,-2.1797770184984264
21,10m_v_component_of_wind_max,-2.077055116417393,-2.2725465526985626
22,10m_v_component_of_wind_max,-2.4324156786771844,-2.1733332944986996
23,10m_v_component_of_wind_max,-2.6659289894423894,-2.053186544202971
24,10m_v_component_of_wind_max,-3.1474828153881966,-1.6024431537694737
25,10m_v_component_of_wind_max,-3.4349558915534057,-0.939490990859811
26,10m_v_component_of_wind_max,-3.7589899328654037,-0.4854642083925238
27,10m_v_component_of_wind_max,-3.9996111904608385,0.08738437944543251
28,10m_v_component_of_wind_max,-4.230969969416156,1.025885445307867
29,10m_v_component_of_wind_max,-4.410309219920753,1.5221950511789932
30,10m_v_component_of_wind_max,-4.459641722007312,1.4980801405051283
31,10m_v_component_of_wind_max,-4.275112185771265,1.4632294266348527
32,10m_v_component_of_wind_max,-4.33142548082585,1.948126679723413
33,10m_v_component_of_wind_max,-4.4064962908022975,2.2115550675418927
34,10m_v_component_of_wind_max,-4.626372385320377,2.2461220344179007
35,10m_v_component_of_wind_max,-4.712584090341969,2.2734542657542396
36,10m_v_component_of_wind_max,-4.6534671802656336,2.545649287047661
