storm_number,variable,PCA_1
1,relative_humidity_10_std,-1.3432413451795053
2,relative_humidity_10_std,-0.9873832208605752
3,relative_humidity_10_std,-2.079207107738307
5,relative_humidity_10_std,-2.500627575500983
6,relative_humidity_10_std,-2.5384858080696175
7,relative_humidity_10_std,-2.4803752920621274
8,relative_humidity_10_std,-2.6233656296364374
11,relative_humidity_10_std,-2.4912738338540077
12,relative_humidity_10_std,-1.6529557932313181
13,relative_humidity_10_std,-2.1562681483763066
16,relative_humidity_10_std,-2.1864824148559534
19,relative_humidity_10_std,1.9272069933076432
21,relative_humidity_10_std,1.451689995833084
26,relative_humidity_10_std,-2.3013260565415257
27,relative_humidity_10_std,-2.313897732923014
29,relative_humidity_10_std,-2.252022511199187
31,relative_humidity_10_std,-2.407155162286613
32,relative_humidity_10_std,-1.084059684872083
33,relative_humidity_10_std,-1.5548839772927423
34,relative_humidity_10_std,-2.328495024688485
38,relative_humidity_10_std,-1.4313494284411272
39,relative_humidity_10_std,-0.0771058117909974
43,relative_humidity_10_std,3.2168315722557863
44,relative_humidity_10_std,-2.0336883426193055
45,relative_humidity_10_std,-2.5208746269736837
46,relative_humidity_10_std,-2.354469972669577
47,relative_humidity_10_std,-2.2240747842186113
48,relative_humidity_10_std,-0.43600431407965395
49,relative_humidity_10_std,-1.847022009599281
50,relative_humidity_10_std,-2.251819384638678
51,relative_humidity_10_std,12.842784147177204
53,relative_humidity_10_std,-2.0595581302624186
54,relative_humidity_10_std,-2.2384759437035986
56,relative_humidity_10_std,-0.597803462426984
58,relative_humidity_10_std,29.145947195772667
60,relative_humidity_10_std,-2.5038289783833023
61,relative_humidity_10_std,-2.4989994076835944
62,relative_humidity_10_std,3.0374704846489515
63,relative_humidity_10_std,-2.5718481335959766
64,relative_humidity_10_std,-2.537322793544376
65,relative_humidity_10_std,-2.5512625914007523
66,relative_humidity_10_std,0.9142576385310579
67,relative_humidity_10_std,-1.959806956861477
68,relative_humidity_10_std,-0.3098085987213872
69,relative_humidity_10_std,1.3055936447641745
71,relative_humidity_10_std,-1.500826695428313
72,relative_humidity_10_std,4.892883918219163
73,relative_humidity_10_std,3.462300171476191
76,relative_humidity_10_std,-2.38922616393612
77,relative_humidity_10_std,-1.3880468970121316
78,relative_humidity_10_std,-1.698564347726474
79,relative_humidity_10_std,-2.575865327619825
80,relative_humidity_10_std,-2.5986854976957448
81,relative_humidity_10_std,-2.5928925119865402
82,relative_humidity_10_std,-2.510783304030172
83,relative_humidity_10_std,-2.5780276385207133
85,relative_humidity_10_std,0.5902548403311588
86,relative_humidity_10_std,2.4796996061780945
87,relative_humidity_10_std,14.86458774046014
89,relative_humidity_10_std,18.346476415244734
90,relative_humidity_10_std,-2.5282475294737674
93,relative_humidity_10_std,-1.5162875949103252
95,relative_humidity_10_std,-2.3139008650763313
