time_step,variable,PCA_1,PCA_2
1,mean_surface_latent_heat_flux_mean,-4.940577746529526,3.7552440509468856
2,mean_surface_latent_heat_flux_mean,-5.023192075539217,3.4364216754822894
3,mean_surface_latent_heat_flux_mean,-5.049322292442411,2.923262244346265
4,mean_surface_latent_heat_flux_mean,-4.953325960445818,2.466156106664425
5,mean_surface_latent_heat_flux_mean,-4.859081140901816,1.8958864522229977
6,mean_surface_latent_heat_flux_mean,-4.709063970495779,1.443076205001528
7,mean_surface_latent_heat_flux_mean,-4.577432852547364,1.0052274692538927
8,mean_surface_latent_heat_flux_mean,-4.354340272893078,0.5470708003176705
9,mean_surface_latent_heat_flux_mean,-4.076354271683718,0.1151089384808015
10,mean_surface_latent_heat_flux_mean,-3.702668938331612,-0.14103339054539768
11,mean_surface_latent_heat_flux_mean,-3.4800595798579264,-0.4119210286273355
12,mean_surface_latent_heat_flux_mean,-3.131144124392462,-0.5302072654983768
13,mean_surface_latent_heat_flux_mean,-2.8305061962607736,-0.7974938372375321
14,mean_surface_latent_heat_flux_mean,-2.487329260662487,-1.1049200023063113
15,mean_surface_latent_heat_flux_mean,-2.137300046095276,-1.393190338044282
16,mean_surface_latent_heat_flux_mean,-1.9564095049199361,-1.6545250096143695
17,mean_surface_latent_heat_flux_mean,-1.5833376846836813,-1.9767006740257846
18,mean_surface_latent_heat_flux_mean,-1.2268016765379148,-2.4146341950569417
19,mean_surface_latent_heat_flux_mean,-0.7974291750327391,-2.742122067967964
20,mean_surface_latent_heat_flux_mean,-0.3909586402030335,-3.0398746447208462
21,mean_surface_latent_heat_flux_mean,0.1538039125058693,-3.1064370262539325
22,mean_surface_latent_heat_flux_mean,0.7224919731300965,-3.008621378741756
23,mean_surface_latent_heat_flux_mean,1.4526735706439011,-2.7294135756096947
24,mean_surface_latent_heat_flux_mean,2.043689511141965,-2.3068679016339337
25,mean_surface_latent_heat_flux_mean,2.619852116454776,-1.8917840859788704
26,mean_surface_latent_heat_flux_mean,3.2814391564290433,-1.4335854644242176
27,mean_surface_latent_heat_flux_mean,3.9696506017071185,-0.8964742657110714
28,mean_surface_latent_heat_flux_mean,4.601374705055372,-0.3196979924808102
29,mean_surface_latent_heat_flux_mean,5.115484011390875,0.21541446775971504
30,mean_surface_latent_heat_flux_mean,5.472149672120902,0.7824455931171895
31,mean_surface_latent_heat_flux_mean,5.727628170282394,1.3338905895028925
32,mean_surface_latent_heat_flux_mean,5.901559149865887,1.7608689069737045
33,mean_surface_latent_heat_flux_mean,6.13524026029368,2.1066592013867256
34,mean_surface_latent_heat_flux_mean,6.252542658452029,2.3943307184337503
35,mean_surface_latent_heat_flux_mean,6.359389501324861,2.740906167546502
36,mean_surface_latent_heat_flux_mean,6.457666439657804,2.9775345570421945
