storm_number,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17
16,convective_snowfall_max,-4.172414039566415,-0.3513825286147163,0.22571871775914373,0.05151468702559583,0.14912715199362608,-0.10668602194828058,-0.0042119413870011346,-0.050344853380043804,0.13501091534156412,0.053878489996671046,0.06072324841105355,0.043038913377817,-0.05074755214305781,0.0811879944493031,-0.10945889446775743,0.0516360317467179,-0.0010591819121335275
19,convective_snowfall_max,2.151418441909569,3.459925119660046,1.3900634585863891,-0.9375188540112072,0.8248926932245579,0.40319795307216305,0.3602118581071874,0.9281056706316985,-0.11832772663625805,-0.6334069028364292,0.7911453225787795,-1.5426747826979963,-0.16058298683092212,-1.191264917957383,-0.802787619238248,-0.2961780475136396,-0.3027776651407235
21,convective_snowfall_max,12.45600000508845,0.3557578735640392,1.10225750758683,-0.1792917446506573,-0.5862985946965474,-0.517677244923867,-0.3768032498647703,-0.37125996945309286,-1.105417511595884,0.18411130777896093,0.9817292200007595,-0.1860504628827517,0.09448525302160236,0.5740146779255181,0.3641834417110617,0.7194612426449033,-0.5012379755838748
26,convective_snowfall_max,-4.259298010176624,-0.4613635015789723,0.12352232695518361,0.07135135141931954,0.2609415198128178,-0.06244179023184856,-0.05744814673433538,0.045610913174737006,0.25955858877933624,0.07180221043087166,0.08733076600399675,-0.007384468796100175,-0.0009085526291257239,0.08593638119111877,-0.037776137424355254,0.05789286212079087,0.023447389940307577
27,convective_snowfall_max,-4.259298010176624,-0.4613635015789723,0.12352232695518361,0.07135135141931954,0.2609415198128178,-0.06244179023184856,-0.05744814673433538,0.045610913174737006,0.25955858877933624,0.07180221043087166,0.08733076600399675,-0.007384468796100175,-0.0009085526291257239,0.08593638119111877,-0.037776137424355254,0.05789286212079087,0.023447389940307577
29,convective_snowfall_max,1.1560196051712595,-0.826340721517017,2.26349541152618,0.07526674689804447,-1.7336432468124046,1.7651895742688408,-2.093095452918883,-0.8606392211435265,0.5879768468059426,-0.9066017398477062,2.4400283902858533,0.5673399015346255,0.28592161981664477,-0.27957595492333465,1.0378589669101181,-0.05937806390360623,-0.4057902071035278
31,convective_snowfall_max,-4.259298010176624,-0.4613635015789723,0.12352232695518361,0.07135135141931954,0.2609415198128178,-0.06244179023184856,-0.05744814673433538,0.045610913174737006,0.25955858877933624,0.07180221043087166,0.08733076600399675,-0.007384468796100175,-0.0009085526291257239,0.08593638119111877,-0.037776137424355254,0.05789286212079087,0.023447389940307577
32,convective_snowfall_max,6.321344632278111,-2.826273743714159,6.616216508030831,-0.5070639312606746,2.0329474170022337,-0.3963710199583766,-0.43617927987917987,-1.0421493257413776,-0.7290782910824224,0.4854716673976848,0.05333072684167937,-1.3870686992871497,0.9487250764553679,0.31967078943101873,0.3348924376989636,0.11526927560098284,0.3222426092583552
33,convective_snowfall_max,-1.2810616475344316,-0.5087038025152022,-0.269341845523241,0.39904917701603687,0.16657988586204228,1.3247835171738718,1.092381163129407,0.8132523882902937,-0.055602416187015766,-0.5693769211441261,-0.6286480117524033,-0.24316368002532046,0.7332253283814263,-0.09192764942049902,0.3173841912941624,-0.3614936650200466,-0.20331115373445757
34,convective_snowfall_max,7.485169311438576,-3.686758981014347,-2.892426302763028,-3.6431825306610306,2.8155209204647575,3.1882941380530307,-1.842427458380211,-0.8556870319901403,0.24221362362498663,-0.7098486261950213,-0.9010547313830785,1.7149030833305523,-0.8877491827879599,0.16085175806544383,-0.6041688213814791,0.028161688277135798,-0.21451688336407265
38,convective_snowfall_max,-0.21174630368950612,-2.742836640857448,-2.8605079612741133,4.0642084936105976,-1.8438178756414818,0.8148843121133725,-0.6565937697106509,-0.7675927771841028,-0.44292226061123124,-0.3265807388173526,-1.8910191205512918,-0.4693226961856477,0.5492742292558995,-0.6409123646175025,0.6105163496396566,1.2036057170294163,-0.07812630074030832
39,convective_snowfall_max,0.6446990852051838,2.890105216997981,-3.1299667468919727,0.8634706515410093,1.1313791016514678,-0.9037809630685779,-1.243256460704316,-0.3665425747446866,-1.8949525278668224,1.6814347181152367,-0.18332665864101877,0.7138501459599573,0.2723526819449629,0.5958995874734503,0.7781603325436194,-1.0264888558099912,-0.4168774908268169
43,convective_snowfall_max,0.5559259489670048,2.091437975781495,-1.7711201601135362,-2.1050941129720435,-1.9946414225360156,0.5870125158199145,-0.01465956961791589,-0.4818674777296751,0.30829480953271093,0.5980700454822782,0.08604033943131932,-0.19778971930727945,0.2514571121772974,-0.22960195108941,0.39799470180261093,-0.08503296502559908,-0.05651277496020348
44,convective_snowfall_max,-3.973346800996042,-0.26280585572139953,0.5369996221102888,0.18873080393258804,0.28265611886860703,-0.058789393924498806,0.2654518307655866,-0.09620333046909857,0.23528545872149387,0.33446952993598383,0.015326011116873144,0.03265263888765034,-0.13848885473674144,-0.005817927442137365,-0.077235434175475,0.18430450037519458,0.19356772857398175
45,convective_snowfall_max,-2.5415818026132704,-1.636347870433516,0.6208913709738517,-0.12221985071853518,-0.23095798484636929,0.1372207517310735,-0.0036819393428657887,0.24015154069032238,0.10772805748297007,-0.10950936950564093,0.19900915538366148,0.07378983176396524,-0.23258591767759002,0.062114633168406555,-0.1379339050686712,-0.08500938630604218,0.19199933910833544
46,convective_snowfall_max,-4.259299747466897,-0.46136372235546025,0.12352226853676401,0.07135144895415811,0.26094168882802576,-0.06244183624235666,-0.05744821511144425,0.045610920330279026,0.2595587150290217,0.0718022726494088,0.08733076811337635,-0.00738448218306379,-0.0009085997230998144,0.08593644048840222,-0.03777616094874373,0.057892899954294065,0.02344735300958926
47,convective_snowfall_max,-3.713011634391488,-0.5515694718271276,-0.010344532536487051,-0.033583242388251534,0.30790791341011936,0.04124323625675774,0.09671135135728881,0.028103037424537597,0.3862635330454814,0.03921541046724607,0.10341885123612957,0.033359328153208634,0.20701447449179408,0.1973042874981085,0.06987253133283158,0.06066766042419749,0.09065868128705513
48,convective_snowfall_max,-2.425412646229476,1.7903607960221652,1.627410280590555,-0.3541484199347419,-1.2527436790531317,-0.13375107554917784,1.7686402677510675,-1.4328936533210381,-1.8722119805339201,-0.3545167013650633,-0.10262405194024922,1.1073723282459316,-0.6225331578003038,-0.6736582682524916,-0.39441176642654807,-0.32549691500564915,0.8006049232878627
49,convective_snowfall_max,-3.6402396125004506,-0.2018457473153217,1.374955329971153,0.5316961506265037,0.03735402179448577,-0.28068776738489015,0.9658713590254414,-0.34191517154138734,-0.9749524521807453,-0.33930942224524396,0.029345242774241165,0.4635006835577925,-0.6107720209046549,0.14798850441649397,-0.3478789290851047,-0.16656686711567614,-0.2452965332943329
50,convective_snowfall_max,-4.221407249447685,-0.44803687582826873,0.20614994849435733,0.09922719287284158,0.2211331856106526,-0.07464001289727655,0.021436815563275407,0.017830131340396647,0.12121321319077703,-0.021344526012913926,0.09448212043456572,0.03717960693407328,-0.047910301432254825,0.10205674613867156,-0.05744608521989007,0.002124181446455675,-0.02301990565856842
51,convective_snowfall_max,-4.221478768567651,-0.44867977445779106,0.138171970833454,0.025955707201616232,0.22134088038603403,-0.0689328310189179,-0.07542560464176983,0.05967239889019099,0.29118864346812556,0.08354720205782624,0.05519733920570336,0.0307726878484028,-0.028978786114959222,0.08124026586896174,-0.01827722782016478,0.08689712960944648,-0.03262084118706236
53,convective_snowfall_max,2.332765223852795,5.064298874080801,-3.4278671151791578,-0.8944705920313478,1.4369531658473367,-1.2410202171736207,0.18025439219399264,0.5780546315279766,0.34517624571191946,-0.4434311794775959,-0.3727181820680405,-0.3019397379417477,0.30555669323557777,0.8045480670775711,-0.7554878742207538,0.4460793340897434,-0.0593858547430501
54,convective_snowfall_max,8.25933933628454,-1.683489209969514,-2.771713017780115,1.2754522853324304,0.8075128025534474,2.9847140901410025,3.870799576783198,0.000898463889782259,1.222039558853935,1.8101523710198286,0.2330590694682366,-0.5044102954036935,-0.5220604384568127,-0.422560451586359,0.4513290126254907,-0.37695253367127524,-0.29235111839459527
56,convective_snowfall_max,-2.300840324046552,-1.8173960579607749,1.576565868099586,-1.0174956681396838,-0.3593744509581548,-1.2091244889834891,0.5611331386843422,0.3523740621698084,-0.6030311439300772,-0.5248640988452177,0.4601143853654073,0.45211334932523217,0.43661469583513174,0.2194005021110742,0.08623186830981597,-0.42584381544404615,-0.25021785804988
58,convective_snowfall_max,3.576056441211582,1.5382854488537803,-3.2091721513636813,1.162589512611873,1.017232123348577,-1.1740903731546812,0.7491160167158221,-0.6788180016047127,1.0424403544526208,-1.218270796615208,1.1649490247467333,-0.2128178115455143,-1.1793542038275888,0.5868928069971641,0.9514180677519941,0.12427678885302547,1.211889591498823
60,convective_snowfall_max,2.1112215000744987,0.6394766251204563,-3.277433914197705,1.734231142092911,1.5007839238637912,-2.6753547335549124,-0.8337930414600847,-0.6918662923388013,0.2822436318529623,-1.3090597985666639,-0.2411348816437102,-0.8907345626799091,-0.8272354745903031,-1.1938755969852284,0.23121830495364434,-0.8517420329875282,-0.8339847809315617
61,convective_snowfall_max,0.9829971680570442,-1.0167942534495944,-2.222605987656864,1.1094913778440656,-0.31781739649279195,-0.3603296635606639,0.14932143780318755,-0.8747202316859229,-0.07912029673192576,0.5660220976344447,-0.08732119640876343,0.5824770518370552,-0.18646046996738855,0.3057368211335978,1.0191749095187763,-0.34097220596381345,0.10451764431816261
62,convective_snowfall_max,2.9902392774432234,-0.7252185742897327,1.7888169551750444,2.3373050573669865,-1.9741076555299613,2.615847590625861,-0.968887105699792,1.6252049115543408,-0.5612270289759622,-1.3267498016432417,-0.6793128646818312,-1.050295759175525,-0.22016836733072123,1.524226508650273,-0.3124235347449884,-1.169121120724764,0.31013762991426763
63,convective_snowfall_max,-0.21613299334581448,-0.45009161164368144,2.4002727036669156,-2.7577657527821953,1.6659768718674686,1.0144514805731577,-0.6765409487889704,-0.36967726847490107,-0.6883148191575417,-0.8758698044451256,-0.912313671572964,-0.6565674121606176,0.3157593539241368,-1.2732793008184964,0.836419436977363,-0.001032694919973505,0.5854993470766613
64,convective_snowfall_max,-4.2563524629306695,-0.4630622017633094,0.12073991159302228,0.07558389597440372,0.2608838008929311,-0.06125100428638591,-0.058876035601125955,0.045015849782407746,0.2581285293995317,0.0730894574999586,0.08298168668496374,-0.007805997746629468,0.000656809140886947,0.0797451834922195,-0.04036318311418972,0.05564509095331841,0.020803456237854925
65,convective_snowfall_max,-4.259299747466897,-0.46136372235546025,0.12352226853676401,0.07135144895415811,0.26094168882802576,-0.06244183624235666,-0.05744821511144425,0.045610920330279026,0.2595587150290217,0.0718022726494088,0.08733076811337635,-0.00738448218306379,-0.0009085997230998144,0.08593644048840222,-0.03777616094874373,0.057892899954294065,0.02344735300958926
66,convective_snowfall_max,4.434995033052895,5.158745415161933,-2.298172337585198,-0.7365140422853892,-1.5824786829534732,0.03002292794189214,-0.4415759363086957,-0.2875462515937916,-1.2182305892826235,0.6005317472296571,0.714308121347909,-0.08026916920187031,-0.09783089658328066,-0.49381796929970767,-0.7144410641188316,0.4531118016449026,-0.05147926803810988
67,convective_snowfall_max,-0.46016656394287964,4.8215538181775655,-2.0781651903169145,-2.0383540606443846,-1.259759055642549,0.4696526034476892,0.14637743735623895,0.022497429505517922,0.585305686621917,0.2576428156158943,-0.5758372121802806,0.04512940174898557,0.4752021502886798,-0.03142050688150476,0.010891223684101082,0.1802976054557144,0.6147160956513524
68,convective_snowfall_max,-1.4626186330457704,0.6865516876811772,-1.3683193937432205,-0.0656599028978937,0.3906267774049199,0.22402058011585674,0.19722594407849064,0.5444261004072268,-0.04071955920685006,-0.14377424326152527,-0.033412780764850686,0.09347443513952881,0.6981026275910139,-0.27173946435459245,0.02691208074604669,0.10543834764730839,0.028781827914606786
69,convective_snowfall_max,8.859865445985854,8.90347535024854,7.706304483458774,3.082132611106787,0.03606969638699007,-0.25905282045011546,-0.18618203164157338,-0.4901872107793024,1.9180093352983423,-0.29673351982376966,-1.0634620870430789,1.4733567593887438,0.10027528649913729,-0.08362136953284648,-0.10294549330647243,-0.07728265754834968,0.04031040546013325
71,convective_snowfall_max,-4.2592962728863535,-0.4613632808024843,0.1235223853736035,0.07135125388448134,0.2609413507976096,-0.062441744221340426,-0.057448078357226394,0.04561090601919483,0.25955846252965087,0.07180214821233469,0.08733076389461698,-0.007384455409136346,-0.000908505535151481,0.08593632189383528,-0.03777611389996673,0.05789282428728775,0.023447426871025894
72,convective_snowfall_max,-2.6465823418525884,0.6100256408949443,-0.7539122429538141,-0.294775857483753,0.16738760037044842,-0.3186504673016853,-0.1456299588793359,0.25038108941901727,0.3839045983433161,0.13222657674959298,0.18360089930828832,-1.1123371299490886e-05,-0.34168366250060095,0.39715107034917335,-0.14866555083142743,0.17390036372170875,-0.26533837143816297
73,convective_snowfall_max,1.7870449179434138,3.015081310234444,-1.980850422797184,-0.5873848960069554,0.5108230683467354,0.7615603694861298,1.7646045363534797,0.8590487089374197,-0.8883029592658591,-1.1869028153145276,0.2944363408786172,0.3252186831975947,1.1667073622346789,0.06443145169864187,0.22305010021956112,-0.33932518906387793,-0.17518248179997595
76,convective_snowfall_max,6.37865896688028,-4.233807352884368,1.6012504134888677,1.3083610560468104,-0.6176770347199024,-0.38710857072685084,1.0346553818197621,0.36791126022035586,-1.329906765743988,0.1944284714241405,0.6363515411151571,0.47476669415800327,-0.25163809571871515,-0.12208401857560511,-0.7686966182692256,0.8496580148704783,0.30661825530655923
77,convective_snowfall_max,-4.259299747466897,-0.46136372235546025,0.12352226853676401,0.07135144895415811,0.26094168882802576,-0.06244183624235666,-0.05744821511144425,0.045610920330279026,0.2595587150290217,0.0718022726494088,0.08733076811337635,-0.00738448218306379,-0.0009085997230998144,0.08593644048840222,-0.03777616094874373,0.057892899954294065,0.02344735300958926
78,convective_snowfall_max,4.242623437234721,0.250680744422632,-0.5278800298389065,1.5930725430849058,3.031283195360614,-0.3534844379930307,-1.9242366597244223,2.4445642132833094,-0.7423530402291477,1.669469286744139,0.05440518769352056,0.26476782353283046,-0.11271512330623053,-0.5130438003984911,0.02729695760760407,-0.2994012333526487,0.7199066171305792
79,convective_snowfall_max,4.213348872736125,-0.8951919186295414,1.7277151059582958,-2.678416778127909,1.4503913162515247,-1.3741020366690726,1.7852997858344497,-1.4274883503153275,-0.04570883385221669,-0.2648606520361571,-0.6747991088653217,-0.41322569187100866,0.5797097971752092,1.0103615734308804,0.23794704353082993,0.11155033740599454,-0.37147242425114263
80,convective_snowfall_max,-1.2249552310267824,0.21504031400585338,1.7541579737754274,0.682597432344144,-0.4942077726866952,0.025348032970938735,0.261670932176863,-0.5174091098244368,-0.9750138290104535,-0.08484286711099662,-0.204272746280118,0.27858945173574506,-0.27057422176704327,-0.1614534025780617,-0.05066677740828747,0.11192686961473743,-0.4147918206425537
81,convective_snowfall_max,4.710306094778015,-2.4816293015470725,2.562308613694375,-3.3879680409042394,-2.7093457687208136,-2.170968845218176,0.49776201700887346,3.3517663439927006,0.3550170011893189,-0.0489135389271981,-0.8113689432790268,0.7052286916547444,-0.8358101382825994,-0.3017550517483,1.115095947639084,0.02973510869913163,-0.18297800580739562
82,convective_snowfall_max,0.5672011656920298,1.652404052127742,-1.8311057153464765,-0.8644685866955765,-1.516267740656044,0.11566226983207285,0.18458699330039804,-0.19194863421528569,0.3569042704206095,-0.007670261498480609,-0.3614543783560401,0.029206398018992174,0.021712531305857558,-0.12080375567541893,-0.016617226474491664,0.12153993548267675,-0.15911790345512877
83,convective_snowfall_max,3.163903157327506,0.34044303972659434,-2.813711156528141,0.20544508166607695,-0.8355138972000539,0.040598678791878194,-0.16033377205263155,0.18491818977748406,-0.42053106052171085,-0.6197731101692985,0.41828249151709673,-0.46829578268409217,-0.35987284873720615,0.34748918252571676,-0.4424526613684122,-0.30005083071312316,-0.4820672621363266
85,convective_snowfall_max,-1.1026008531280944,-0.10492755557703715,-0.19293714137497645,0.1244572908136461,-0.24619927264266755,-0.1791007555395518,-0.7830702368117454,0.40302340610003984,0.24684995582721653,0.40245099047402094,0.23153061155958668,0.024171978810806287,-0.07246167377645057,0.09222283330855605,-0.14204781403721672,0.872293006491997,-0.2782352144295587
86,convective_snowfall_max,-1.2857603837184384,1.098780160461852,-0.9270832453425875,0.7063236393582276,1.5931924187772684,-0.37887441397287713,0.13974165010873785,0.4797498796270785,-0.1886957911778467,-0.13384697777753846,-0.016403495565984385,0.2567007167629591,0.5243953653402446,0.08146629869728313,0.13171614531166073,0.4350713522943844,0.1064165585787367
87,convective_snowfall_max,0.15660553381242223,-2.017206680056671,3.4911678400549033,0.7595602847642922,-0.3565523908989338,0.25095753039462754,0.5494895737442221,0.11567809463841347,-0.3861343781013429,0.5393007330150841,0.16851976971367782,-0.11820815033969417,-0.47484643864495035,-0.14028364036330643,-0.42782464887879246,-0.23221555210076741,0.3210486772498799
89,convective_snowfall_max,5.777707602543892,-3.9291151829713296,0.056197164077342536,-0.45847625612599874,-0.975007352258505,-1.8346011203098556,-0.5490571808056545,-1.0306127605234403,0.8580919004334646,0.43700958421434194,-0.9260568184743367,-0.918684876773288,-0.7387360955900558,0.2979591025597573,-0.5305227209665393,-0.006770194255874625,-0.07750019905668633
90,convective_snowfall_max,-4.25930322204744,-0.4613641639084361,0.12352215169992467,0.07135164402383481,0.2609420268584419,-0.0624419282633728,-0.05744835186566222,0.04561093464136329,0.2595589675283924,0.07180239708648285,0.08733077233213599,-0.007384508956991304,-0.0009086939110480863,0.08593655908296927,-0.03777620799752071,0.05789297562130051,0.02344727914815263
93,convective_snowfall_max,5.016200184706269,-6.049587433322866,-1.2229821042218245,0.636059696507233,-1.1214403238715063,-1.5530431504655295,-0.11217998572412423,-0.43046063815504243,1.53362263613811,0.234697789397948,0.35256086289289157,1.0018190125437223,1.6619867995982711,-0.6288688836321267,-1.0243965724009723,-1.1314941729421797,-0.015009522469636993
95,convective_snowfall_max,-4.259299747466896,-0.4613637223554602,0.12352226853676412,0.07135144895415813,0.2609416888280257,-0.06244183624235661,-0.05744821511144432,0.04561092033027911,0.25955871502902167,0.07180227264940882,0.08733076811337656,-0.007384482183063867,-0.0009085997230996457,0.08593644048840224,-0.037776160948743726,0.05789289995429414,0.023447353009589222
