storm_number,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5
1,surface_latent_heat_flux_mean,0.40998811112217093,2.954907925437574,0.15222387676086938,-1.1153162730212542,-0.8182666851657975
2,surface_latent_heat_flux_mean,-5.034622756558168,1.2029415259588054,-0.1551011578940132,-0.46374963151009985,0.7985053062466594
3,surface_latent_heat_flux_mean,-0.06982399507225719,1.4075361365299541,0.39810482598062663,-2.3621911152564303,-0.44860476868817
5,surface_latent_heat_flux_mean,-8.55704794065195,-0.7557146552307268,1.2222961684332982,0.2505889477559602,1.8797895070500967
6,surface_latent_heat_flux_mean,-2.9568129420950657,-1.1452383445179817,-0.8966812363577952,-0.791118980619585,-0.5894977946398859
7,surface_latent_heat_flux_mean,0.21016999004364947,-4.2089526104532915,-0.4468341381026845,0.10163049506269874,0.2415508272977407
8,surface_latent_heat_flux_mean,2.3515909683072462,5.6205546550612615,0.6586566440337318,2.9641604695550425,-0.1713826075550562
11,surface_latent_heat_flux_mean,2.2169373733247184,-1.7743095409064173,-0.40235475967857565,0.35046112911858474,0.6481300328521009
12,surface_latent_heat_flux_mean,-1.0489463636419851,-1.2711619141357273,-0.33268436174461247,0.7755263428371931,0.20481225816792217
13,surface_latent_heat_flux_mean,2.66805189083231,-5.0567728887891255,-1.3533607389932825,0.19682059098788574,0.5754755368638876
16,surface_latent_heat_flux_mean,9.00118518949137,-5.466138021704741,-0.5271033901289823,-0.5342315403745178,0.3950603358179235
19,surface_latent_heat_flux_mean,-7.695703957807077,0.8399805259461116,0.9101888629482161,0.49780635078894575,-0.9057056537492745
21,surface_latent_heat_flux_mean,9.764504132189122,2.8973992927178918,-2.0002255816641616,0.12144915071576895,0.5674264456813543
26,surface_latent_heat_flux_mean,-8.106762911466356,-1.1474781509748135,-0.8384861170626117,-0.43183525282586854,0.9902665389138757
27,surface_latent_heat_flux_mean,3.174814918757491,-0.9849312308168476,-1.024998657218274,-0.3863918790913377,0.4036736428638522
29,surface_latent_heat_flux_mean,0.9676978879024505,-3.8839924911219827,-1.4653377656465065,-2.225702957823625,-1.2966018907035903
31,surface_latent_heat_flux_mean,-0.10480319205101454,-3.3717283829376354,-0.8154032817882522,-0.18338052787741455,1.0042436805433146
32,surface_latent_heat_flux_mean,10.971319411700081,7.407324657968206,-0.30435232305993026,-2.382961580110053,-0.7966427479887406
33,surface_latent_heat_flux_mean,1.7583521924536774,-5.266507841789821,2.245932127880313,-0.14283631170503877,-0.43252258757008444
34,surface_latent_heat_flux_mean,-1.9275607799554089,2.065154688521647,1.5569303705040063,-1.3861483534377883,-0.5690912589217197
38,surface_latent_heat_flux_mean,-1.2744751847596971,-3.977627160489549,0.23733439414364324,-0.796092793516759,0.34772515649190894
39,surface_latent_heat_flux_mean,-1.064022599285311,-1.263260941656553,0.3334257685963622,0.7827455938765758,-0.1583277701239873
43,surface_latent_heat_flux_mean,-1.4058001207028845,2.2015657964112405,1.4677076605529122,1.4253509834423466,-0.5678576285249455
44,surface_latent_heat_flux_mean,5.465756830834898,-2.8963276051245135,1.615436913698742,1.6232006832069188,-0.3984343325653855
45,surface_latent_heat_flux_mean,1.874543323701074,-1.091567574783385,-2.3492228174918206,-1.4404976662325182,0.6443901012864784
46,surface_latent_heat_flux_mean,8.634314555037719,-2.8941454337749652,1.4018021650192398,-1.0102441719986548,0.6080949300819208
47,surface_latent_heat_flux_mean,1.842954736291848,-1.0464231181418528,-0.9533595764026448,-1.0397728284488619,-0.24211684031466152
48,surface_latent_heat_flux_mean,8.5002497193713,-2.8609466343611407,-0.436133924998331,3.6246338174195754,-0.3946852266780231
49,surface_latent_heat_flux_mean,1.8088467448730985,2.5880141075731675,-2.1110856457563054,0.525015496000142,0.6181796302197589
50,surface_latent_heat_flux_mean,-3.3821146840170866,-2.154262491326436,-1.4677438617707208,0.9952795739051774,0.5288412125418915
51,surface_latent_heat_flux_mean,-0.38428680780138935,-1.5043127952868978,-2.065867259722563,-0.2133514803278818,-1.1114709147980606
53,surface_latent_heat_flux_mean,-3.3973389086626407,2.257928201889945,0.25131452616138733,0.866361142383198,0.9690956268565338
54,surface_latent_heat_flux_mean,-2.933249221446429,3.519535722563694,-0.05998807696199316,-0.5251807946643008,0.12479197143873652
56,surface_latent_heat_flux_mean,2.5561910798490346,7.084884226448878,1.8535356276011892,-0.6676654050122643,0.9939472336643502
58,surface_latent_heat_flux_mean,-1.4057985810952474,4.212629262373337,-0.5358502435551207,0.18796107804049844,-0.41723488663638636
60,surface_latent_heat_flux_mean,-0.08067721920405128,3.2847857111595964,-1.458422319709976,2.147647136679573,-0.8064330841320557
61,surface_latent_heat_flux_mean,-5.745578031978989,1.5092598737509089,-0.6031580261864674,1.1669693578700573,1.0226543959363086
62,surface_latent_heat_flux_mean,-6.439919697831458,0.36119036382321607,-0.16805728767339148,-0.17687734215314943,-0.06403756262870887
