storm_number,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9
1,mean_top_net_long_wave_radiation_flux_min,-6.108592120965188,-1.0922693771675736,-0.4324115313689556,-0.4173354698305427,0.8459519212980662,-0.2638586073322435,0.16528943809396032,0.03976424726524604,-0.1658617002382582
2,mean_top_net_long_wave_radiation_flux_min,-0.08627229164147696,-1.960544983465877,-1.5961500468117802,0.28025733978096096,-1.4418355521883168,0.521758320936112,-0.5227369489892145,-0.07303638110141762,0.2680492598155911
3,mean_top_net_long_wave_radiation_flux_min,3.5997617010134033,2.1782559035479556,0.5646608920275542,0.7336598892303721,0.24161136212879825,-0.17262379777801495,0.4636967930190461,0.4275968780159455,-0.46897838182115575
5,mean_top_net_long_wave_radiation_flux_min,0.43419972150160224,0.0888740712357392,-1.0504967802072427,-0.698289407348983,0.027083359418647278,0.44990298341336515,-0.2731999206126272,0.20147662858060558,-0.0021804400256649125
6,mean_top_net_long_wave_radiation_flux_min,-2.707321258804387,4.101609093701709,0.46509000319862837,0.19047708647221748,-2.014814876556944,-0.45216998823171645,-0.4321817810114306,0.03806952083607118,-0.07518872134085891
7,mean_top_net_long_wave_radiation_flux_min,5.606559304191977,-0.9443817368582521,-0.4370775218984514,-0.3612433787373467,-0.3761932786834187,0.43390414660647486,0.31077515738041545,0.12576930755429017,-0.05218872856873996
8,mean_top_net_long_wave_radiation_flux_min,3.4255255820188046,-0.4394458869591209,-1.1557867888646463,-0.283416690042887,-0.759813011307481,0.04648161733218197,0.18065379892194475,0.8336338598830585,0.08648090175698439
11,mean_top_net_long_wave_radiation_flux_min,1.6246876459920594,-0.027476150434908503,-1.1920345795844318,0.8409682175397477,0.43100226373260314,-0.3736115213540263,0.44743302038978433,0.6058826175994564,-0.13922369445714824
12,mean_top_net_long_wave_radiation_flux_min,1.727590957819884,1.5967897828854398,-1.0813079204395228,1.2735383590347522,-0.6490034762855441,-1.0448041575486446,-0.3685225175560315,1.1627131660193128,0.9554139334454887
13,mean_top_net_long_wave_radiation_flux_min,2.8156918665567336,2.8065859965772493,2.0172081351716473,-0.34705021796498,-1.0095349199739703,-0.15753453409770882,-0.6094017796619543,0.22888252096252962,0.07879673415226751
16,mean_top_net_long_wave_radiation_flux_min,7.6609709909128165,0.868361172665203,-0.3453026131064602,0.7912683757547423,-0.2212326942303328,-0.2781610452947662,0.0802152142735476,0.7320385155377808,0.3411967474284006
19,mean_top_net_long_wave_radiation_flux_min,3.3330047914937686,1.970411692945528,-0.6767654150421465,0.33131679170096123,0.22137820115039542,0.006122594086855549,-0.4371857866338366,-0.18634470858230096,-0.8473700838330944
21,mean_top_net_long_wave_radiation_flux_min,-6.1338796386768655,0.1329175429765138,-0.18944963544242874,-0.14789661647732105,-0.7724551586642218,-0.05735258023587521,-0.1187773015764031,-0.0362231415695798,0.22148470317731997
26,mean_top_net_long_wave_radiation_flux_min,4.0726664094193685,0.6905690260286133,0.5503706011459067,0.5252593291459506,-0.20651466204439958,-0.14633210548236855,0.13417541639010225,-0.03563516297033571,0.07440013823663354
