storm_number,variable,PCA_1,PCA_2,PCA_3
1,relative_humidity_150_mean,3.502620154793228,-0.7555518933173773,1.0253914138666587
2,relative_humidity_150_mean,4.798114880808053,-1.2523120246160744,0.6356055854995345
3,relative_humidity_150_mean,-0.8688590758292754,1.3055073015528618,-0.11684669532457571
5,relative_humidity_150_mean,-3.5719545421719925,-0.14430983706806283,-0.3589161560896398
6,relative_humidity_150_mean,-3.5393545750204263,-0.1375564071443448,-0.3625437978418223
7,relative_humidity_150_mean,-2.968607474822192,0.2944159073149072,-0.29789780761729395
8,relative_humidity_150_mean,-4.064649323246803,0.047209758630936356,-0.4810883976016669
11,relative_humidity_150_mean,-2.9826437847031526,0.11548479819963378,-0.22011510753879213
12,relative_humidity_150_mean,-2.557852124942793,0.060873176453666494,-0.018483784213779803
13,relative_humidity_150_mean,-2.9594165249280673,-0.00686882557726902,-0.16529376198542348
16,relative_humidity_150_mean,-1.4246314475938382,0.12906453468199372,0.3789164772109171
19,relative_humidity_150_mean,7.332118296054621,2.712317926078767,0.443757339983992
21,relative_humidity_150_mean,6.200129266791531,-3.693261283082168,2.0247194019175536
26,relative_humidity_150_mean,-2.8874013765858213,0.06044122763238364,-0.36691695105420147
27,relative_humidity_150_mean,-3.0361840416094212,-0.11715400917534788,-0.26155492257852714
29,relative_humidity_150_mean,0.18148222706565867,0.31193163986936157,0.6979468689091717
31,relative_humidity_150_mean,-3.3867757949891932,0.24874692595061634,-0.27656922810022677
32,relative_humidity_150_mean,-2.5052604859331074,0.22856379043856864,-0.1620600209329734
33,relative_humidity_150_mean,-1.6643528106705272,0.8358174288979995,0.33020586075611047
34,relative_humidity_150_mean,-2.9779472602392154,-0.40507180998512776,-0.029882593340445626
38,relative_humidity_150_mean,1.111423735790169,0.07791772495053616,-0.02455618099938926
39,relative_humidity_150_mean,-1.3618802523048321,0.4984147189822123,-0.1857487792057822
43,relative_humidity_150_mean,7.118071889285051,-3.067663325763966,1.31354878520756
44,relative_humidity_150_mean,-2.723170533786381,-0.1889419330711442,-0.1987335315159371
45,relative_humidity_150_mean,-3.3248767585820143,-0.08875147603221147,-0.35101329249088886
46,relative_humidity_150_mean,-3.726665009490918,-0.04618736708464072,-0.39695962682057934
47,relative_humidity_150_mean,-1.3632511089218913,0.21401302458107552,0.5600537427687188
48,relative_humidity_150_mean,-1.3882942669029075,1.3295115649804474,0.2024375580438462
49,relative_humidity_150_mean,-2.926553799441273,-0.04510485242774497,-0.1937014140475254
50,relative_humidity_150_mean,-3.0494291213706606,-0.05224230726791082,-0.24599287608660036
51,relative_humidity_150_mean,4.36133578649085,3.7349155972644263,1.2140426963855149
53,relative_humidity_150_mean,-3.0317510254250717,-0.2815646607377209,-0.3345589055377279
54,relative_humidity_150_mean,-2.310266540690024,-0.016318261917247903,-0.13832548010630405
56,relative_humidity_150_mean,-1.9947120032286818,-0.3136583927946983,-0.07326710982316592
58,relative_humidity_150_mean,3.5513314706762036,2.0511396113795852,0.11805275799816024
60,relative_humidity_150_mean,-3.3155990526102816,-0.23059026630561832,-0.2589369005749711
61,relative_humidity_150_mean,-3.544193050169887,-0.10462143192938228,-0.2836818316422674
62,relative_humidity_150_mean,3.26236739354544,0.3162349879772319,0.3082122851981313
63,relative_humidity_150_mean,-3.7548275504078026,-0.09476572591475713,-0.34352298738709947
64,relative_humidity_150_mean,-3.5379740670865787,-0.34016638089952,-0.13630011443924694
65,relative_humidity_150_mean,-2.2573750411403886,-0.33701612756994564,-0.05012235980791053
66,relative_humidity_150_mean,7.521612289092367,-6.077603887476133,-0.8596330904379135
67,relative_humidity_150_mean,-2.7640860689636666,0.13900370375002297,-0.1572994108498399
68,relative_humidity_150_mean,7.054114840075376,-1.1884028056894802,0.8837766840154635
69,relative_humidity_150_mean,2.2514718462686383,0.1585051667562171,0.6562504878100727
71,relative_humidity_150_mean,-2.8824135289278545,0.22742361066451514,-0.29459830221752387
72,relative_humidity_150_mean,-0.47050346921368824,0.337817451128977,-0.045957650579308895
73,relative_humidity_150_mean,11.624718679183962,-2.864552891648878,-2.7244067808454595
76,relative_humidity_150_mean,-2.9165553631719954,0.25339797124201674,0.022033537249939495
77,relative_humidity_150_mean,-2.687501702161748,0.9142160345763326,-0.0130153334125887
78,relative_humidity_150_mean,-0.22325158425127833,0.36515415459990336,0.020951609861879866
79,relative_humidity_150_mean,-3.13545729722881,-0.3866622551435322,-0.19579143769680663
80,relative_humidity_150_mean,-3.95958402006644,0.016681804181645242,-0.3479004787444499
81,relative_humidity_150_mean,-3.943826915161257,-0.03843679017193011,-0.29246448074186043
82,relative_humidity_150_mean,-3.923682488463298,-0.033357661347364426,-0.3310421212850191
83,relative_humidity_150_mean,-3.9054884546899085,-0.12851623543001223,-0.31076594356588544
85,relative_humidity_150_mean,9.625144337669735,7.089207479722248,1.3984486411294357
86,relative_humidity_150_mean,29.944840069981154,1.6518174075227232,-1.9026404530291865
87,relative_humidity_150_mean,0.6130276940403446,1.8095568817877676,-0.2810363457846949
89,relative_humidity_150_mean,9.241843023467553,-0.49269435561513303,-0.15646234902666029
90,relative_humidity_150_mean,-3.271392840309027,-0.01203844021998357,-0.3686637656123225
93,relative_humidity_150_mean,3.549618330391816,-4.565780484889267,2.725271119541252
95,relative_humidity_150_mean,-3.754932654017354,-0.02757890443558801,-0.34435429481963153
