storm_number,variable,PCA_1,PCA_2
1,total_precipitation_max,-0.14586926203611025,1.9788838001646105
2,total_precipitation_max,-1.2799597756299892,-0.9191934051618633
3,total_precipitation_max,-3.046120727386993,3.0407528060463997
5,total_precipitation_max,-1.8027940720676805,-5.266773686738137
6,total_precipitation_max,-6.288160521610922,-0.5204558804670629
7,total_precipitation_max,1.8781204533393683,2.4394649597677303
8,total_precipitation_max,-0.05134688028361061,-0.7174291416864552
11,total_precipitation_max,3.518456073748692,-1.6996917527412638
12,total_precipitation_max,3.964785488798492,-0.4615185470761898
13,total_precipitation_max,2.3049924637132904,-3.94991255266107
16,total_precipitation_max,0.9889687001476575,-2.3967963448620986
19,total_precipitation_max,-1.6219967541325755,-0.957076478465993
21,total_precipitation_max,-4.377561244571945,-1.0582225903644764
26,total_precipitation_max,-1.3746336703335018,-2.4525566854230707
27,total_precipitation_max,7.990222485003353,-2.170891075324108
29,total_precipitation_max,3.695488697723995,-1.340629357171332
31,total_precipitation_max,0.6676604317194703,2.7674962791316333
32,total_precipitation_max,0.003910620167138001,3.7318234912654997
33,total_precipitation_max,-1.406955450767402,-0.2090244123761751
34,total_precipitation_max,2.4542734543115072,-2.517345532583015
38,total_precipitation_max,3.2198378247239647,-2.0106201691965686
39,total_precipitation_max,3.4266392007163544,3.5814372975876134
43,total_precipitation_max,-6.442407265083366,2.1602001565690157
44,total_precipitation_max,-1.6647910629065878,0.12383341983689765
45,total_precipitation_max,-3.2824993091722505,4.454600013437596
46,total_precipitation_max,3.148365982690711,-2.289291748294125
47,total_precipitation_max,-3.0983211400534234,1.5787098531814991
48,total_precipitation_max,6.747172559590344,0.2695745305250938
49,total_precipitation_max,-0.26240144328816817,2.428013277317126
50,total_precipitation_max,0.5007522693349348,0.3537853282442743
51,total_precipitation_max,4.225370019435547,0.33094537969104715
53,total_precipitation_max,-6.35966732709389,1.56081510444103
54,total_precipitation_max,-3.9157760783623727,0.9370918133688424
56,total_precipitation_max,-1.3813227858413122,-3.858613628527099
58,total_precipitation_max,-4.529790362414403,-0.49695945501947236
60,total_precipitation_max,-5.734584032981769,0.7835634905608657
61,total_precipitation_max,-4.84732673528787,-0.24958491659667884
62,total_precipitation_max,-1.3179519890952855,0.6008040070669353
63,total_precipitation_max,0.6781152699038631,0.6008143311024042
64,total_precipitation_max,3.7254253190325475,0.8471701670459187
65,total_precipitation_max,15.388052088334309,-3.082543972433525
66,total_precipitation_max,-2.217223749952785,-1.4931988912474468
67,total_precipitation_max,3.945047914827658,-4.655606472537737
68,total_precipitation_max,-5.302428170638557,2.019871115577116
69,total_precipitation_max,-0.6617126969658338,0.48648082969802703
71,total_precipitation_max,-2.211137199388858,-0.03572053321738347
72,total_precipitation_max,-4.194326580088801,0.3220484957596643
73,total_precipitation_max,-4.873629416897257,0.34425530614922617
76,total_precipitation_max,-1.8979717142341315,4.136292040744068
77,total_precipitation_max,7.605388566149505,-5.163201063508855
78,total_precipitation_max,-3.694381841580904,1.2758487400264575
79,total_precipitation_max,-1.086371229255064,2.9455466013699536
80,total_precipitation_max,-0.446484647812644,-1.6305695507363223
81,total_precipitation_max,0.12558333623875745,0.5241717293544662
82,total_precipitation_max,0.10700838255907637,-0.8785588283977949
83,total_precipitation_max,-2.386369411378036,2.210255255270848
85,total_precipitation_max,-2.1530284422530297,-0.5645860589698282
86,total_precipitation_max,-2.495812073352687,-2.026786410733036
87,total_precipitation_max,-3.9064698820301906,-3.3529585369072503
89,total_precipitation_max,-4.619426689440902,-0.3433719666569699
90,total_precipitation_max,16.985853604421035,3.0040584544142566
93,total_precipitation_max,-5.6150766746286225,-1.3818717662107676
95,total_precipitation_max,14.69859710366815,8.312953337577044
