,PCA_1
0,-0.6085776015119444
1,0.5162420279706914
2,0.13304039329844092
3,0.8575555464848598
4,0.44925017198936684
5,-1.2440246337552598
6,1.2667442341129331
7,0.9752087236859888
8,1.4474285407479408
9,1.4290036686656755
10,1.0433446576576029
11,-2.08978283272453
12,1.579798409882524
13,1.6186249217449324
14,1.1057733854558682
15,-1.0576197088782757
16,0.2700281232706119
17,0.2606508043943029
18,-0.05567277712574803
19,0.9323326231873945
20,-0.417353463550054
21,1.3396270701441266
22,0.7774075355594297
23,-0.29546298582457875
24,-0.0826754946488254
25,-1.2306382478118116
26,-0.8815671888031764
27,0.86988118048141
28,-0.5495982294742849
29,0.8870052531246515
30,0.7210956812903094
31,0.06025908948039305
32,0.0881230900999212
33,1.022032424026563
34,0.7482785771140624
35,-0.8461497394228572
36,-0.3041835699191726
37,1.652405984607364
38,-0.16014913908982142
39,0.9914845257929801
40,0.27280008395655236
41,-0.3569896235941844
42,1.0887959894780486
43,-0.7466804165771153
44,0.2503486235089828
45,1.4064872024897341
46,-0.7261479663233745
47,0.45351635126573775
48,0.17234386115031602
49,0.8930574062885871
50,0.5165612352040394
51,-1.22370335224162
52,1.1634056721495787
53,1.0333005592162658
54,1.3823253893926086
55,1.3181069209130363
56,1.2137468729739163
57,-2.199612036887009
58,1.4843394097018359
59,1.6260653096208204
60,0.8967138786323898
61,-1.1232817725232864
62,0.4141408006790658
63,0.41217327874764653
64,-0.01220203686955501
65,0.9088789102411982
66,-0.4783661622643589
67,1.3308577460214122
68,0.9909096902388448
69,-0.37760699792502594
70,-0.24688059231475523
71,-1.218566244593913
72,-0.8582865200785978
73,0.6561607229828363
74,-0.22222373120367345
75,0.7861126529706269
76,0.7343498299443484
77,0.04367503808548667
78,0.22416740945753172
79,1.1213413157024603
80,0.9530956468762734
81,-0.7880839290129817
82,-0.1261098796381417
83,1.6369868427135945
84,-0.2044285985479699
85,0.7886034738690706
86,0.5701882216243527
87,-0.24926394544627706
88,1.1068258047984272
89,-0.6321972816733341
90,0.1952204556370788
91,1.2757234143052023
92,-0.615287973346039
93,0.5031508787549577
94,0.27127065155189445
95,1.0537896342693374
96,0.36754327918092966
97,-1.343389228320438
98,1.16430176955183
99,1.1674474418351175
100,1.3201616498268542
101,1.4233106735778096
102,1.3581647177481326
103,-2.1091960886557346
104,1.526973065657741
105,1.6383647472790717
106,0.8193722431902734
107,-1.0431215480545104
108,0.5669082574368877
109,0.6789874930614619
110,-0.02762066510963246
111,0.8054824766285296
112,-0.7195542509500277
113,1.362057870298746
114,1.0688961893551245
115,-0.30359617838589625
116,-0.42399078241459986
117,-1.1595873862099457
118,-0.9570702864632323
119,0.7138019130072107
120,-0.052737759928869976
121,0.8689845694254665
122,0.739072989788825
123,0.13856582313740462
124,0.1516041230954806
125,1.1348596535721558
126,1.108781455622295
127,-0.7507167643625705
128,-0.17179595119589441
129,1.6192492963440428
130,-0.06215177650785075
131,1.0329020780964313
132,0.7174660330837628
133,-0.1506175528879734
134,1.1694884162445127
135,-0.662603753923682
136,0.18175262704711043
137,1.1246705335717384
138,-0.783006747629357
139,0.58221285455731
140,0.4859174549479236
141,1.1968445845804134
142,0.32167817077515026
143,-1.4179152425127817
144,0.9991068612211498
145,1.2100434298535991
146,1.237810464070578
147,1.3890010039935352
148,1.4663194679468727
149,-2.1443482644403806
150,1.6123860840002209
151,1.6599912798970673
152,0.7197085309583738
153,-0.9778795389844035
154,0.4373766103145309
155,0.6907501626114285
156,0.022974109420724087
157,0.7169701289803196
158,-0.7301149708603909
159,1.4259487989406319
160,1.1036863534320778
161,-0.1349296559679508
162,-0.2913848037995308
163,-1.1116035704693608
164,-0.6723706505891618
165,0.714231898220163
166,-0.013193388495381986
167,0.8122009527764332
168,0.7423304102864684
169,0.39284825710622495
170,0.3292589573268893
171,1.1136924415001968
172,1.3552219957458722
173,-0.6835030670588746
174,-0.191189345851003
175,1.5642523955267964
176,-0.032483367540472874
177,1.366043195150782
178,1.060337634464084
179,-0.058464542015152055
180,1.15915438883028
181,-0.543530095973261
182,0.037768020625896126
183,0.8771206726910394
184,-0.6835439881363485
185,0.49497676511616645
186,0.3111047236677486
187,1.3473547616518173
188,0.27799917248311123
189,-1.55289801090664
190,0.8898844532869837
191,1.1690741830781195
192,1.1972889520967458
193,1.4161595868758603
194,1.5310227684391915
195,-2.131825387426049
196,1.5586003785890366
197,1.5622031455856944
198,0.6867780786101231
199,-0.9614506110045229
200,0.29906827669987196
201,0.7775319538981922
202,-0.24340612459586675
203,0.6987334824399066
204,-0.652696801018146
205,1.3685511378389634
206,1.096511239151863
207,0.020641265568929423
208,-0.10269571802623978
209,-1.2960566113162193
210,-0.7764877974045328
211,0.856813830553412
212,0.256308147790436
213,0.8282789982119511
