storm_number,variable,PCA_1
1,surface_pressure_mean,0.5909908819359886
2,surface_pressure_mean,-3.273375652414764
3,surface_pressure_mean,1.1448645762909444
5,surface_pressure_mean,3.4801980439676314
6,surface_pressure_mean,-7.641903324739021
7,surface_pressure_mean,-7.704033686734509
8,surface_pressure_mean,2.5360512782895586
11,surface_pressure_mean,-3.8840655991051714
12,surface_pressure_mean,0.8156612497028038
13,surface_pressure_mean,-6.847309494350734
16,surface_pressure_mean,4.82975617719645
19,surface_pressure_mean,3.3906481804551865
21,surface_pressure_mean,6.842866509464431
26,surface_pressure_mean,1.9511609376514643
27,surface_pressure_mean,0.8939818512289742
29,surface_pressure_mean,-0.8640328298923495
31,surface_pressure_mean,-4.915441314854594
32,surface_pressure_mean,-5.095872424320071
33,surface_pressure_mean,-0.6760343994954864
34,surface_pressure_mean,-0.5996621955911967
38,surface_pressure_mean,-4.4394871137195695
39,surface_pressure_mean,-4.056193401168007
43,surface_pressure_mean,-1.8981210782760174
44,surface_pressure_mean,8.023624963033047
45,surface_pressure_mean,-0.8466878152523135
46,surface_pressure_mean,-1.8895736718710443
47,surface_pressure_mean,-7.707198002664088
48,surface_pressure_mean,-0.0642122879015898
49,surface_pressure_mean,-6.86116296207256
50,surface_pressure_mean,-6.728129446413536
51,surface_pressure_mean,-4.0590882083599995
53,surface_pressure_mean,-1.743219265549344
54,surface_pressure_mean,4.929648760175476
56,surface_pressure_mean,5.044528427455318
58,surface_pressure_mean,1.1617056694991237
60,surface_pressure_mean,5.3159219506657855
61,surface_pressure_mean,5.226335137127969
62,surface_pressure_mean,-0.08488688286481462
63,surface_pressure_mean,-3.9201270298885156
64,surface_pressure_mean,-3.3092248948945087
65,surface_pressure_mean,-1.8601205147941955
66,surface_pressure_mean,-4.620739416759544
67,surface_pressure_mean,2.3883273883258656
68,surface_pressure_mean,-3.8900288705065558
69,surface_pressure_mean,0.9230839931827357
71,surface_pressure_mean,-5.27650461244196
72,surface_pressure_mean,0.874495705251694
73,surface_pressure_mean,-5.593404063103688
76,surface_pressure_mean,0.7538779954586051
77,surface_pressure_mean,-1.8793145333799317
78,surface_pressure_mean,4.795120126045551
79,surface_pressure_mean,-1.582206094828948
80,surface_pressure_mean,-1.021936122564785
81,surface_pressure_mean,-2.71542264743636
82,surface_pressure_mean,-1.9526445569329907
83,surface_pressure_mean,3.3746709854785624
85,surface_pressure_mean,1.5531736284433535
86,surface_pressure_mean,10.487190861631014
87,surface_pressure_mean,10.549616550563156
89,surface_pressure_mean,12.074287036228645
90,surface_pressure_mean,-5.052296813612955
93,surface_pressure_mean,25.138244286297212
95,surface_pressure_mean,-4.536371922290841
