storm_number,variable,PCA_1,PCA_2
1,mean_total_precipitation_rate_max,-0.14541914770647585,1.9788632398924568
2,mean_total_precipitation_rate_max,-1.2799947181576046,-0.9189135099888185
3,mean_total_precipitation_rate_max,-3.0459932928845057,3.040815352823284
5,mean_total_precipitation_rate_max,-1.8031993021337933,-5.2670491265587005
6,mean_total_precipitation_rate_max,-6.288068516270763,-0.5203736370732881
7,mean_total_precipitation_rate_max,1.8780020943924411,2.439471912117299
8,mean_total_precipitation_rate_max,-0.05127466778234397,-0.7175660838022361
11,mean_total_precipitation_rate_max,3.518460129332995,-1.6995679186509116
12,mean_total_precipitation_rate_max,3.964964268400239,-0.46162990773584667
13,mean_total_precipitation_rate_max,2.3050286589716587,-3.9499968318148992
16,mean_total_precipitation_rate_max,0.9889393175819857,-2.396771638677907
19,mean_total_precipitation_rate_max,-1.6215995975831867,-0.9569259730682439
21,mean_total_precipitation_rate_max,-4.377299579902645,-1.058211115473526
26,mean_total_precipitation_rate_max,-1.3744893387081483,-2.452656072647166
27,mean_total_precipitation_rate_max,7.990223815850502,-2.170886782531558
29,mean_total_precipitation_rate_max,3.6952941580144665,-1.3406172391617706
31,mean_total_precipitation_rate_max,0.6673445747521618,2.767628826541017
32,mean_total_precipitation_rate_max,0.0040376528153128,3.7320615965124837
33,mean_total_precipitation_rate_max,-1.4068753640772529,-0.2089810648310637
34,mean_total_precipitation_rate_max,2.4543831124608797,-2.5175888398191972
38,mean_total_precipitation_rate_max,3.2200434891887624,-2.010511032837183
39,mean_total_precipitation_rate_max,3.426541963096586,3.5814719986465864
43,mean_total_precipitation_rate_max,-6.442319211526368,2.1601032120881305
44,mean_total_precipitation_rate_max,-1.6647602713537404,0.12397935571997086
45,mean_total_precipitation_rate_max,-3.2825787877731583,4.454206004013057
46,mean_total_precipitation_rate_max,3.148411972132193,-2.289170675974601
47,mean_total_precipitation_rate_max,-3.0984729753367275,1.5785969257401906
48,mean_total_precipitation_rate_max,6.747026291573291,0.26947158941590227
49,mean_total_precipitation_rate_max,-0.26257659439697384,2.4279857902622815
50,mean_total_precipitation_rate_max,0.5007733223755297,0.3537099477813074
51,mean_total_precipitation_rate_max,4.225451762509905,0.33072413946400536
53,mean_total_precipitation_rate_max,-6.359550071545131,1.5610204947085482
54,mean_total_precipitation_rate_max,-3.9156892128689313,0.9370772557358361
56,mean_total_precipitation_rate_max,-1.3810416926152747,-3.858357734977432
58,mean_total_precipitation_rate_max,-4.529637039645004,-0.49691729597909756
60,mean_total_precipitation_rate_max,-5.734434093831658,0.7835780604612239
61,mean_total_precipitation_rate_max,-4.847722768692713,-0.24958899008265192
62,mean_total_precipitation_rate_max,-1.317890221814444,0.6009260795122722
63,mean_total_precipitation_rate_max,0.6781468003740566,0.6007232418869037
64,mean_total_precipitation_rate_max,3.72522961239229,0.8472800969588805
65,mean_total_precipitation_rate_max,15.388103538545767,-3.082789415466425
66,mean_total_precipitation_rate_max,-2.2173642246850562,-1.4932697005489879
67,mean_total_precipitation_rate_max,3.9452268664091714,-4.655856308167341
68,mean_total_precipitation_rate_max,-5.302229719132719,2.0200014419985712
69,mean_total_precipitation_rate_max,-0.6616701730373175,0.48667416400265384
71,mean_total_precipitation_rate_max,-2.2111527364563086,-0.03577357081884921
72,mean_total_precipitation_rate_max,-4.194386217062668,0.3220841671100108
73,mean_total_precipitation_rate_max,-4.873989241439446,0.34419025971484885
76,mean_total_precipitation_rate_max,-1.8980953367724573,4.136329570687969
77,mean_total_precipitation_rate_max,7.605283804793684,-5.16300833197948
78,mean_total_precipitation_rate_max,-3.6944186703591373,1.275811294554554
79,mean_total_precipitation_rate_max,-1.0865510433011654,2.945493318823686
80,mean_total_precipitation_rate_max,-0.44657656856816935,-1.6304746717602085
81,mean_total_precipitation_rate_max,0.12536242065558706,0.5238974781468905
82,mean_total_precipitation_rate_max,0.10726943923662077,-0.8782045705115027
83,mean_total_precipitation_rate_max,-2.386534749427087,2.2102533258736825
85,mean_total_precipitation_rate_max,-2.1530814336540085,-0.5646205613220192
86,mean_total_precipitation_rate_max,-2.495629821093944,-2.0265704564980127
87,mean_total_precipitation_rate_max,-3.906621043493817,-3.3531466254886233
89,mean_total_precipitation_rate_max,-4.619667772074343,-0.34331550038509673
90,mean_total_precipitation_rate_max,16.98558095501325,3.004185691044536
93,mean_total_precipitation_rate_max,-5.615079127753498,-1.3823839788196246
95,mean_total_precipitation_rate_max,14.698804324048668,8.313079331213233
