storm_number,variable,PCA_1
1,geopotential_1000_min,4.252015971299502
2,geopotential_1000_min,-2.129803967744627
3,geopotential_1000_min,1.3962235580106825
5,geopotential_1000_min,1.2580615128504016
6,geopotential_1000_min,-4.119163710076787
7,geopotential_1000_min,-6.273344379001054
8,geopotential_1000_min,2.83649873866539
11,geopotential_1000_min,-3.6923130718101844
12,geopotential_1000_min,-2.544642402160389
13,geopotential_1000_min,-6.169803193389659
16,geopotential_1000_min,1.868628427814318
19,geopotential_1000_min,0.0941920827435831
21,geopotential_1000_min,13.016489461510078
26,geopotential_1000_min,-3.7226985426422297
27,geopotential_1000_min,-7.113786525183812
29,geopotential_1000_min,-1.7016177496622384
31,geopotential_1000_min,-5.605428869982243
32,geopotential_1000_min,1.4222477459044582
33,geopotential_1000_min,-1.3919196048614182
34,geopotential_1000_min,-2.520071385306431
38,geopotential_1000_min,-7.2243671584348625
39,geopotential_1000_min,-3.717443118124227
43,geopotential_1000_min,1.9270996842353059
44,geopotential_1000_min,5.138060379169784
45,geopotential_1000_min,1.99679678187647
46,geopotential_1000_min,-2.9679201122080237
47,geopotential_1000_min,-6.646326367707731
48,geopotential_1000_min,-0.6011461561671154
49,geopotential_1000_min,-4.583209487158465
50,geopotential_1000_min,-5.3549300517550655
51,geopotential_1000_min,-4.334172205137364
53,geopotential_1000_min,2.601499899752609
54,geopotential_1000_min,4.413402939415848
56,geopotential_1000_min,3.6709206755559847
58,geopotential_1000_min,6.302327885680574
60,geopotential_1000_min,5.805650271067881
61,geopotential_1000_min,5.606187119727354
62,geopotential_1000_min,0.5689280036409046
63,geopotential_1000_min,-2.791014822502677
64,geopotential_1000_min,-5.052027479405201
65,geopotential_1000_min,-7.5815416916916005
66,geopotential_1000_min,1.7952978825450576
67,geopotential_1000_min,-0.5735739156547118
68,geopotential_1000_min,-0.2647361058473696
69,geopotential_1000_min,0.015173984240505133
71,geopotential_1000_min,-9.627564905775717
72,geopotential_1000_min,-0.32725455639693285
73,geopotential_1000_min,-0.38464245222903476
76,geopotential_1000_min,6.084562370301311
77,geopotential_1000_min,-5.283513094713332
78,geopotential_1000_min,3.128473127363433
79,geopotential_1000_min,2.146944489705259
80,geopotential_1000_min,-0.8603754422734989
81,geopotential_1000_min,-1.9823268385412134
82,geopotential_1000_min,-0.026031718675424517
83,geopotential_1000_min,5.99618315888594
85,geopotential_1000_min,3.2121360827905496
86,geopotential_1000_min,9.210206319274391
87,geopotential_1000_min,9.677972919299519
89,geopotential_1000_min,11.261954521277993
90,geopotential_1000_min,-12.203206299827444
93,geopotential_1000_min,19.71211076690113
95,geopotential_1000_min,-7.044329379458157
