storm_number,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21,PCA_22,PCA_23,PCA_24
21,convective_rain_rate_max,-7.664423669616307,-0.7153565782969129,1.2536356064822614,0.10180922114165827,-0.10608076336213774,0.14037202517811226,0.24692668615273125,-0.05768883551565034,0.3039558941430865,-0.0273551265846174,-0.0923479516130234,-0.07300850944378472,-0.2227105035491745,-0.037971964297329006,-0.045559057036384326,0.01900261912899292,0.0290344437559795,-0.07120889360068036,0.11320303071523133,-0.45570965860525653,0.06760052854855567,-0.19324412110929315,-0.3692785662275224,0.07479196201451146
26,convective_rain_rate_max,4.019580787660057,-1.8906887573792766,-3.1479537603543184,0.6933824011668748,0.3612802583208061,-1.3302755902417907,1.702348850840247,-0.34615197298388667,1.5796767047839795,1.5681852955919693,0.05178563573936882,-0.10014195371316607,-0.5475058157952789,0.04326028829644769,-0.5467156802939726,-1.228779859046337,-0.532721932222168,-0.21560186053358266,0.11834043381375348,0.11975298926759803,-0.46020403117236636,-0.33056917025080534,0.07753388286836731,-0.5086612462989158
27,convective_rain_rate_max,4.264891068309461,-0.7974732169948293,0.688155495233198,1.600544627177469,2.013191471735273,0.05300661493554681,0.07132933311179011,-0.934950546769851,-0.38044243403078215,0.17600535450008745,0.21404387326618746,-0.16531892898119308,0.44670640574849146,0.2300107026273666,0.9471973046060341,1.3710782444984295,-0.17690891954227253,-0.17292792193694692,0.38021674744170064,-0.08790771305935961,-0.21111525815193305,-0.006315113189072273,-0.31064642503653855,-0.410909395264284
29,convective_rain_rate_max,1.1518373562807585,0.4229552480796547,1.6742107398381627,-0.08851520896255878,1.2455254121006962,1.415517934018756,0.18530725114196378,0.04176995615183902,-0.5301428596575107,1.38736992766949,0.3244076769246721,0.7336348404725528,-0.03283327939638819,-0.07875280892758502,0.06982168301990144,-0.8423482465530612,-0.22428800276731842,-0.12757844330198517,-0.5146948789075724,0.26088816210326454,0.7223043885718747,0.20191002895825208,-0.43690549430022485,-0.4934024768104975
31,convective_rain_rate_max,1.572579081566447,3.9400788794134964,-1.8249585109043922,-0.6167416225710409,-0.8474233495672625,1.2590608711711184,0.18501489235666743,-0.26149925268676577,-0.21233468732604033,-0.4868221173674346,0.6817936512879798,0.18645388548307434,0.1797795054326536,-0.40177802957600683,-0.5741569304905301,0.42504276078206193,0.3537710015969191,0.4892882920366375,0.12458394768670308,-0.5200746850396276,-0.05963002659011187,-0.08560259175565277,0.38544378305931204,-0.6330636749519605
32,convective_rain_rate_max,-0.31904692121268813,3.3861991192594245,-0.34949764041382103,-1.9833854900242696,-0.8488131613160954,-1.0322300811336804,0.30595450821915177,-1.569911972564616,0.11934673749702647,0.3375023921472426,0.28769555174275707,0.19117259870104172,0.38451306675368097,-0.24817002239115973,0.1738682669901827,-0.21238988542137577,0.2459551335812795,0.3457666170180753,-0.7562299557091161,0.07488541022414703,-0.07122738260079929,0.026593730120986238,-0.1845869619517244,0.20106715631530012
33,convective_rain_rate_max,1.6441746265080852,1.0262076308119443,-1.1376033804577719,0.5004911228063254,0.0969774888917212,-0.29275736255642576,-1.6567556480255854,-1.3864553777523534,0.49093269399804057,-0.6115633397964718,-0.7449563967731355,-0.3506930091274759,0.22163864191771923,-0.3624460365303822,0.10112062923476549,0.17766069533561185,-1.162455099607741,-0.5971949228086605,-0.39922602302298144,-0.45368463952142934,0.2735766029117041,-0.06528364401688627,0.41099597487648304,0.39649514663979496
34,convective_rain_rate_max,2.008680182610098,-0.5072402409272012,2.7053307801157893,1.185281791871267,-0.3552607956958661,0.5582846963574288,-0.9523634375494371,1.1429709781163273,-0.4924302473335223,-0.8907264884356325,1.7701567188695415,-0.909643356067034,-0.7165157928681385,0.5309630016686491,-0.5484013320760389,-0.4744096435926765,-0.358972017422991,-0.04874669320550166,-0.6328451896459207,-0.4752722862466542,0.3322133044100988,-0.21192048122909204,0.3102268014671516,-0.48191181748586903
38,convective_rain_rate_max,5.287112029178283,1.8613091058452362,0.08470187837097021,0.4589788536355126,0.2553099166370051,0.2272786885859249,0.3423304287074342,0.2022705457731862,-0.1346163882265072,-0.23806455586592748,-0.1417131733004108,0.273322124636735,-0.4197292316992059,0.2708420233192053,-0.4620831020916981,0.11311700434232641,0.829987936309249,0.07902692909259133,-0.2732525284605072,-0.1201217701149609,0.15801583657627646,-0.02130774153183262,-0.5801309982725134,-0.055954761805373364
39,convective_rain_rate_max,1.802168983681715,2.0751179737776098,0.6806674191483743,0.3242261556554981,0.21548441321790543,-1.500562459999595,0.571984825563482,0.003909056091768469,0.11091906118915369,-0.7343025661995718,-0.128614547775913,0.573099294907762,-0.5143766071053247,-0.6769288261868857,-0.3149634661802718,0.5220836419584816,-0.4795167063626938,-0.28299289394384386,-0.12342283645272174,0.06683288926747147,0.0624035790425291,-0.5175639013514244,0.2135020711820807,-0.5175309014343059
43,convective_rain_rate_max,-9.363841026166257,-1.1432654487431588,0.12278976064490017,0.06837614385344958,-0.06774666126863213,0.07366953306914494,0.3956641780653142,-0.07260670283017136,-0.09353867622404789,-0.019202470567942748,-0.24776845075116458,-0.1668643978594825,0.07828332737855297,0.049051945562375195,-0.25185634293838344,-0.004721688778440702,0.09239246190624144,-0.11001642292425341,0.08050867177628372,-0.1555149784356156,0.1580742407172246,-0.2345640279260737,0.05674103835790877,0.06393706166855423
44,convective_rain_rate_max,2.520383261763503,0.022794207826201396,-0.6983844756049201,0.7690390002624884,-1.4537119794710809,0.10712177599217414,-0.6634496323764713,-0.24810332223407147,-0.12629231028525462,0.5086743629939804,0.11720865794596684,-0.2494764092003072,-0.4001677540927378,0.21383779421667728,-0.15911730301440283,0.8029892553819695,-1.0721695563391351,0.5070326087992068,-0.09913076801606345,0.6920417374318966,0.32640680360826857,0.2803407751301105,-0.6630412888311629,0.3011541619638698
45,convective_rain_rate_max,-5.898544626369265,3.0651246419452107,0.5048045285832177,0.658532937701713,-0.06318696448732816,-0.6508231585126097,-0.12700489731496512,0.418139674132452,-0.19349808920372805,0.43333035806149395,0.21895616856376623,-0.09747288241052315,1.614979907623542,0.5028658369767498,-1.0973372691084062,0.5821324545745655,0.0411597385618545,-0.24326483768927082,-0.5618737991355038,0.31890934408766636,-0.5176168326147096,0.4750078865093812,-0.3427032741851993,-0.013433528836483083
46,convective_rain_rate_max,5.797750567373497,-1.0272372775144076,1.7781554668235773,0.837152739699563,0.38035801479557046,-0.05485202717329392,0.18271162248291067,0.5689671544411742,1.4093341822849497,-0.34753538549919033,-0.5765693542892342,0.6492542499906099,0.46720353831064987,-0.794752977020542,0.297619972260514,-0.5644019884653695,-0.4355423710829886,0.055044641146824703,0.014243224435804643,-0.47511314067115035,0.7332898364181026,-0.7761530857005466,-0.004006229122443638,0.40368941321775237
47,convective_rain_rate_max,-1.3308396148901191,0.330839085775692,4.512010898730045,1.7278759818066727,1.1836666000399987,2.086396141074296,1.2539890709796073,-0.21660606684244976,0.9950327880748254,1.4720869544505135,-0.3966758727888152,-0.1710465935176036,-0.005268364814307309,0.5957719936140655,-0.5749170762354607,-0.18657080859892666,-0.5462411687846254,0.5127791638761455,0.37625395371922643,-0.549642538982584,-0.2460314044437947,0.35883567215123774,-0.043094837455374235,0.5996162557898985
48,convective_rain_rate_max,4.842316367336962,-0.8408214316035157,0.815431362998582,-0.2961775353393156,-0.19125838295971306,-0.11876507913329303,-1.2755541436092441,-0.5114774145046099,-0.01824938009472922,-0.4936902552138632,-0.6394364563945368,0.7138016340904648,-0.14912550460145466,0.0059377509245046615,-0.2942528721522476,-0.60172189240806,-0.9282892922407668,-0.25612455833129705,-0.34934572786453705,0.610959770042636,-0.6850386285131862,0.028513220592180952,0.05550638130078809,-0.18986231485876215
49,convective_rain_rate_max,3.056105577748316,0.3871694639430165,0.12544792570840305,-0.11871698419037992,-0.2559823319297903,0.17972086092366757,-1.6311669793041554,0.6695947757505982,0.5346368761511348,0.34595769348772876,-0.5788728252037914,-0.9474701518054263,0.3154516219953576,-0.04506280504473853,0.8892229119429439,-0.4392672605505199,-0.3377421512585237,0.09689660188477886,0.13031544832701758,0.23822886819625566,-0.68117430316271,-0.3662802334419162,-0.686341061526542,-0.4099541570951866
50,convective_rain_rate_max,2.2064230833223384,2.4870954992465575,0.2528504419384259,-1.026947500395693,0.4502485554996123,0.04537543723156067,-0.9177529262257418,0.5452661365859122,-0.31575280276790324,-1.04102560711558,0.5662738600743858,0.120499306943984,1.070033053280547,-0.5628743521121073,-0.7757447981006572,0.010880463190310727,-0.5632733038317098,0.36873884984084615,-0.41405776422670115,-0.7503395786423162,-0.13792880753916215,0.022805495814427187,-0.15505294789793495,0.5064832006204489
51,convective_rain_rate_max,1.7169680465903887,-0.34445541894647735,-0.15123903753166135,0.9536943514288282,0.6688377695222407,0.1496784565691922,2.1181017646222258,1.4529295845647985,0.739859685154303,-1.0858043644507533,0.3447458589878413,-0.031537061712899536,-0.18716785823158386,0.2223083363124596,-0.40605902571246083,0.08083971809374421,0.06451471935950001,0.017828585209690384,-0.09632579696998664,1.190551639080656,0.15246509342391923,0.34196296577725394,0.3220613427573391,-0.22730603080503425
53,convective_rain_rate_max,-8.125747832733607,-0.5530217915587637,0.9403213484187728,-0.367562484595841,-0.18053300240173442,0.3209726263188983,0.5128960275391823,0.08869392943579185,0.35986400206215335,0.012056568445663923,-0.21729748143593952,0.037467539393360956,-0.18861091659401813,0.13926151999259176,0.08384684719436876,-0.07038639486059795,-0.0391357663089459,-0.3041672068244115,0.0392074759569147,-0.3537913186925636,-0.06631074589733532,-0.24763687246888547,-0.0773968794147244,0.04550203982011731
54,convective_rain_rate_max,-1.3580488288102979,-0.34358146294832914,-2.696321392157712,-1.1592149073484972,2.355873870594382,-0.13046363462140176,0.4235207959358061,0.6685142457898402,0.5447433978264188,-0.25001783148114587,1.305804521204837,-0.9177853409064376,-0.22416519916906874,0.46184172978818433,0.8943298540075351,0.18253706224842112,-0.007187057523427759,-0.525827397862502,-0.5466653954154576,-0.11072714002136426,0.7254171493945689,0.23793890488906183,0.04917551948088324,0.6413119148546019
56,convective_rain_rate_max,-0.19069636269956708,-2.237271110426292,-1.9212679571351785,0.7742239870980089,-0.4540364718703627,1.1835518729272296,-0.8331098671529522,0.4850308166515991,0.7379285830109293,0.02922061504223265,-0.17462227418082638,-0.560376005279895,0.6674413290796891,-0.9096264404189237,0.06752152549172147,-0.20624249305053907,-0.08532894013656078,-0.12045658906784706,0.3170993649215462,0.3711382828982149,0.32363898468272595,0.040851869655123114,0.18484829702211159,0.14041498185953735
58,convective_rain_rate_max,-6.424309502741431,-0.01077080402905054,-1.430446231017423,-0.31602501764455815,0.5303055181468265,-0.12214878824083836,-0.5123791127013864,1.9468746909913945,-0.5184578863945425,1.314084890215098,-1.2355010283216055,0.3615559853927804,-0.08629167359593382,0.0663358692146823,0.05255354224064669,0.38315011367755486,0.07108733868499638,-0.05464908925902552,0.07879403596568002,0.21313089826182605,0.44530420167660695,0.3966345324329047,0.08494839262981257,-0.18297299925405194
60,convective_rain_rate_max,-6.0749295131561665,1.4955946181202566,-0.047133838261816316,-0.709659941903947,-0.7645140665195522,-0.3679509030806963,0.8555145461744089,-0.36795307111612136,-0.35738906171525553,-0.930002760488733,-0.13496915578195728,-0.2914748819635543,-1.0389247090396099,-0.10484924601842784,-0.6441407632784293,-0.27754693683106807,-0.18893204738796515,-0.49546225738061817,0.4972012402935208,-0.2656234125964483,0.15610281243703025,0.1725836599636909,-0.17127742451789438,0.09527864259529371
61,convective_rain_rate_max,-0.8377083306631611,0.3590623326603958,-1.8087468180016906,0.15144804495343692,1.9863997049286668,1.4369826912240606,-0.537872201185878,-1.5510765921648435,0.5961766479228746,-0.3611106468283689,0.22451724913956667,1.57706810211257,0.699931011788453,-0.7271055432347525,-0.16085548419413895,0.03599037159673359,0.537253497247783,-0.6224121930365044,0.29307991316664206,0.11781822772094581,0.1997809737551856,-0.02113187207442423,-0.46202837897862536,-0.003334829071399059
62,convective_rain_rate_max,2.690810627717043,0.4104960310452538,-0.2737561797693794,0.8909855956961343,0.27394374310957953,-1.8475260409348915,-0.019370041289660953,-0.5591373382221307,-1.6650102000319993,1.883580239773955,0.8282718809976127,-0.5395033015052262,0.12006189597781057,0.18087954084011695,0.4238338614709389,-0.3814692704425833,0.004383269813139091,0.3836116181517333,-0.5309480703870197,-0.5566272345369894,0.21841633239643296,-0.1201997456594917,0.011631823244296634,-0.0062359396308374875
63,convective_rain_rate_max,1.9230332998213047,2.4578913924880954,-1.7302047661074953,-0.6277319107062306,0.547030798553941,0.9718937779474891,0.5343913180502916,-0.032509267326230024,0.2511648925677543,0.7916000600986405,-0.5241712291820305,-0.2527479376007791,-0.03412520336478509,0.8395083070540672,0.6591792854618327,-0.07932206950066524,0.7359492919238712,0.04042682260594271,-0.687195525690643,-0.02329782013328065,-0.4923326027759307,0.10053927771220944,0.31306970382239696,0.8326773943804042
64,convective_rain_rate_max,2.0186766364888675,0.5341799065880893,1.0801003292662414,-0.19074444195101603,-0.5170074096003843,0.0049211346947701145,-0.7680216090029155,0.14960430795688623,-0.04716220722013493,0.031380962816004096,0.5009443842394578,-1.4596376146680892,-0.9627568875130423,0.09834123245507599,0.36493164093421077,-0.17884603210257444,0.06858246334125384,-0.21517354784612483,0.5379550789055324,0.13488504716144276,-0.3203753203467835,-0.48346474464878353,-0.6781574189593073,0.5475636741519339
65,convective_rain_rate_max,16.23085028364886,-1.259950738830706,-0.6396842998194583,0.6801634101963474,-2.0239663764627385,1.8192746015086423,1.570617092564961,-0.2679645018161281,-1.7326433232944978,0.23601339296007814,-1.1769303500584192,-0.26195781889129965,-0.007671778864276789,0.2798931896246061,-0.03594988380339139,0.6697435170854829,0.40338324688543864,-0.3871467819008366,-0.21540055422513152,-0.37987035588073054,0.494975774991327,-0.07154617875587514,-0.0740100985460375,-0.0009268603974136005
66,convective_rain_rate_max,-0.3504084322897526,-3.499240670246108,1.6846596563195693,-1.6910328869827262,-0.19765018198804377,-0.41107005090939935,0.15107683742310463,-0.9271369476885833,0.8852571850751835,-1.1370329664051877,-1.505777065888081,-0.07983256565233465,-0.9234937591036946,1.0548740982726803,0.20899877474862885,0.02600903972252279,0.056740124086497125,-0.7231639925104414,-0.4026358556465821,-0.4035449004393289,0.012383403820390071,0.9114025219728754,-0.09384160587534314,-0.36319463891219933
67,convective_rain_rate_max,3.3772954434768,-1.6579760667501577,1.6213637493870587,-0.0808058124235157,1.1989996725759442,-0.8578959315194267,-0.708296041376274,0.6738870523976063,0.1936691525744155,0.09300481081021279,0.5446690404158104,0.4311509683987283,-0.0664431620196538,0.18019193776925396,0.30697861810921406,0.9595669346305101,0.10607172954544959,0.059890232738586825,-0.2032823032353282,0.5389220174091504,0.19133816295361955,-0.1113153370305001,0.2358830223752306,-0.20879490967471592
68,convective_rain_rate_max,-5.800680503580842,4.286777775334393,0.6305678251126438,0.8615066092425405,0.029078348443567853,0.4057097521944238,0.15433789605809262,-0.8143393982078974,-0.5131198336592776,-0.6033755191019623,-0.6451337984838355,0.5908259988351097,-0.9663213232239232,-0.34141069450142175,0.3484632733433562,-0.018650615890756856,0.08477869481362843,1.0255956186341506,0.15220273811052523,-0.3848493977765751,-0.0678012249100316,0.4058028002543294,-0.0745288416227078,-0.06360594419106366
69,convective_rain_rate_max,2.8998622372439242,0.6434220628205243,-0.5733654369661496,1.5186833379340547,0.48726285415030635,-0.33965057523001396,-0.9184717050062501,-1.056021810627189,1.8557144608850347,-0.7413698230329052,0.37989988215143855,-0.7741900482344123,-0.7065932639546728,-0.129996704457339,-0.14009419414088273,0.8319941175259251,0.7729341717847549,0.7044971816144074,-0.22503027969663297,0.1341734499487129,-0.32366646718783076,0.34396451107210824,-0.20121717895496455,0.052737297600506154
71,convective_rain_rate_max,-2.7668547777514,0.4127387791103816,1.8576743101821345,-0.5105599143428212,-2.038416999803969,-1.3452665321002055,1.8373465859820592,-1.3499061745724759,0.8893216381441312,0.05455849305024475,0.7712814681116151,-0.4488086810996627,1.4562936868548988,-0.19345646842311245,0.8384140201615384,-0.031434006329517636,-0.30074337719699495,-0.23814225401021388,0.6319358346776822,0.5456080986424438,0.5601805766102741,0.18607303526252528,-0.36107264324361393,-0.1379022096567741
72,convective_rain_rate_max,-6.73975804305149,-2.829680500128929,1.3710538803490337,1.7982848563654052,-1.2732430442520815,-0.3953025751022509,-0.15926164192694703,0.5343895970217617,0.09470424184345799,0.2818096421849022,-0.14195242770888516,0.6106595135890508,-0.38870517816579725,-0.753500877953791,0.6934438436236682,-0.3850467325664612,0.1161406601973034,0.20437489283363167,-0.42156072749476864,-0.20838054049394278,-0.09374405140983341,0.42379583856515873,0.7144067406899453,0.15350895469116263
73,convective_rain_rate_max,-2.371846214004888,-3.4698245752955805,-0.2865380269631348,-2.1743955662730166,-0.9277768859537822,2.4872098902115662,0.33140563562763997,-1.6519263774595412,-0.07787336066526575,1.03251499961958,1.8512954537281165,0.07635282566132438,-0.8420549727605657,-0.5973980984753126,-0.6280126622298117,0.2848619093674498,-0.13481322406192406,-0.6496481026528099,-0.23107003561218034,0.2485736444090452,-0.4979436223756968,-0.29128888038423784,0.24020782043759734,-0.039809866895057694
76,convective_rain_rate_max,-2.741199065794718,5.3540491492807085,-0.6797037139068751,-1.5067580189302816,-0.3480579417580819,1.1910085790709664,-0.7907884658224801,1.6143778345645488,-0.05393215770248638,0.6937732703200115,-0.3085504050438844,0.24250669107524536,0.286438322416814,-0.29349542579094245,0.1439929832662081,-0.2617881680807516,-0.5363659703589082,-0.03305623520331664,0.3317148437598059,0.3337755595045483,0.29695059253945943,0.2578087382157567,0.1430295511869891,-0.0551049284418061
77,convective_rain_rate_max,5.095116433277426,0.5544457605045492,0.08645650788540293,-0.14933942895491154,0.5957836456189699,-0.95662312031669,0.902271376699993,1.4775463350395066,-0.05455157724650214,-0.05984641291112301,1.0802766102940236,1.4792305439368405,-0.9939178688734365,-0.8076013579461065,1.0141289704465501,0.13849913106373882,0.15850977972806993,-0.02378007391142756,0.6804203670739286,-0.357950882503653,-0.7045444211346444,0.15105173187640336,-0.09504301796642117,0.40104719380854637
78,convective_rain_rate_max,-1.207478169595126,-0.6642415364100989,1.1779704131423852,-0.3774508830796233,1.3400438992720736,0.5866286561525691,-0.6379687734900494,-0.7146051916140039,-1.4193734366741433,-0.8106246373529368,-0.11460079692032182,0.45755227721568764,0.7942374249079517,1.6195924935647281,0.7986393589822908,-0.21439446226329034,0.1873460489664134,-0.8730511219876628,0.622310465028283,0.12266033060669983,-0.39643795729924836,-0.43157679300974366,0.4310783222952151,-0.14986797478987604
79,convective_rain_rate_max,0.07502671514872895,1.2286372038576776,-1.249814732946558,-0.11673688726972133,-0.9504095685321037,1.1193133219644593,-0.8774375234876902,0.1538763147196414,0.33701304945866756,0.22857039842533358,0.2531389025253065,0.013368576086633489,-0.24336532573729197,0.11670975329451862,0.6354051160993658,-0.2736371865260652,0.3687444560922689,0.06537714303262598,0.5809227686984013,0.1660887223069335,-0.3022443550326579,0.5631326198218972,0.49418361654701426,-0.18750326192505254
80,convective_rain_rate_max,-2.8863334966109906,-3.6699642305497995,-0.675176910694945,0.4875791755507289,-0.5516182349812003,0.38906583716907955,-0.10127364851130756,0.04882642561363961,-0.48588881261710465,-0.6421460463143011,-0.5983735305520049,-0.548309669966089,0.47705496011628407,-0.3286513151677725,1.2326575450888224,-0.8278605401928449,0.49051788819706543,0.5438331469038915,-0.7757326581627597,0.39542837129543745,-0.3271892104596397,-0.03810757549920417,-0.3054881503522417,-0.12471005420669595
81,convective_rain_rate_max,2.0732760494421676,2.554768469059307,-0.027429013026125475,0.4466043615146575,-0.8314964102055686,-0.2471034580399286,0.36854959868044124,0.1372493594593439,-0.4566719712708699,0.0905006816894868,-0.6246239174275362,-0.793559196172164,-0.14420134027744816,-0.6476663575800399,0.23786166481735188,-0.092704612721576,0.3593724907278459,-0.3306915994100217,0.41246287970886386,-0.01714120267969506,0.36864110831808145,0.0037534229015479454,-0.22573110250408165,-0.32757370298374017
82,convective_rain_rate_max,2.2547735089559233,-0.47645870240980065,-3.336694419517434,-1.5092038823110105,1.7317225607563749,-0.9147184515796444,-0.07001315274636932,-0.1259141159131446,-0.7372955700093335,-0.21963802766721338,-0.22649047775056294,-0.7651313079869467,-0.2305398829206484,0.8996236176370875,-0.8111270971709098,-0.5973750289586812,-0.7327551369371604,0.6164565126736982,1.2416577888836782,-0.20962153840520617,0.08476367881187309,0.17055525313033998,-0.0537087255448169,-0.0419164074923418
83,convective_rain_rate_max,-5.9090787952168,3.107366680178776,-0.012602102606759744,0.18234192168818084,0.0908289278662113,-0.18258907717650638,0.005035133387923012,0.4504479234401176,0.1336440266812674,0.17403466307261065,-0.5861468097459583,0.25030358756570287,-0.1972941003807766,0.03534630308593739,-0.5170383494281718,0.23035840303348185,0.44196975451089443,-0.4955209375482801,-0.5252785473639532,0.16755967103873,-0.23405433601347245,-0.854018663725107,-0.5565510995164888,-0.37771009889228774
85,convective_rain_rate_max,-1.7441071798385972,1.0848940912427978,-1.99020891870334,3.485566482718823,-1.7579143700599553,-0.47357848846702577,0.5015864158231876,0.22955655142295855,-0.09883414567054306,-0.6448583842447507,0.6917033270243481,1.27875220339577,0.41775593652936177,1.8691943211920532,-0.08711731704404697,-0.16720438592544087,-0.300995262775725,-0.1911330613945705,-0.12548649337200943,0.3281162009436067,-0.034788882659447996,-0.3767984868740277,0.16423569918118608,0.461462867997536
