storm_number,variable,PCA_1
1,relative_humidity_300_mean,5.092344549207116
2,relative_humidity_300_mean,7.505632423211153
3,relative_humidity_300_mean,-1.6281073182416252
5,relative_humidity_300_mean,-3.216263926466244
6,relative_humidity_300_mean,-3.2249815909318267
7,relative_humidity_300_mean,-3.2301373994735747
8,relative_humidity_300_mean,-3.742271990828475
11,relative_humidity_300_mean,-3.2233121818475237
12,relative_humidity_300_mean,-3.0229478316368525
13,relative_humidity_300_mean,-3.336508325363584
16,relative_humidity_300_mean,-1.4995940703404802
19,relative_humidity_300_mean,4.441721834368534
21,relative_humidity_300_mean,11.933751098319716
26,relative_humidity_300_mean,-3.029113769594149
27,relative_humidity_300_mean,-3.3960194173805816
29,relative_humidity_300_mean,0.6750052519203538
31,relative_humidity_300_mean,-3.256689762833044
32,relative_humidity_300_mean,-2.7798811586566337
33,relative_humidity_300_mean,-1.812804061292974
34,relative_humidity_300_mean,-2.6433908781513353
38,relative_humidity_300_mean,0.07992553114390695
39,relative_humidity_300_mean,-1.8146913496433072
43,relative_humidity_300_mean,6.124246286127172
44,relative_humidity_300_mean,-3.268214295016457
45,relative_humidity_300_mean,-3.1366631882260037
46,relative_humidity_300_mean,-3.6274332029409213
47,relative_humidity_300_mean,-0.38459644324466585
48,relative_humidity_300_mean,-1.608228256731233
49,relative_humidity_300_mean,-3.26243515366367
50,relative_humidity_300_mean,-3.229678789073985
51,relative_humidity_300_mean,2.2948786884446193
53,relative_humidity_300_mean,-3.201401996829146
54,relative_humidity_300_mean,-2.604895298541171
56,relative_humidity_300_mean,-2.752566709030667
58,relative_humidity_300_mean,2.8715868398220947
60,relative_humidity_300_mean,-3.074542017959492
61,relative_humidity_300_mean,-3.0271353845167686
62,relative_humidity_300_mean,2.0811129356006695
63,relative_humidity_300_mean,-3.3246761777768694
64,relative_humidity_300_mean,-3.1790251939231173
65,relative_humidity_300_mean,-2.7393021819730214
66,relative_humidity_300_mean,9.61828499232947
67,relative_humidity_300_mean,-3.2942516768382966
68,relative_humidity_300_mean,6.517477781377106
69,relative_humidity_300_mean,-0.0502958657001259
71,relative_humidity_300_mean,-2.968032452372162
72,relative_humidity_300_mean,-1.0836775917934072
73,relative_humidity_300_mean,10.273749455517672
76,relative_humidity_300_mean,-2.2697747777796615
77,relative_humidity_300_mean,-2.655329288633678
78,relative_humidity_300_mean,0.4401232804750952
79,relative_humidity_300_mean,-2.752049441528798
80,relative_humidity_300_mean,-3.4135875381918113
81,relative_humidity_300_mean,-3.3246517489569873
82,relative_humidity_300_mean,-3.512961253103509
83,relative_humidity_300_mean,-3.450683060856022
85,relative_humidity_300_mean,6.193486278287382
86,relative_humidity_300_mean,25.349138818858737
87,relative_humidity_300_mean,-0.4525503829742138
89,relative_humidity_300_mean,10.61521477157917
90,relative_humidity_300_mean,-3.3314834851845867
93,relative_humidity_300_mean,11.2778405855491
95,relative_humidity_300_mean,-3.548683516096407
