storm_number,variable,PCA_1,PCA_2,PCA_3,PCA_4
1,relative_humidity_800_mean,5.612569058994004,2.471029164267597,-0.7546912317861064,0.33499849646686536
2,relative_humidity_800_mean,3.4125036774705277,1.5866615383106693,-1.7851126211812107,0.5155330959540828
3,relative_humidity_800_mean,-1.979708471261054,1.895898726107731,-0.529457782396313,0.3160074957069337
5,relative_humidity_800_mean,-3.647506360977094,-0.7342682841602298,-0.13698323858335304,-0.1193215877293869
6,relative_humidity_800_mean,-2.964763814833479,0.4011869390817152,0.041767748217939674,-0.4287697632289645
7,relative_humidity_800_mean,-2.1017767308608053,0.5677116457520085,0.10806647858532166,0.10853591456224937
8,relative_humidity_800_mean,-3.8789252727598593,-1.6651980200232697,-0.6204802223820433,-0.05916265298035608
11,relative_humidity_800_mean,-2.5919663402746393,-0.39564094083830037,-0.29648567462321557,0.38496943261732774
12,relative_humidity_800_mean,-2.1114441618380893,-0.6959304592439415,-0.019610400666903807,-0.005970794670226827
13,relative_humidity_800_mean,-2.890899568165406,-0.5306968967124077,0.05527246468061027,-0.0019074143767129049
16,relative_humidity_800_mean,-0.5864687589617208,0.6160025045435636,-0.8616524683473119,0.3097563892809971
19,relative_humidity_800_mean,6.702984377365481,2.2692438068335696,-0.5073774285608728,0.34307592398494396
21,relative_humidity_800_mean,2.7911282308698993,2.469629521406609,0.09844797348369641,-0.03594502498053055
26,relative_humidity_800_mean,-3.425348086274536,1.054983761504557,0.4526311856012409,-0.3609080508755603
27,relative_humidity_800_mean,-0.8027252802326824,-0.7428165337453386,-0.1474891871363277,0.20337373406969164
29,relative_humidity_800_mean,2.531502583994836,-2.6603890349468813,-0.669366563665683,0.755647563145727
31,relative_humidity_800_mean,1.1103650134738616,-1.3810829670570808,-0.26877914257389146,-0.6392543746173865
32,relative_humidity_800_mean,-3.4275129041479424,1.0519367892829017,0.45658763606744185,-0.6071209842646978
33,relative_humidity_800_mean,2.6253675772299228,-2.99269473504352,-1.1064280363264827,-0.13879506741294784
34,relative_humidity_800_mean,8.61591406500315,-9.220866775769789,-1.1513575385304307,0.6723669334741504
38,relative_humidity_800_mean,9.552566664275881,-2.146201895405722,-0.4066527111525209,-0.7936676731312092
39,relative_humidity_800_mean,-2.3588731342972267,-0.08501016918685265,-0.17057541652438815,0.08868320239960775
43,relative_humidity_800_mean,0.06073039340711957,2.2181518544216985,0.20282809742661265,0.2649920268268722
44,relative_humidity_800_mean,-3.84154841920538,-0.29552363514537794,-0.046127227083077926,-0.10291662710674072
45,relative_humidity_800_mean,-4.833533264982214,1.7343799186648265,0.3096244699569749,-0.3837948384122273
46,relative_humidity_800_mean,-4.3008486120323095,0.4393537032417802,-0.015427341530229947,-0.2505047312821525
47,relative_humidity_800_mean,-0.2950425098018395,0.5159806157161979,-0.4608013094261401,0.6441834612986738
48,relative_humidity_800_mean,-4.378270106176559,0.8653629543735011,-0.18999425398559752,0.2754109816212857
49,relative_humidity_800_mean,-3.4145846904635158,0.5685148878839411,0.45114964499774235,-0.20448224995763237
50,relative_humidity_800_mean,-1.9691818398288496,0.5780674052614865,0.6726841897569521,-0.16908078480433658
51,relative_humidity_800_mean,3.660516514742853,-2.4730969158497764,-0.609668652520682,-0.05772748112415962
53,relative_humidity_800_mean,-4.180011123642086,0.03545285503308246,0.655836676550723,-0.22037264796396963
