storm_number,variable,PCA_1,PCA_2,PCA_3,PCA_4
54,relative_humidity_800_mean,-1.6801176614328837,0.347843831496608,-0.3826176250835376,0.002999630739223646
56,relative_humidity_800_mean,0.7925090061876469,-0.5574091551660673,0.3303726879519996,-0.062295284117998714
58,relative_humidity_800_mean,-4.979964896325233,1.6440789447981803,0.060515883997213256,0.20499288745482047
60,relative_humidity_800_mean,-3.559977402341406,-0.028734517798792776,0.24706325180399324,-0.18317452055834174
61,relative_humidity_800_mean,-5.20598459618007,0.9284360735270786,0.3026867281546844,-0.15342026862674626
62,relative_humidity_800_mean,-0.9088804470682414,0.6726455792917228,-0.061792700919250265,-0.07059372615720123
63,relative_humidity_800_mean,-0.19011433563470992,-2.840635371876258,1.110508957808549,-0.32607250252857617
64,relative_humidity_800_mean,2.9158465169890193,-4.0151482597294015,0.40143222389852873,0.34841545250312295
65,relative_humidity_800_mean,13.13054926168768,-8.973991478726244,-1.6677700675517602,-1.4744937667501796
66,relative_humidity_800_mean,8.165882885163422,-0.21726103504968125,3.697239509540933,-0.8816596022957313
67,relative_humidity_800_mean,-3.3154628592673765,-0.9225185201763908,-0.7486332001330838,-0.27823360670550035
68,relative_humidity_800_mean,6.562694633071196,0.07804260447037391,-1.913476122501627,1.2013104316490792
69,relative_humidity_800_mean,0.7426468084206078,0.5047508019416336,-0.37216971066922183,0.20471193152420672
71,relative_humidity_800_mean,0.04694470982944194,-0.8393906494084007,-0.10942717552121607,-0.37130653111150913
72,relative_humidity_800_mean,-3.3589362497097164,0.2693458755679126,0.09770541131320516,-0.320088581425015
73,relative_humidity_800_mean,-0.09500826067252796,1.596934583112999,0.7256640151597941,-0.5055201913380672
76,relative_humidity_800_mean,-4.026542923552141,0.8398575565819153,0.4428462614313629,-0.0015528748631316721
77,relative_humidity_800_mean,-3.685703937272101,1.1741777667374103,0.20309714040886714,0.18785855096636597
78,relative_humidity_800_mean,2.9575456408085565,-1.2585433301406657,-0.08340464300800196,0.029570644427556927
79,relative_humidity_800_mean,-2.4973378514096605,-0.2525978801826494,0.6950915275218158,-0.41712934441945004
80,relative_humidity_800_mean,-3.278030231934812,0.5278418865244133,0.3253080244946823,0.3134456586681934
81,relative_humidity_800_mean,-4.431221985223945,-0.2953816485648452,0.03021672399898235,-0.20113329305083694
82,relative_humidity_800_mean,-3.250611190275256,-0.9023246282340758,0.5470904515049642,0.07580626831798092
83,relative_humidity_800_mean,-5.53099532870037,0.10831083155494942,0.504777716947285,-0.31598282842977615
85,relative_humidity_800_mean,2.6041296492019694,6.951823498144086,-2.4056596060219197,1.8791490065126903
86,relative_humidity_800_mean,22.66116838773546,11.152224665403407,0.7569182602580122,-1.236637799491338
87,relative_humidity_800_mean,-4.651087382703101,0.8184684571339534,0.04158886454939896,-0.10515805310963106
89,relative_humidity_800_mean,2.925834427822832,3.4455842321107757,-0.4703023601651406,-0.2963338924344652
90,relative_humidity_800_mean,-2.1325333009425798,-0.3350888470806153,0.1703398286731602,-0.22856889951087694
93,relative_humidity_800_mean,8.875740425054321,-3.413145186081625,4.806076829101547,2.696717814675564
95,relative_humidity_800_mean,-2.298190217136277,-1.5283280087406526,-0.031665203286691125,-0.3534546130046389
