storm_number,variable,PCA_1,PCA_2,PCA_3
1,convective_rain_rate_std,-0.3791149805219532,0.12687942475490488,-0.9256578660153477
2,convective_rain_rate_std,1.8090786870294762,0.15727859660370033,-1.2465263124723671
3,convective_rain_rate_std,-0.9360677456771817,8.079100254572484,-0.801264932381508
5,convective_rain_rate_std,-5.834360490196396,-3.2833242651873693,-2.6461482112605528
6,convective_rain_rate_std,-7.142659991034899,-2.547085463685355,1.65492238993989
7,convective_rain_rate_std,-0.08338835469072166,-0.008867382732486002,-1.1964203020354867
8,convective_rain_rate_std,3.1336264418123805,-0.22719487974035021,0.21676760755680688
11,convective_rain_rate_std,3.218945317536183,-0.5737103479632866,0.3753441595740717
12,convective_rain_rate_std,4.795047117476914,-0.04513548666591678,-0.20796139650627546
13,convective_rain_rate_std,-4.263481590132709,-5.509080332406796,0.03344399905019177
16,convective_rain_rate_std,7.065943211385159,-3.7634974407400237,-0.5311005663760179
19,convective_rain_rate_std,-0.380650135124191,-0.6281678943156993,-0.42633400416816547
21,convective_rain_rate_std,-4.9691787891425685,2.435340868852945,-1.4111729066625005
26,convective_rain_rate_std,1.3140451636764763,-5.918181317239022,1.2013036585447536
27,convective_rain_rate_std,3.0216971380982787,-4.757564328074714,-1.592516547900429
29,convective_rain_rate_std,0.6920362557455627,-0.7815655105038479,-0.12374328531208895
31,convective_rain_rate_std,5.573273559943468,5.372675531513131,1.8716951755391344
32,convective_rain_rate_std,3.289150159645984,4.276624472336723,1.425498645867913
33,convective_rain_rate_std,2.041889910484169,0.6838638642964718,0.4763545610355749
34,convective_rain_rate_std,0.574632091655438,0.24659314154741205,-3.755608342760624
38,convective_rain_rate_std,3.4886282696408224,-0.18047478416239687,1.1116948387424896
39,convective_rain_rate_std,3.772235219796751,1.320979312118516,0.7772569511233347
43,convective_rain_rate_std,-8.898235701369877,-1.136591002988105,0.2589089801152381
44,convective_rain_rate_std,2.3639413773803573,-0.13849526052982025,0.11528433254287054
45,convective_rain_rate_std,-4.963874783810243,1.2581238507053998,1.0903478740753834
46,convective_rain_rate_std,4.572050256441125,-0.41568168263805344,-1.1107357414981354
47,convective_rain_rate_std,-3.4454496060310933,1.962931101654036,-1.6883476046515973
48,convective_rain_rate_std,7.253860030472861,0.2767491422513823,-1.1908733253821704
49,convective_rain_rate_std,2.9049931654055077,1.3186117434339548,0.8965376928442474
50,convective_rain_rate_std,1.5214534365211374,0.6462544688412751,1.3208502014728418
51,convective_rain_rate_std,-0.49221178179151137,-1.6326310328612086,-0.387736005213482
53,convective_rain_rate_std,-7.773156415068671,0.4279649167821567,-0.5990621423763055
54,convective_rain_rate_std,-3.219084243715777,-0.3233960516217654,1.097942941975751
56,convective_rain_rate_std,-0.6588551906274246,-0.8149105687734872,-0.413339420988825
58,convective_rain_rate_std,-5.936713204437895,1.4238328284013446,0.526591200321175
60,convective_rain_rate_std,-5.578929391348433,1.4269288368730546,0.6337928871156707
61,convective_rain_rate_std,-2.188737504037343,1.5892605265693007,0.8078187120441496
62,convective_rain_rate_std,1.0324947950227001,-0.8613820708114807,1.8764490905646822
63,convective_rain_rate_std,2.9016129122038605,4.2069793414457,1.3437721234931674
64,convective_rain_rate_std,2.8160481812777256,1.3998882706072164,-2.3865641623852007
65,convective_rain_rate_std,15.855768887153163,-3.918721564408523,0.09227957863768396
66,convective_rain_rate_std,-2.4881726381080007,-1.6554395520616423,-1.9850138398321533
67,convective_rain_rate_std,2.8006849455189777,-0.6236810209912406,-4.117385581359615
68,convective_rain_rate_std,-5.570002517973263,2.98823402522597,0.1963980467550717
69,convective_rain_rate_std,2.0132665306970026,-0.18675585875426637,0.6541182926824821
71,convective_rain_rate_std,-4.468204984891698,-0.6214319849488797,-0.8331876954148254
72,convective_rain_rate_std,-7.54714241524426,-2.3411147312135867,0.41288017248461545
73,convective_rain_rate_std,-5.315103066544402,-1.44361813449723,-0.25771283497965997
76,convective_rain_rate_std,1.9930262751869292,10.022954719349409,-0.29450697195042025
77,convective_rain_rate_std,5.821952003287386,-2.097634457357164,1.8963349571601396
78,convective_rain_rate_std,-2.1769569719487083,1.7124606278459487,-0.928278146905434
79,convective_rain_rate_std,2.0329450481747884,3.3414952792951564,0.24255660301132623
80,convective_rain_rate_std,-3.828816358332444,-4.322787463349251,1.3431546966036556
81,convective_rain_rate_std,3.2132053024033955,1.9708325889766405,0.13843865296232916
82,convective_rain_rate_std,1.952117847677542,-2.4269258020618483,4.29269659438822
83,convective_rain_rate_std,-4.242317806336673,2.483352148296932,1.290715917848394
85,convective_rain_rate_std,-3.186433815323028,0.19653997480404314,0.8125086045991244
86,convective_rain_rate_std,-2.614196083266121,-2.8162821787449626,0.7348981070863039
87,convective_rain_rate_std,-3.9127266229180964,0.3862457632940506,-1.4184328736379612
89,convective_rain_rate_std,-3.52209372149329,-1.8111912876526528,1.9013649980608385
90,convective_rain_rate_std,5.96851875273981,-2.532558123342887,-1.704314459212184
93,convective_rain_rate_std,-1.8537649892091934,-0.8938395066413383,0.6274784902813347
95,convective_rain_rate_std,7.061913598856746,-0.5000568515826033,0.43154374353846875
