,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5
0,4.649102117193058,-4.213691492427921,1.2915831796143713,-1.0872515261807267,-0.09085582612667498
1,6.741316645012287,1.6120154895535836,-0.3112359263444767,-0.04313788632293467,-0.985000159645719
2,4.359824740793635,0.6317318021533145,-0.9785287400073516,-0.2499933107926946,0.07569935157138101
3,10.907155772526906,-1.4446188139599663,-1.417054209275282,1.3990778882448114,0.40529863430825197
4,-2.23522752253237,1.3803549387524194,1.1975320113788728,0.06429181833198673,-0.062117104501118854
5,-3.482795756184857,-5.874808089201145,-0.30552316389205086,-0.41371372551890556,-0.2998114565817948
6,-1.9829145812306035,0.47870444630683295,0.6393770363074934,-0.8708797749051567,-0.6170943695112949
7,-4.101819017869661,2.746229013143764,-0.1981459536401154,1.0353597047211325,-0.07555352991357499
8,-2.6086397009793933,2.8269467968956774,-1.0404392471936308,-0.29171393343493995,0.9508002458385584
9,-0.9930227898141952,1.582965213658909,0.06082549522599823,-0.6376323266814616,-0.2575306968229097
10,-1.2828823859821625,0.2833441312870708,0.002218053806959161,-0.946032034731774,0.8300971200757663
11,-9.054151211713513,1.548322476015587,1.0952582481109447,-0.01782167453816129,-1.0138365717859474
12,-11.5956014851534,0.9493353045326277,0.8628039875310424,2.843954348560631,1.0601260577394573
13,-4.443597797231264,0.32946662843829316,-2.307119814844413,-1.4627323554320504,0.2019219227590938
14,-0.6657375283631268,0.7139147888319423,-0.7888702071387085,-0.5692581655294292,0.09059450013616371
15,-0.9309459205592567,-2.0204921718243107,-0.8248012072248853,0.2151022700129163,-0.7554206508421463
16,4.486024989089093,-1.4465516282652324,1.602340069402483,-0.9493887309009549,-0.22567468313940575
17,0.9952516265796936,-2.23176924753823,-0.35122751890441056,-0.526557128961777,-0.3660635500840093
18,-5.84131802702762,-3.6997101183515126,0.07143181250968877,-0.034685182319480215,0.06117068075908443
19,6.301012913422863,-2.1425362108196953,0.4934241684078609,0.7203755884800379,-1.2709634237914846
20,0.8534078572187506,0.7605866162036348,-0.01587194804953462,1.3442836608090516,-0.7550245041492268
21,-2.2486838566406466,0.4864738279430741,-1.302662728996059,-0.5314530890883661,0.2712436021366693
22,-0.18216006993712439,-1.7020433769748948,-1.0377741256643338,0.503758039169212,-0.6469730777862016
23,-1.0786141214388942,-1.472562001144881,2.3533251854517316,0.4692720647096306,0.8406359260119155
24,3.073630995921724,-0.8033516615809208,1.3827616509392078,-0.829544797950654,0.013918599824076327
25,-7.994642925287977,-3.847844478999759,-0.5067740941752832,-0.3380281475469089,0.6239435564294058
26,3.4913310990955675,-1.2614195596795146,3.359764874547087,0.991635197452692,2.0288289516324935
27,3.2233643247968122,-2.4856265290496964,0.02373854989248849,-0.17783616667775062,0.7976290228117788
28,6.683911924647276,-3.063036296607475,-0.29997967812145976,0.5887290286281592,-1.3602012047722767
29,0.6174470214695875,2.3751344308962876,-1.5765545751932524,0.9498649992869922,0.1938817069614244
30,-4.382150442607846,2.8925817746773834,-0.6743926786418647,-0.4387355642148641,0.388729593175124
31,-4.3963050960212815,-0.48449077143080416,-0.9612058125712691,-0.40932829534904835,0.5694568615495559
32,1.9579375824390475,1.8832434469204227,1.8192480992076332,-1.5513735153034955,-0.12957939536015523
33,5.519476547172597,0.6291833125970256,0.4274250287985097,0.8595711419901885,1.0814454404825684
34,2.1034975922709465,6.526911453529833,1.286947653240022,0.3405767700522873,-1.8928177082624722
35,8.365091196075147,10.544742064889757,-0.9251500218452761,0.11681476709940276,1.3497037978706743
36,-2.143498862844848,2.254091261882783,0.36974851653646496,-1.8484272532786097,0.14343409702184592
37,-6.266037145037569,3.1867515219593336,1.0182771451045123,0.8363546023934594,-1.3170772754621742
38,5.4129596035120615,-2.341968199674921,-0.8823138764901597,1.4606743993983957,-0.6594663842890056
39,5.791104592532855,-1.384187766905885,-0.5586587010455784,0.4742551802636168,0.7138048545731148
40,4.121342826779084,-3.32476201240998,-0.9953807764124574,0.058599144411809544,0.7063755311190306
41,1.0913902575175516,-1.451936156282315,0.4399177969185069,-0.665885113656449,-0.25417742041277674
42,-1.2268315473452271,-0.2525088223357034,-0.33451902470801764,-1.0254974245539277,0.7998723382587604
43,-7.999658610554139,-3.3385560840369064,-0.8476703382597983,1.046939143986502,-0.14093507682510079
44,-6.807729108041276,2.326471721266715,-0.1065697126371964,0.09442748141670296,-0.5461553081157371
45,3.199383284331709,1.3389690271653947,-0.2495244816550143,-0.49701011554910013,-0.4762830148649872
