storm_number,variable,PCA_1
1,specific_rain_water_content_70_min,-6.335853904918256
2,specific_rain_water_content_70_min,-6.335853904918256
3,specific_rain_water_content_70_min,-4.236772409663153
5,specific_rain_water_content_70_min,1.2999098357470324
6,specific_rain_water_content_70_min,1.2999098357470324
7,specific_rain_water_content_70_min,1.2999098357470324
8,specific_rain_water_content_70_min,-6.335853904918256
11,specific_rain_water_content_70_min,1.2999098357470324
12,specific_rain_water_content_70_min,1.2999098357470324
13,specific_rain_water_content_70_min,1.2999098357470324
16,specific_rain_water_content_70_min,1.2999098357470324
19,specific_rain_water_content_70_min,-6.335853904918256
21,specific_rain_water_content_70_min,-13.971617645583544
26,specific_rain_water_content_70_min,-13.971617645583544
27,specific_rain_water_content_70_min,-13.971617645583544
29,specific_rain_water_content_70_min,1.2999098357470324
31,specific_rain_water_content_70_min,1.2999098357470324
32,specific_rain_water_content_70_min,1.2999098357470324
33,specific_rain_water_content_70_min,1.2999098357470324
34,specific_rain_water_content_70_min,8.935673576412318
38,specific_rain_water_content_70_min,1.2999098357470324
39,specific_rain_water_content_70_min,1.2999098357470324
43,specific_rain_water_content_70_min,1.2999098357470324
44,specific_rain_water_content_70_min,-6.335853904918256
45,specific_rain_water_content_70_min,1.2999098357470324
46,specific_rain_water_content_70_min,1.2999098357470324
47,specific_rain_water_content_70_min,1.2999098357470324
48,specific_rain_water_content_70_min,1.2999098357470324
49,specific_rain_water_content_70_min,1.2999098357470324
50,specific_rain_water_content_70_min,1.2999098357470324
51,specific_rain_water_content_70_min,1.2999098357470324
53,specific_rain_water_content_70_min,8.935673576412318
54,specific_rain_water_content_70_min,1.2999098357470324
56,specific_rain_water_content_70_min,1.2999098357470324
58,specific_rain_water_content_70_min,8.935673576412318
60,specific_rain_water_content_70_min,8.935673576412318
61,specific_rain_water_content_70_min,1.2999098357470324
62,specific_rain_water_content_70_min,8.935673576412318
63,specific_rain_water_content_70_min,1.2999098357470324
64,specific_rain_water_content_70_min,1.2999098357470324
65,specific_rain_water_content_70_min,16.571437317077603
66,specific_rain_water_content_70_min,1.2999098357470324
67,specific_rain_water_content_70_min,8.935673576412318
68,specific_rain_water_content_70_min,-13.971617645583544
69,specific_rain_water_content_70_min,-13.971617645583544
71,specific_rain_water_content_70_min,1.2999098357470324
72,specific_rain_water_content_70_min,1.2999098357470324
73,specific_rain_water_content_70_min,-6.335853904918256
76,specific_rain_water_content_70_min,-6.335853904918256
77,specific_rain_water_content_70_min,-6.335853904918256
78,specific_rain_water_content_70_min,-6.335853904918256
79,specific_rain_water_content_70_min,1.2999098357470324
80,specific_rain_water_content_70_min,1.2999098357470324
81,specific_rain_water_content_70_min,1.2999098357470324
82,specific_rain_water_content_70_min,1.2999098357470324
83,specific_rain_water_content_70_min,1.2999098357470324
85,specific_rain_water_content_70_min,1.2999098357470324
86,specific_rain_water_content_70_min,1.2999098357470324
87,specific_rain_water_content_70_min,1.2999098357470324
89,specific_rain_water_content_70_min,1.2999098357470324
90,specific_rain_water_content_70_min,1.299909835747033
93,specific_rain_water_content_70_min,8.935673576412317
95,specific_rain_water_content_70_min,1.299909835747033
