time_step,variable,PCA_1,PCA_2
1,convective_precipitation_mean,6.389185134393811,1.6311753739974604
2,convective_precipitation_mean,6.445467625939687,1.4505460416049705
3,convective_precipitation_mean,6.303474284152316,1.5908772015282249
4,convective_precipitation_mean,6.384098419429399,1.8035948737040135
5,convective_precipitation_mean,6.1562809496657405,1.207407077953653
6,convective_precipitation_mean,5.9547588140039585,0.9146084032618779
7,convective_precipitation_mean,5.814882134693026,0.35567902398502826
8,convective_precipitation_mean,5.745533813437433,0.3408502854000689
9,convective_precipitation_mean,5.320392169959897,0.21170499641622845
10,convective_precipitation_mean,4.725799864627729,0.02890672418485218
11,convective_precipitation_mean,4.2557784611325316,0.06375234810608794
12,convective_precipitation_mean,3.607639583455307,-0.040546781151928224
13,convective_precipitation_mean,2.7645276753212307,-0.7843471458705199
14,convective_precipitation_mean,2.361020043532799,-1.4645231006204529
15,convective_precipitation_mean,1.5902487888725092,-1.961328874878858
16,convective_precipitation_mean,1.0288414652029363,-2.492632850744246
17,convective_precipitation_mean,0.10871389118606992,-3.0963603167197986
18,convective_precipitation_mean,-0.8609253145052306,-3.478688252009394
19,convective_precipitation_mean,-1.8069952801495623,-3.152720493835516
20,convective_precipitation_mean,-2.2114609696289755,-3.100342780342086
21,convective_precipitation_mean,-2.72021825366006,-2.9179149122018657
22,convective_precipitation_mean,-2.8457098340607687,-2.817002189724275
23,convective_precipitation_mean,-3.3171006996646972,-2.2841068360903103
24,convective_precipitation_mean,-3.9941323814993965,-1.5505261654083473
25,convective_precipitation_mean,-4.47907880848754,-1.0960920720660003
26,convective_precipitation_mean,-4.683766142971836,-0.7488868232584214
27,convective_precipitation_mean,-5.015555804458116,-0.32026381349104793
28,convective_precipitation_mean,-4.875627039893244,-0.05584917637716832
29,convective_precipitation_mean,-4.838403406147532,0.9190705722678203
30,convective_precipitation_mean,-4.872315872704788,1.8244757512608192
31,convective_precipitation_mean,-4.76262729554833,2.5076767401654356
32,convective_precipitation_mean,-4.52626878553578,3.0679560573004947
33,convective_precipitation_mean,-4.634242372983311,3.356596040411764
34,convective_precipitation_mean,-4.764103014622107,3.14305921947684
35,convective_precipitation_mean,-4.926163254794092,3.3504144993568272
36,convective_precipitation_mean,-4.821948587691022,3.5937813544077692
