storm_number,variable,PCA_1
1,relative_humidity_300_max,2.1916231603084926
2,relative_humidity_300_max,3.028903008354381
3,relative_humidity_300_max,-2.1176024308608845
5,relative_humidity_300_max,-3.9207308504934155
6,relative_humidity_300_max,-3.88031176441284
7,relative_humidity_300_max,-3.007154140397404
8,relative_humidity_300_max,-5.241316939779373
11,relative_humidity_300_max,-2.417512802868703
12,relative_humidity_300_max,-0.6787133301152323
13,relative_humidity_300_max,-1.4302709779996794
16,relative_humidity_300_max,-0.5020585608938127
19,relative_humidity_300_max,11.180815917458363
21,relative_humidity_300_max,6.851830336307122
26,relative_humidity_300_max,-3.0476836589031584
27,relative_humidity_300_max,-1.623470432799374
29,relative_humidity_300_max,-1.2522195522657347
31,relative_humidity_300_max,-4.089916176755399
32,relative_humidity_300_max,-1.9938979597659625
33,relative_humidity_300_max,-1.8355204108603653
34,relative_humidity_300_max,-2.2083609531968613
38,relative_humidity_300_max,1.5652552816422152
39,relative_humidity_300_max,-1.2437611933313606
43,relative_humidity_300_max,16.87084484741192
44,relative_humidity_300_max,-0.5672482430863977
45,relative_humidity_300_max,-3.301440567956627
46,relative_humidity_300_max,-3.8922310868480148
47,relative_humidity_300_max,-2.8689521030312846
48,relative_humidity_300_max,-2.4145001142482205
49,relative_humidity_300_max,-1.6485120934959985
50,relative_humidity_300_max,-2.247936829953789
51,relative_humidity_300_max,3.5921287795359316
53,relative_humidity_300_max,-2.0181882729193354
54,relative_humidity_300_max,-1.4796810535695692
56,relative_humidity_300_max,1.0247731286060544
58,relative_humidity_300_max,3.3321339786726125
60,relative_humidity_300_max,-2.9519620056986184
61,relative_humidity_300_max,-4.271861296521001
62,relative_humidity_300_max,5.635984346701314
63,relative_humidity_300_max,-4.6127214972802975
64,relative_humidity_300_max,-3.1840403193999767
65,relative_humidity_300_max,0.2912019994177764
66,relative_humidity_300_max,3.736672523467456
67,relative_humidity_300_max,-1.3464874229238597
68,relative_humidity_300_max,10.946939803065513
69,relative_humidity_300_max,9.063385598851287
71,relative_humidity_300_max,-3.15725899696484
72,relative_humidity_300_max,1.067747479018025
73,relative_humidity_300_max,8.746007820416843
76,relative_humidity_300_max,-4.579451882753854
77,relative_humidity_300_max,-3.98263672267845
78,relative_humidity_300_max,-2.0444930756140884
79,relative_humidity_300_max,-3.6301928594768484
80,relative_humidity_300_max,-5.302303556132283
81,relative_humidity_300_max,-5.130390182941386
82,relative_humidity_300_max,-4.877843874055135
83,relative_humidity_300_max,-4.625740672533684
85,relative_humidity_300_max,3.038453425947726
86,relative_humidity_300_max,22.830893099950277
87,relative_humidity_300_max,-1.2422529055322724
89,relative_humidity_300_max,7.401400978635894
90,relative_humidity_300_max,-3.2946808115277806
93,relative_humidity_300_max,0.9253891192485034
95,relative_humidity_300_max,-4.158874050174526
