,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5
0,8.84289660995935,1.7427718966904855,2.7988496351425396,1.5724743984438412,-0.123089487620439
1,8.295188783723155,1.8953116970598,2.460195655329394,1.260209766570775,-0.12928093341440045
2,7.993865990351523,1.8998158812050798,2.0958877851787743,0.9820757326674772,0.03368814810273937
3,7.607100141269222,1.866972687452305,1.6275145444176087,0.5923625724834599,-0.001450279539263387
4,7.174230716515847,1.733395766288642,1.1457666276636018,0.26383151536514776,-0.01938228158091003
5,6.791126345714966,1.528887686116356,0.5110329831821329,-0.40745735101194425,0.060859251145058024
6,6.416359036066611,1.3073042655835352,0.05867339141017584,-0.7551903696746873,0.19019193567732942
7,6.016657071433913,0.9566832446099421,-0.475365239523572,-1.1897991781498118,0.2802323722653906
8,5.574402598886182,0.6834934946417619,-1.1144771227642083,-1.7665074451773373,0.38823903829680007
9,4.973488331642802,0.20015071247343064,-1.6304250628274952,-1.8555186342708143,0.3361682682346662
10,4.375379493332859,-0.05908768791006788,-1.8495061045140366,-1.8267701128546103,0.21135784755335374
11,3.7318628849591255,-0.45877921299524554,-2.1516384299921825,-1.6870933711793004,-0.1671471560837462
12,3.048467824778134,-0.7201211457392651,-2.3654018340402025,-1.5677974801204,-0.38629273472380915
13,2.299447416087309,-1.023349688353921,-2.145505945490494,-0.4378346343390149,-0.5898619239392713
14,1.6725614860447264,-1.2115614327769841,-2.019278342790101,0.5450514111169141,-0.6400465775045728
15,1.0178155900090027,-1.400289030372475,-1.7672430189198245,1.480642700983438,-0.6131158798230941
16,0.39807854061522163,-1.5368773284924622,-1.663950871665037,2.048700111924256,-0.46651638646920784
17,-0.21657440764027266,-1.7056159715777603,-1.513513732227012,2.1285589969065795,-0.3590655469296013
18,-0.9252077346103361,-1.9973583703032354,-1.3862719140152733,1.9740068500662649,-0.07704782621720156
19,-1.54978795548295,-2.231546395105913,-1.0296775668191547,1.7823564766208837,0.24431048943873282
20,-2.0255865289488764,-2.495862349620806,-0.6070112526788191,1.3867112851092007,0.42954197646336323
21,-2.390780819703585,-2.775601772515262,0.008265895130195058,0.930225330770702,0.7896854148030167
22,-2.8428047208335476,-3.190958950674513,0.6909621871916172,0.39374745063735045,1.0204238159232462
23,-3.197626804756742,-3.274355492396705,1.251533862710646,-0.1127144089964197,1.016933579097954
24,-3.3471635909287096,-3.2956275020507393,1.7189039116838183,-0.6995986852493151,0.8756555564883908
25,-3.6054252714838255,-3.060080682621727,1.9233984890399463,-1.0011160885674548,0.5852551769679293
26,-4.026258733369078,-2.680380485314198,2.0213091755844816,-1.35858670521189,0.15957126020933984
27,-4.632355220482218,-1.9306528463751784,1.8212994055703264,-1.4956180841840492,-0.48481358241174194
28,-5.3758423813293845,-1.063840678381679,1.4752225060219726,-1.3253228727140167,-1.0347942463779916
29,-6.157244269028063,-0.06867905253900834,1.3000428853645734,-0.5676941262440672,-1.341221005354044
30,-6.801994089735574,1.2780082783551918,0.7983053043523645,-0.25887037726834605,-1.3610226494928641
31,-7.223344475496289,2.4983890988266646,0.4991434362464813,0.03141954509116319,-1.1021203559047663
32,-7.48628400886036,3.307767900245314,0.021832887095159705,0.12724184998443627,-0.5046786529046662
33,-7.700731859631148,4.449663837773139,-0.40151455567715716,0.2416010187437809,0.3544309310361526
34,-8.043933896169493,5.081359505582321,-0.8006846729211822,0.31074322266143295,0.8367525679247375
35,-8.679982092899497,5.750650123213182,-1.3066749014500618,0.26152968906637114,1.5876498766633917
