time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4
1,mean_surface_net_long_wave_radiation_flux_min,-4.1852681570608485,4.228843401391921,1.830829543765343,1.2109087253564312
2,mean_surface_net_long_wave_radiation_flux_min,-4.140646743901638,4.644462261217859,2.4158366198955417,1.01649243470631
3,mean_surface_net_long_wave_radiation_flux_min,-4.3511957348037145,4.102076932484051,2.6183109164281047,-0.11734750541446273
4,mean_surface_net_long_wave_radiation_flux_min,-4.312194693609413,3.143282235823481,1.5074573952978267,-0.48309785179647213
5,mean_surface_net_long_wave_radiation_flux_min,-4.664606564602961,2.497765837358394,1.0501562481796822,-0.5329738298865292
6,mean_surface_net_long_wave_radiation_flux_min,-3.502015159658377,1.539532664690581,-0.1883976041403846,-1.0236564868437819
7,mean_surface_net_long_wave_radiation_flux_min,-2.834228923301157,1.0872544645200433,-1.0939271267554365,-1.2070534706879443
8,mean_surface_net_long_wave_radiation_flux_min,-2.862400335147389,0.45652006954272323,-0.9527377812762318,-2.164031809906172
9,mean_surface_net_long_wave_radiation_flux_min,-2.7925376220475315,0.023362738922812782,-1.3419226591042084,-1.8511451421330616
10,mean_surface_net_long_wave_radiation_flux_min,-3.0984612053132436,-0.3838580442040603,-1.6223581424727933,-1.6382311762259854
11,mean_surface_net_long_wave_radiation_flux_min,-2.7237337348376567,-0.5477590978969499,-1.9216009940463448,-1.8121966761283936
12,mean_surface_net_long_wave_radiation_flux_min,-2.5343105127174796,-1.2461316096567976,-1.4126302270315048,-0.840971620379886
13,mean_surface_net_long_wave_radiation_flux_min,-2.5204835196136757,-1.5302776600649992,-1.929206112344605,-0.28191310619732773
14,mean_surface_net_long_wave_radiation_flux_min,-2.823449454752714,-1.66257984434703,-2.2810850978507515,0.3211007906691841
15,mean_surface_net_long_wave_radiation_flux_min,-2.9193073894859967,-1.03860456999695,-2.2835175421810483,0.33748353575567325
16,mean_surface_net_long_wave_radiation_flux_min,-2.6306159525915263,-1.6406413041108252,-1.990443496944665,0.7416631777796611
17,mean_surface_net_long_wave_radiation_flux_min,-2.2051290604319553,-1.864330683436572,-1.4107256255882643,1.644478941553197
18,mean_surface_net_long_wave_radiation_flux_min,-2.0916159525952778,-2.0488564607123902,-0.9950221688908372,2.2924348010070044
19,mean_surface_net_long_wave_radiation_flux_min,-1.5307678137916096,-1.8333980422772058,-0.33433942021167806,2.3020939707407835
20,mean_surface_net_long_wave_radiation_flux_min,-0.9778322060645737,-2.5215933284315364,0.8534618302813674,2.317897577332369
21,mean_surface_net_long_wave_radiation_flux_min,-0.40126731359568957,-2.4485470948063286,1.6104310602469925,1.864572577294913
22,mean_surface_net_long_wave_radiation_flux_min,-0.24091888224458663,-2.495516260124337,2.4060514362723087,0.9152821856250568
23,mean_surface_net_long_wave_radiation_flux_min,0.3098868874085678,-3.145794410889315,2.4316082257281515,0.536918053839424
24,mean_surface_net_long_wave_radiation_flux_min,0.4475039850883366,-2.9540078986817293,2.287906214696037,0.4251495979984908
25,mean_surface_net_long_wave_radiation_flux_min,1.3087939818320342,-2.687405814286869,1.619848606200436,-0.9353989034735123
26,mean_surface_net_long_wave_radiation_flux_min,3.06085115980567,-2.1026457397921896,1.608805442889699,-1.5795185851575513
27,mean_surface_net_long_wave_radiation_flux_min,4.431492846773931,-1.4618059867292859,1.6587921124015363,-2.179214277285201
28,mean_surface_net_long_wave_radiation_flux_min,4.8754520267042905,-0.943097973550635,1.2959261784394545,-1.7825260484086114
29,mean_surface_net_long_wave_radiation_flux_min,5.11800150681098,-0.21514132659413793,0.7251385376834467,-1.0811904691063394
30,mean_surface_net_long_wave_radiation_flux_min,5.334972395410405,-0.089420117548701,0.327557868627721,-0.7161015565978818
31,mean_surface_net_long_wave_radiation_flux_min,5.770299000139292,0.4587590223184959,0.19152821663189795,-0.3083688800592469
32,mean_surface_net_long_wave_radiation_flux_min,6.086636925241675,1.5325836893272209,-0.6450719534227367,0.062374466420963254
33,mean_surface_net_long_wave_radiation_flux_min,5.917784235501904,2.0257141923283073,-1.016406873567697,0.679770532823365
34,mean_surface_net_long_wave_radiation_flux_min,5.887755577907541,3.032679080437756,-1.3989873464291755,1.6864583202719279
35,mean_surface_net_long_wave_radiation_flux_min,5.861531962948786,2.752171309190696,-1.9547679572333745,1.1724598791577383
36,mean_surface_net_long_wave_radiation_flux_min,5.932024440595621,3.3364053685844897,-1.6664983241738198,1.007397827355867
