storm_number,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7
1,surface_latent_heat_flux_std,-1.1657629318319953,-0.9831673357077774,-0.7776819633680571,-1.576191154878093,-0.48061425878375585,0.7977091694019556,-1.2123349730576722
2,surface_latent_heat_flux_std,-4.599604197246995,-3.655183564631258,0.5482178694088627,-1.4855032450150545,-0.7705544972244746,-0.13361050776056155,0.45492069531268087
3,surface_latent_heat_flux_std,0.31049673299459907,3.3741301451664767,-0.8990475403212105,-1.4329620395123583,0.819053521416874,-2.5891830387175645,0.31192370717466333
5,surface_latent_heat_flux_std,-0.757697541858019,4.937119531495534,-2.0975353675236827,0.3154381243579766,-0.14409080347378872,-0.383155604421494,0.39094547338316665
6,surface_latent_heat_flux_std,-3.2726543798008723,0.5834471032255639,1.4379862972138648,-1.3483518383964654,2.2626570417191845,2.6638856601363083,0.2632431700719834
7,surface_latent_heat_flux_std,-4.232848825160278,1.2754358007919961,0.5540638340385287,-0.18394041457185256,-0.6344260766188782,0.5098985270162144,0.09222186041841976
8,surface_latent_heat_flux_std,2.756252463233862,-4.874678724782508,3.09038015556851,1.255707296748548,0.15338135840443665,0.6549956481620298,0.10927936009485933
11,surface_latent_heat_flux_std,-2.1729866281732337,-0.9574967140844357,0.4475736988057062,0.8364357293220027,-1.3590633061833217,-0.62754765983936,-0.13251926881137166
12,surface_latent_heat_flux_std,-2.6050114781138913,1.0236455343841422,0.49795724115339735,0.1877184529870802,-0.3892439497160813,0.06387972400071282,0.18290235746081268
13,surface_latent_heat_flux_std,-0.39381275677543875,5.161330720210526,-1.6430717336567409,0.6331587970868502,-0.6861920566854899,0.5569264731289421,0.3529898198358374
16,surface_latent_heat_flux_std,15.820882672154784,3.2078749042154646,0.20189615582798212,-0.8413464018988923,-0.23549702402676762,0.31631459532121015,-0.06078767917001693
19,surface_latent_heat_flux_std,1.6096053207765686,1.3062977712381936,2.0780887079277206,0.5489850538679668,1.2098074080275383,0.5469384295201467,0.14615670376552706
21,surface_latent_heat_flux_std,3.243928981617395,-2.6759421117556377,-0.09483749497082238,-1.3002483773913975,-2.3871792814096313,-0.17561443223561435,1.103912637604285
26,surface_latent_heat_flux_std,-7.521567002154765,0.4852824683918852,1.6048366420631945,0.7732994315996582,0.1300696675700473,0.5369871938838365,0.11096962190184584
27,surface_latent_heat_flux_std,9.922738276159166,0.19943879907957046,-2.3049651041071666,-0.9707722861525996,-0.337054670070136,0.2592818559502416,0.18048019473697366
29,surface_latent_heat_flux_std,-0.8046563383914527,4.465159512205248,-0.6788400408732649,-0.8526020884406315,1.4608700336990883,0.3042752374661689,0.9445828599327448
31,surface_latent_heat_flux_std,-1.9322657966488326,-1.6431687932385615,-0.2571175734517922,-0.2973070273516914,-1.328575895463794,-0.07731873921605364,0.0940695032951868
32,surface_latent_heat_flux_std,7.783987805857482,-1.7898049200660362,-2.5362961807014304,3.1784422838697473,0.24091605261333307,0.5948768789813781,1.3925205799495577
