storm_number,variable,PCA_1,PCA_2,PCA_3
1,vertical_velocity_150_max,-5.740266745653893,-0.2279317569150999,3.894709161585196
2,vertical_velocity_150_max,-3.1621644437817564,-2.151409810811334,1.082222485405339
3,vertical_velocity_150_max,1.8184225002261178,1.0679294128413446,-1.4680209087875726
5,vertical_velocity_150_max,-0.7497033247693976,-0.618491037366647,0.08861757869044685
6,vertical_velocity_150_max,-1.29908108202258,-1.3419521484004857,-0.9689751894728066
7,vertical_velocity_150_max,-0.3443793607159199,0.7483068415385449,0.3703430819120797
8,vertical_velocity_150_max,0.3260325329329056,3.9061382817179746,0.659963685766036
11,vertical_velocity_150_max,-0.14154156640441823,-0.056123252970654174,0.41273616062298357
12,vertical_velocity_150_max,-1.8016161750281163,-0.7741946649669598,0.7455074223524364
13,vertical_velocity_150_max,-0.30904544277753265,-0.19264621115863612,1.0402033508834334
16,vertical_velocity_150_max,-0.9420903396597343,0.1025479833966368,-0.3128427325412685
19,vertical_velocity_150_max,-1.2846722237502588,-2.2531206487277022,-0.57493958864971
21,vertical_velocity_150_max,2.4510249991215325,-3.536727798659491,-2.2274879149724303
26,vertical_velocity_150_max,-0.8618213504532564,-1.4642745803856325,-1.6140009508977886
27,vertical_velocity_150_max,-1.4840940941123888,-0.5011307564565008,1.355542720615161
29,vertical_velocity_150_max,-0.018543068473015376,1.334233317170407,-1.89718230436295
31,vertical_velocity_150_max,-0.7989468591087223,0.4247001393359563,-0.936941173695333
32,vertical_velocity_150_max,-0.06864023580138806,-0.544234757361689,0.21393139514401002
33,vertical_velocity_150_max,-0.46272789633900224,0.9631479264463616,0.22988175345142212
34,vertical_velocity_150_max,-1.8354901111128696,-1.230973980592564,0.04402991719637729
38,vertical_velocity_150_max,-1.0474674347661548,-1.5914953592953864,0.5864574069464121
39,vertical_velocity_150_max,-0.21069145236958664,0.7726266273585434,-0.8325220354250368
43,vertical_velocity_150_max,-2.4338998626575457,-3.003693538341458,3.7901598729079202
44,vertical_velocity_150_max,-1.4962566319319845,-0.3391375467353419,-0.278627689451123
45,vertical_velocity_150_max,-1.6185580383050755,-1.1465707757450792,0.3129166313870276
46,vertical_velocity_150_max,-1.8225004476402145,-0.15753073179277505,-0.1600445069436605
47,vertical_velocity_150_max,-0.8907636591115117,2.3530516577278062,-1.4082840164161734
48,vertical_velocity_150_max,2.427511345932402,3.545779180677626,-0.17805664198696436
49,vertical_velocity_150_max,-0.9233128251741618,0.12529931406024283,0.14873271796815069
50,vertical_velocity_150_max,-0.943691482596155,-0.5915177621233912,0.08448530117206533
51,vertical_velocity_150_max,-0.5754823865688804,0.0053281467005561614,-0.5534090225563556
53,vertical_velocity_150_max,-0.788553414718342,-1.8349029466587952,-1.3726164247572603
54,vertical_velocity_150_max,-0.058687182170741065,-0.7505470365753995,-0.08116422493906733
56,vertical_velocity_150_max,-0.7595844281872809,-2.264531028836498,-0.5615286100140423
58,vertical_velocity_150_max,1.9260723191325932,-0.1081052178486827,-0.331637938540223
60,vertical_velocity_150_max,-1.2033287655078118,-0.9706184272378735,-0.22043176046642649
61,vertical_velocity_150_max,0.7084332815507832,-0.5470788092061465,-0.27696736560398594
62,vertical_velocity_150_max,1.558635710328815,-0.5134122031308739,-0.05138391983676726
63,vertical_velocity_150_max,-3.1923416116079237,-0.17704434498943702,0.37554954439763494
64,vertical_velocity_150_max,-3.9518676826223285,-1.718859049892023,-1.0329260160835192
65,vertical_velocity_150_max,-1.4254508494345222,-0.7028858188483357,-0.4267562205480991
66,vertical_velocity_150_max,3.038806282562471,0.5643086143968193,5.05169563446939
67,vertical_velocity_150_max,-0.1780945664759297,0.6834266198904074,0.06878018147410733
68,vertical_velocity_150_max,-1.684999105247958,-3.895014904232624,1.5628590687462098
69,vertical_velocity_150_max,2.2656599458635673,0.0361880120555803,-0.22400143769784614
71,vertical_velocity_150_max,-1.1566167839918962,-1.6456945757820218,0.514098521108952
72,vertical_velocity_150_max,-0.6159895266018968,0.08945682122362732,-1.5192339060003677
73,vertical_velocity_150_max,1.4882202955854462,-1.4644803669898194,-2.0042583414769126
76,vertical_velocity_150_max,5.755539242907879,3.7709147029238324,-0.4702808207197858
77,vertical_velocity_150_max,-1.24578829087544,1.794005533730593,0.38094489807815735
78,vertical_velocity_150_max,-2.635645051119306,-2.533684432558923,-0.9414175737534143
79,vertical_velocity_150_max,-1.1466900416426837,-0.6843730745423632,-0.31356470445478196
80,vertical_velocity_150_max,-7.178451386375114,10.275557832149325,0.24969926076195775
81,vertical_velocity_150_max,-7.477523360937662,7.2345136725587516,1.8242447267284239
82,vertical_velocity_150_max,-7.247187606513823,2.0585124620449373,-0.8274796256129884
83,vertical_velocity_150_max,-8.281899724578512,-2.2061567012086845,-2.050945447469534
85,vertical_velocity_150_max,17.47980994766498,1.842383899755179,-0.8002522297220629
86,vertical_velocity_150_max,17.105904580090517,-0.6902356747195108,0.9470232274457087
87,vertical_velocity_150_max,2.0292926086890746,-0.17654309699097154,-1.9343136732538295
89,vertical_velocity_150_max,11.909466955170933,6.390018675174919,-0.5127071319716131
90,vertical_velocity_150_max,-1.002111298972614,-1.3129632951941048,0.15428668297338402
93,vertical_velocity_150_max,12.822165019210917,-3.9049363127937573,2.2846743659604183
95,vertical_velocity_150_max,-0.6127383483036202,-0.26315123783229766,0.8909052929308549
