storm_number,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6
1,convective_precipitation_min,-0.7320062767097261,2.1892287901155947,8.636452843925484,0.7101152117698021,3.7100424189356467,-2.172618761923297
2,convective_precipitation_min,-1.095569104087046,-0.3345494933935987,-0.35668282896805537,-0.2220676356482347,-0.09612241514679756,0.008566683266793778
3,convective_precipitation_min,-1.095569104087046,-0.3345494933935987,-0.35668282896805537,-0.2220676356482347,-0.09612241514679756,0.008566683266793778
5,convective_precipitation_min,-1.095569104087046,-0.3345494933935987,-0.35668282896805537,-0.2220676356482347,-0.09612241514679756,0.008566683266793778
6,convective_precipitation_min,-1.095569104087046,-0.3345494933935987,-0.35668282896805537,-0.2220676356482347,-0.09612241514679756,0.008566683266793778
7,convective_precipitation_min,-1.095569104087046,-0.3345494933935987,-0.35668282896805537,-0.2220676356482347,-0.09612241514679756,0.008566683266793778
8,convective_precipitation_min,-0.23174199401881443,4.114972528068135,12.423465851768126,0.927956432412041,-3.1945317331069782,0.9855682766668564
11,convective_precipitation_min,-1.095569104087046,-0.3345494933935987,-0.35668282896805537,-0.2220676356482347,-0.09612241514679756,0.008566683266793778
12,convective_precipitation_min,-1.1006872650340602,-0.3378378344188878,-0.3584828507918974,-0.2233320607591762,-0.09763314640644101,0.008459815168402237
13,convective_precipitation_min,-1.1006872650340602,-0.3378378344188878,-0.3584828507918974,-0.2233320607591762,-0.09763314640644101,0.008459815168402237
16,convective_precipitation_min,-1.095569104087046,-0.3345494933935987,-0.35668282896805537,-0.2220676356482347,-0.09612241514679756,0.008566683266793778
19,convective_precipitation_min,-1.1006872650340602,-0.3378378344188878,-0.3584828507918974,-0.2233320607591762,-0.09763314640644101,0.008459815168402237
21,convective_precipitation_min,-1.0913414579480447,-0.3320625198759064,-0.35615315862488567,-0.2231014190625853,-0.09704453520181454,0.009244615084604668
26,convective_precipitation_min,-1.095569104087046,-0.3345494933935987,-0.35668282896805537,-0.2220676356482347,-0.09612241514679756,0.008566683266793778
27,convective_precipitation_min,-1.095569104087046,-0.3345494933935987,-0.35668282896805537,-0.2220676356482347,-0.09612241514679756,0.008566683266793778
29,convective_precipitation_min,-1.1006872650340602,-0.3378378344188878,-0.3584828507918974,-0.2233320607591762,-0.09763314640644101,0.008459815168402237
31,convective_precipitation_min,-1.095569104087046,-0.3345494933935987,-0.35668282896805537,-0.2220676356482347,-0.09612241514679756,0.008566683266793778
32,convective_precipitation_min,3.7015933133161565,-3.4832842678666767,0.6976561879420308,0.612394544221246,0.2543721403339972,-0.6233619643724101
33,convective_precipitation_min,-1.095569104087046,-0.3345494933935987,-0.35668282896805537,-0.2220676356482347,-0.09612241514679756,0.008566683266793778
34,convective_precipitation_min,-1.1006872650340602,-0.3378378344188878,-0.3584828507918974,-0.2233320607591762,-0.09763314640644101,0.008459815168402237
38,convective_precipitation_min,-1.095569104087046,-0.3345494933935987,-0.35668282896805537,-0.2220676356482347,-0.09612241514679756,0.008566683266793778
39,convective_precipitation_min,-1.1006872650340602,-0.3378378344188878,-0.3584828507918974,-0.2233320607591762,-0.09763314640644101,0.008459815168402237
43,convective_precipitation_min,-1.095569104087046,-0.3345494933935987,-0.35668282896805537,-0.2220676356482347,-0.09612241514679756,0.008566683266793778
44,convective_precipitation_min,-0.09818256633501905,2.462820337898981,-2.0449481246657926,7.897088157773677,0.7336186836971815,1.4404481055271128
45,convective_precipitation_min,-1.095569104087046,-0.3345494933935987,-0.35668282896805537,-0.2220676356482347,-0.09612241514679756,0.008566683266793778
46,convective_precipitation_min,-1.095569104087046,-0.3345494933935987,-0.35668282896805537,-0.2220676356482347,-0.09612241514679756,0.008566683266793778
47,convective_precipitation_min,-0.8017694965610941,-0.33861207140796,-0.3830072676685737,-0.2656322267742932,-0.1553433324812532,-0.15603325937178694
48,convective_precipitation_min,-0.25600288050708486,1.6566476520318811,-1.2457944235544054,1.5200235992338598,-0.42304193173174404,-1.172473915644559
49,convective_precipitation_min,-1.0424042544725247,-0.17263486195222497,-0.4652152754922505,0.386145069829935,-0.016754623701040056,0.1667006210411853
50,convective_precipitation_min,-1.095569104087046,-0.3345494933935987,-0.35668282896805537,-0.2220676356482347,-0.09612241514679756,0.008566683266793778
51,convective_precipitation_min,-1.090450943140032,-0.33126115236830955,-0.35488280714421455,-0.2208032105372933,-0.0946116838871544,0.008673551365185283
53,convective_precipitation_min,0.16385522985047304,-0.7137176781336366,-0.34113309029588756,-0.20449418464243727,-0.3898516384850024,-0.6104437628360333
54,convective_precipitation_min,-1.095569104087046,-0.3345494933935987,-0.35668282896805537,-0.2220676356482347,-0.09612241514679756,0.008566683266793778
