,PCA_1,PCA_2,PCA_3
0,11.364395339293596,3.8670183693426496,2.3678517247660045
1,10.766310980694904,3.196286824838247,2.007297729959829
2,9.861249680984576,2.5283099481426996,1.193214406504554
3,9.161659200999932,1.7822163342485837,0.5543985815155092
4,8.517387611474584,0.9785348265762442,-0.4657091214669828
5,7.7527800331301195,0.302804751400741,-1.1810013715501804
6,6.974624398633049,-0.2175881811228532,-1.6411893361050836
7,6.139165447626432,-1.0329706698469443,-2.3336670594093434
8,5.384948980838886,-1.1179258164729833,-2.0975869998699497
9,4.6425672670389995,-1.429328386011736,-1.4686589193965145
10,3.8113967646782374,-1.5619134448099012,-1.1984696008155775
11,3.083622630640384,-1.8650221192068215,-0.8458926771679962
12,2.2565648372076503,-2.296635232597783,-0.452934158962832
13,1.44986233513868,-2.190847564659602,-0.23720143943912197
14,0.8072663693575082,-2.338126716161471,0.14269526872830834
15,0.08500547353557827,-2.3121450671104116,0.3845485906350053
16,-0.731392482549779,-2.437359688496317,0.6976423261128544
17,-1.3964888721135325,-2.403236102444175,0.6555146894802449
18,-1.991526473800157,-2.265315039388067,0.8121517882466692
19,-2.6241944761668496,-2.2158081479904346,0.7547821468646367
20,-3.0330045537228942,-1.6783129789309534,1.0343693037324193
21,-3.445721633249652,-1.452656608571326,1.2315948896045965
22,-3.819021020394466,-1.157234306919114,1.131557546287436
23,-4.120861341552538,-1.0463511376466936,1.0474133792848455
24,-4.544343468825028,-0.654358068308497,1.1639661384863818
25,-4.762160174418385,-0.22321904969097886,0.9524761361305134
26,-5.005343515027818,0.22082525717885373,0.8856668091271046
27,-5.2800642274148135,0.7180623173394254,0.6945233949065903
28,-5.521448222501504,0.946863426612293,0.3052506026236695
29,-5.947889377046592,1.1334944923045631,-0.05114728343503295
30,-6.187983671171783,1.4439251616890345,-0.8569838155548128
31,-6.391474821835043,2.0858006866147503,-0.7636274064440564
32,-6.5482270846970705,2.5600479658019255,-1.0739880133604538
33,-6.713256329381562,3.0052107605405665,-0.9389500979914941
34,-6.8928943135137155,3.4316999763158846,-1.182232742122713
35,-7.1015112918899295,3.695253227440599,-1.227675409905021
