,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6
0,6.972572878180411,7.5227724420413775,3.1273591572963295,0.4540427372259503,0.8742336697634395,0.6899249377719056
1,7.109357261409798,6.271620564352116,2.799690588773019,0.19461546141500716,0.5931993279223634,0.5268527668757835
2,7.6353811701408585,4.773504655883588,1.2442468959686526,-0.2265057707360068,-0.29051133876329066,0.26312661155535827
3,7.281557932808669,3.6330009674455095,0.8710882656224246,0.08095253026021963,-0.2273599167234184,-0.257344001586536
4,6.671427058380687,2.6688838144850675,-0.04998715036476452,-0.8249189237269365,-0.37585451564374617,-0.22879824881828223
5,6.727395255266122,1.1868226421169328,-0.6596999534625152,-0.23058484150312608,-0.8158589243476508,-0.9424560004866488
6,6.167398911888446,0.0017089081576929675,-1.3468708311597413,-0.8311017345691392,-0.7091805675150015,-0.4945854702796014
7,5.589753853205088,-1.1464056106861678,-2.205426826213446,-0.23806156173670404,-0.9848680293406988,-0.8910888419533971
8,5.262532864251039,-1.8828571360296846,-2.4949959889601616,-0.1627618991548452,-0.060919023800575366,-0.5856313287808279
9,4.32759704464145,-2.5634427329673404,-2.439978613621148,-1.5576983653369918,1.4012306623980868,-0.0034566255688762925
10,4.0317988643438865,-3.635142763764514,-2.2299522908879776,0.25799595061434066,0.5404286518620453,0.5656691707381012
11,2.915706333107751,-4.0915823270628655,-1.7489481802131497,0.20275653495278118,0.6524656662190282,0.3695740046670479
12,2.2892570826563565,-4.7177187882559215,-1.2530174582733475,0.718857629187049,0.28388266734969886,0.9524047993650726
13,1.4611105475372135,-4.598287468183527,-1.0139134178312657,0.37945032845869525,0.4413953340841683,0.7975063164501255
14,1.0709638813197864,-4.804125443700115,-0.16185431670193504,0.9051294286973259,-0.14129386273245312,0.6097182191072791
15,0.1548161857960034,-4.70115857638113,0.9105966568752379,0.6971316845927696,-0.37980072043085633,0.6337010953156608
16,-0.6432265692742889,-4.316380646346223,1.7298428055266457,1.2195643268873095,-0.7804518099923469,0.19973999360864444
17,-1.1852351089761455,-4.028723717672618,1.982546254716472,1.0349511093113477,-0.9613674608052074,0.10082148002707621
18,-1.4379085754086753,-3.688704508627286,1.9969241911149724,0.7929456377972816,-0.5085618617023887,-0.24781101524836102
19,-1.983229322779221,-3.0363638591599877,2.085880573679203,0.7535149635968884,-0.5625599850370814,-0.2156050188595757
20,-2.386659821197045,-2.9982842523313673,1.6469748564304907,-0.25854190171026836,0.2507229674818831,-0.5831111256992376
21,-2.753272856253303,-2.2235846172264417,1.724370215885445,-0.07552314525149159,0.2465705208070345,-0.3824214689870326
22,-2.983665560000915,-1.7775060594212646,1.3133886745466838,-0.4795395194840088,0.9293482714178918,-0.866437245907502
23,-3.5202306950844404,-1.1913843285052004,1.222077439179379,-0.37679302439870954,1.1655022675644655,-0.7741822698417001
24,-3.8371375386080335,-0.8841343514824979,0.821050052829948,-0.5747018580732012,0.8514897497348696,-0.3949259514805192
25,-4.189944247924997,-0.36323054885502276,0.7686975895199488,-0.34279828545463625,0.6344918996016331,-0.4585218244031351
26,-4.667565452439082,0.21196100532886109,0.5025773029520224,-1.2848679873184687,0.07495058022560445,0.0020622224809684984
27,-4.964856929026657,0.9282053094027846,0.4459986399648237,-1.1917800865330177,-0.3878894946125332,0.1973731086874947
28,-5.327088256815258,1.5551978785636897,0.34654759764254567,-1.8227103768933421,-0.48930102954633103,0.33840301924719485
29,-5.293746845399415,2.145228869745229,-0.4989846265691626,-1.4585652224268,-0.5759785745712048,0.4047555105817927
30,-5.341963286536233,2.9781327855830146,-0.5751613693121556,-1.3779934630887896,-0.9312288608183941,0.6326855288613153
31,-5.479377432192795,3.556939584764378,-1.5707771899076919,-1.1868477759844345,-0.15057777166621053,0.4682602249266146
32,-5.039509256538819,4.076309992678893,-1.7531206291611938,-0.16943413574000127,-0.04833083741816601,0.2923540146471019
33,-4.980332782101273,4.403475675988632,-1.807969002232384,1.0932895180148134,0.14232389358010783,-0.0351877277403415
34,-4.836254790035476,4.981227371326394,-1.9593981346602167,2.5534537926724448,0.2989316882412003,-0.39932630149820697
35,-4.817421798341489,5.75402526879501,-1.7698017789919862,3.333078245436694,0.0007267672140342519,-0.28404255777475557
