storm_number,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5
1,2m_dewpoint_temperature_std,6.173445273841104,-2.6914371701196886,1.2164996479993686,0.015896048014686116,0.34572836947132224
2,2m_dewpoint_temperature_std,5.057313700793515,1.6694430491729373,-0.023698648245310244,0.26120544176689625,0.1143807344836081
3,2m_dewpoint_temperature_std,3.394401465639338,1.2992146428330997,-0.5846904646316446,-0.3092011675227423,-0.00846512303753525
5,2m_dewpoint_temperature_std,10.106749063163583,0.810775572350017,-1.6883571772341972,0.0003535166344763385,-0.3607611549656601
6,2m_dewpoint_temperature_std,6.587540927255013,1.379685680050908,1.1042358717195577,2.206939921221011,-0.36257087148465156
7,2m_dewpoint_temperature_std,-2.3315758547285768,0.02106511019643434,1.1348625891698327,0.033103382931563535,-0.1946354886451746
8,2m_dewpoint_temperature_std,-0.16988561370363583,-3.949728652299838,-0.869671879413348,0.380382519747939,0.505067944092618
11,2m_dewpoint_temperature_std,-1.8636603235041178,-0.27894955706699204,0.800637929084912,0.5053474274069308,0.5506861425147166
12,2m_dewpoint_temperature_std,-4.673660765890885,1.249956324648597,-0.4529043881594241,0.27886935563097504,-0.4879847185565628
13,2m_dewpoint_temperature_std,-3.6883821584557777,2.0837211834560163,-0.4233641031978551,-0.8487264741867961,-0.08054268859615306
16,2m_dewpoint_temperature_std,-1.5841172304779332,0.8094782665855937,0.4492450293620392,-0.06292055446259959,0.312439581789638
19,2m_dewpoint_temperature_std,-1.2430003165360517,0.1843190897225264,0.5923078429398371,-1.045725902402415,0.057497008057007665
21,2m_dewpoint_temperature_std,-8.223278927074785,-0.6527973395928443,0.7850371128397404,0.5023164875060111,-0.39682242244874905
26,2m_dewpoint_temperature_std,-9.946867381422267,-1.1103219765359857,-0.48767702019746917,0.21920047600073675,-1.3217602399746577
27,2m_dewpoint_temperature_std,-4.351212438213024,0.8716765319812826,-1.4438995157761896,-0.6081417620435812,0.8541415737853513
29,2m_dewpoint_temperature_std,3.7896898057107893,0.578290953697623,-1.1118522147054544,0.5612708643991842,0.3420047337421273
31,2m_dewpoint_temperature_std,-0.9914612875803849,0.7485548311058341,-0.39875533762887183,-0.20813938850240535,0.29103728366523895
32,2m_dewpoint_temperature_std,0.19667418961730457,-1.1445824701202052,-1.1673296021700483,0.48385750313460035,0.12187408913061276
33,2m_dewpoint_temperature_std,2.866694044222738,0.9934499725134843,-2.1413713760442734,0.056901558165259325,0.2514473752717469
34,2m_dewpoint_temperature_std,4.746143187080046,-1.1711534419856686,1.7667319529407508,-0.08747492235890947,0.2663895858653719
38,2m_dewpoint_temperature_std,0.3998406208158373,0.955533556876849,-0.16667676473136012,0.4268815076282519,0.47171165697027095
39,2m_dewpoint_temperature_std,1.9325405217604683,-1.1720892740232363,-0.43607490218732686,0.41395937149416373,0.5122589469468317
43,2m_dewpoint_temperature_std,-3.923948509887854,4.32764117829936,0.2961263873713507,1.334820429011488,1.1968073535436068
44,2m_dewpoint_temperature_std,-3.130607203842623,-2.9864306055477186,-0.3505212716773489,-0.343022174611887,-0.10760897758888144
45,2m_dewpoint_temperature_std,-8.029179743005184,1.6175587953449704,0.2425478400562667,-0.15730251186862498,1.3471905705811376
46,2m_dewpoint_temperature_std,-4.8407926054743475,-0.1774244435621064,0.11889258370885959,0.49050250616209434,-0.5207380876004066
47,2m_dewpoint_temperature_std,6.702228269385323,-1.1534664720365302,-0.1779735783102102,0.9881194691277824,-0.1908639560227206
48,2m_dewpoint_temperature_std,0.20108249583956164,-0.5166633519092109,1.4306591147600418,0.03596116175179463,0.5807321761812977
49,2m_dewpoint_temperature_std,0.6303484103180814,0.34063209305627035,-0.6287964006630863,0.7688621429097018,-0.4904892420842719
50,2m_dewpoint_temperature_std,-2.3022832650861984,0.6975156598471535,-0.8878236523648328,-0.40914798549511805,0.3141887823455414
51,2m_dewpoint_temperature_std,0.6784426436699261,-0.7618462195816617,-1.4757620721320992,0.6712712825670194,0.12078766697105806
53,2m_dewpoint_temperature_std,0.3038879101743249,-2.0154147582973114,1.7435355379121256,-0.14083465184431976,-0.9545842337720309
54,2m_dewpoint_temperature_std,3.191131191255891,-0.7819723627077118,1.4740121759538178,0.28141459276121794,0.3989648528665733
56,2m_dewpoint_temperature_std,-5.0259883936610565,-2.9428487746034357,-0.7329969274096789,-0.6614215496796535,0.10535627400981719
58,2m_dewpoint_temperature_std,4.216944104646049,-1.7454862644430706,2.701456169393395,-0.5747591117547876,-1.1350934885546562
60,2m_dewpoint_temperature_std,0.07383583688953035,-1.0726884768715972,0.25213349476322583,-1.191082989362388,0.16092051754700878
61,2m_dewpoint_temperature_std,0.9061631344260307,0.526819113799845,0.2649475583695091,-2.095794449002789,-0.2809886954651994
62,2m_dewpoint_temperature_std,4.022115292437811,-1.1405083936164644,0.0056186884246656665,-0.45004112541171915,0.17588291658203292
63,2m_dewpoint_temperature_std,7.390261260470867,-1.306608920146356,-0.913056844606241,0.8122465914254612,-0.24899818174505906
64,2m_dewpoint_temperature_std,-0.6314307596153594,2.190296392532533,-1.555869181232201,0.10053641976823265,-0.21876683952353054
65,2m_dewpoint_temperature_std,-5.2110415019570135,1.6891683831577573,-0.13644773430379248,-0.46595872550325285,0.13207551311974317
66,2m_dewpoint_temperature_std,7.459365234281681,-1.269526713808267,0.917745959803048,0.12097249925869938,0.5851699381053188
67,2m_dewpoint_temperature_std,-3.647353114657952,-0.2540902859014735,-0.8000107822690189,-0.3003116186898742,0.2990598593620975
68,2m_dewpoint_temperature_std,0.964930605270049,0.5998647840931094,2.525395676109389,-0.3811396264232245,0.2507287804094182
69,2m_dewpoint_temperature_std,4.643735689639713,0.8512506299113223,0.2793534885632922,-0.293960265229185,-0.4848767825188205
71,2m_dewpoint_temperature_std,0.7030134996335763,1.6861143712703914,-0.7783516104648076,-0.05182667112972218,-0.07903168621757184
72,2m_dewpoint_temperature_std,-1.007947616832067,3.3821768078700947,1.3783316323829444,1.4463151934168648,-0.21805513674706772
73,2m_dewpoint_temperature_std,2.248816818106564,8.073363853573518,0.6654698285443958,-1.4772176078099426,-1.210534785950872
76,2m_dewpoint_temperature_std,-3.0131797938997935,1.1010206703456296,1.4081130317950457,-0.7735027631391453,0.5574843997968327
77,2m_dewpoint_temperature_std,-6.58551503886927,0.5829979369801137,0.4960149582357704,1.190620187317433,-0.38471009747659873
78,2m_dewpoint_temperature_std,3.302365645290021,-0.9930980546415467,0.42283740018311894,-0.9245531351949206,0.640429362450104
79,2m_dewpoint_temperature_std,5.956734263843204,-0.6949737913491958,-1.6153725197810465,0.4341979533856928,-0.7031464651387809
80,2m_dewpoint_temperature_std,5.703780463704837,0.028522790725195726,-0.6107845351709291,-0.357550876473631,-0.11955461118815253
81,2m_dewpoint_temperature_std,5.107396519732171,-1.1133521137652977,-1.1277906915867901,-0.2979834528158453,0.09901335665714718
82,2m_dewpoint_temperature_std,4.687652569617376,-0.07790177398214576,-1.2685579451777491,-0.7782142774872995,-0.24860585421259768
83,2m_dewpoint_temperature_std,1.7544875837199885,-1.0189874269070487,0.6394780320535655,-0.6725093592967261,-0.07194914014747346
85,2m_dewpoint_temperature_std,-0.9661033686978191,0.021514001932140266,0.20306028692254843,-0.8717046300471607,0.18421230504169714
86,2m_dewpoint_temperature_std,-5.073738174309924,-0.9956736605502512,1.5937725633359563,1.321817701991821,-0.29633382650428114
87,2m_dewpoint_temperature_std,-5.982654867822288,-4.51873748246649,0.6883472270385718,-0.3428766295882758,0.01069110355858738
89,2m_dewpoint_temperature_std,-5.134927262151693,-2.662383297978277,-1.6669709817841198,-0.09626612154048367,-0.6176050102270034
90,2m_dewpoint_temperature_std,-6.863449807917021,0.6700065216945097,-0.17433912459260242,0.45544305784396044,-0.09882704244309316
93,2m_dewpoint_temperature_std,-7.785680054711637,-0.8914660291644596,-1.3761836310923914,0.17717735773443843,-0.5611497486407488
95,2m_dewpoint_temperature_std,2.1231711377342224,1.2209808059569718,0.0765252672047715,0.3025485527630385,0.2996938425634793
