,PCA_1,PCA_2,PCA_3
0,11.450732472694042,1.1253831152426519,-2.38869033194866
1,10.776382199450927,1.0520699906864672,-2.179723178608461
2,9.89963421044414,1.2824236283676251,-1.4554674211717773
3,9.198736446636888,1.203854973180036,-1.0346574324162299
4,8.384967054139091,1.3232636790565009,-0.28143729755549407
5,7.618510055682727,1.1868289495858408,0.35831105329574525
6,6.883870903379289,1.2730152895753697,1.0048452420275817
7,6.0382445674306515,1.2943951047257938,1.7278670647806424
8,5.152492466839752,1.3338927363732154,2.20964304354902
9,4.306794701630995,0.6493311448109887,2.4245581810276193
10,3.7585176581211446,-0.13303561642958017,1.925360602798475
11,3.1098475929083476,-1.1943920496903642,0.8868640869430101
12,2.5618389346990025,-1.8045815188167424,0.5221823998997108
13,1.8175743719235775,-2.019076555709537,0.46230827012726083
14,1.1429064858738156,-2.1959979649682153,0.26470629726885214
15,0.48803902269675564,-2.1999449353811373,0.25162950137635953
16,-0.14225770499886523,-2.1955282214414154,0.03321397787578872
17,-0.6815975523435414,-2.0376327141074912,0.07388482138408195
18,-1.3404354116056103,-1.9364159456350676,-0.05429619757488323
19,-1.9621020064138446,-1.835047760123652,-0.06149511740086389
20,-2.3597011790101594,-1.9625928882921986,-0.22898093774738298
21,-2.913955438892611,-2.226890288603727,-0.21459148719607707
22,-3.455763685057876,-1.926344978698462,-0.16857265233244403
23,-3.8951742977492265,-1.6212886712753076,-0.23514421310781888
24,-4.371180731044091,-1.2005012273116413,-0.22390060194877928
25,-4.64654531997753,-1.107067377317494,-0.7210725988233013
26,-4.951146224311915,-0.6773629129441363,-0.8142076025999565
27,-5.3652201351286575,-0.43015351840981003,-0.9356350512005016
28,-5.92480013029201,0.11729400055370634,-0.7551899030912173
29,-6.3415953490220405,0.6781976679594159,-0.6164060003307457
30,-6.640438170289647,1.4925192464686587,-0.16603657803813804
31,-7.00123027133423,2.075290265892875,0.029819281949868867
32,-7.327932806030326,2.6011231484041053,0.10719582044902812
33,-7.602613981431562,2.981878688257268,-0.021901916932644136
34,-7.7196545294882215,3.179363179389556,-0.14770234524365441
35,-7.945744220129182,3.8537303366259112,0.42271922051598326
