storm_number,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6
1,mean_total_precipitation_rate_std,-0.46710249098414797,1.373386501503996,-2.0016835851581107,0.7616550645241842,0.8980165114279919,-0.07101908819171662
2,mean_total_precipitation_rate_std,-2.5720401992017297,-0.789600229272222,-0.6134279507423482,1.2405658683872471,0.04627711253120708,0.7421134495850055
3,mean_total_precipitation_rate_std,-3.913404624871421,1.3821593130912442,-2.4336105877939302,-0.501769980095546,0.2371921560011199,0.16042464829999828
5,mean_total_precipitation_rate_std,-0.7608446207919093,-5.826737191885415,-2.2041214780103777,0.8393020399882758,-0.058751934548084125,-0.49272030094569474
6,mean_total_precipitation_rate_std,-7.026949191955255,-1.2462991283834242,1.2245599763703316,-0.0873417061185492,-0.31851286379759636,0.20520963240219747
7,mean_total_precipitation_rate_std,0.37970340304126676,1.0736819889701135,-1.5718747632584467,0.1441080933454924,0.3688129065835825,-0.040797140198635305
8,mean_total_precipitation_rate_std,3.3082989625209036,-0.9649685852400818,0.5215426282750315,-1.1121242730406775,-0.33963945669326334,0.1794407732042594
11,mean_total_precipitation_rate_std,3.0278280008609983,0.34482810092552024,-1.1753422451749744,-0.21115649186844937,0.22693271886212404,-0.2370328187972642
12,mean_total_precipitation_rate_std,5.180979031767614,0.07115393780360987,-0.10460643967712838,0.07529132499428576,-0.2598511379925121,0.5770583854388267
13,mean_total_precipitation_rate_std,4.059850072343713,-1.6566519665119719,1.2244544124741683,0.075531868881118,0.4771565701355306,0.25293836587687624
16,mean_total_precipitation_rate_std,0.4353244538830033,-2.465032102705141,-1.8290963329760086,-1.283271416314561,-0.44194247148827676,0.5612138787696055
19,mean_total_precipitation_rate_std,-1.0437046197335305,-0.26868317601978486,-0.47359787914869445,0.891820045063956,0.05603743953650279,1.2148546104193676
21,mean_total_precipitation_rate_std,-3.58190507487231,-2.1812611212513136,1.9907413687856035,0.7159664960381822,-0.6975868636368519,0.25339663101854315
26,mean_total_precipitation_rate_std,-0.18266402082361355,-5.159743939084422,1.278635736079014,0.5167321800632207,0.48942718844169514,-0.40052010406066746
27,mean_total_precipitation_rate_std,12.037268777940033,-1.7996868585057813,2.1792484626366466,-0.5930606947702592,1.3418139481428166,-0.4356125318465253
29,mean_total_precipitation_rate_std,4.171646144481508,1.1044091633395203,2.9228868648644255,-0.3930069295364858,0.6917272337529641,0.2511381769938142
31,mean_total_precipitation_rate_std,-1.3719827446097317,3.548456441346639,1.3791294627755097,0.1223844846836099,0.357581932142827,0.43648031234591433
32,mean_total_precipitation_rate_std,-0.5583387141409377,3.797724042141618,-0.0502343979221457,0.7350663173095295,-0.22979293517232194,0.22129149890446392
33,mean_total_precipitation_rate_std,-1.580683614154267,-0.4404272445329293,-0.004287235469477275,0.17064606735524784,-0.5399369939346197,0.4676785723964316
34,mean_total_precipitation_rate_std,5.115786740818295,-2.1544534020028587,-4.1582958326378,0.3529704966442955,0.4879650290085076,0.04909100301704117
38,mean_total_precipitation_rate_std,2.508490372402577,-1.8044848690224,-0.6749198061921445,-0.7377903630849574,0.3990689512485873,0.19565828098370897
39,mean_total_precipitation_rate_std,4.166676658659818,4.968124397992555,-0.88115727054298,-0.503267405291284,-0.6829568999108712,0.4536485903774932
43,mean_total_precipitation_rate_std,-8.131461244304152,1.0088416583167175,-0.48098811229060917,0.7023885086635092,-0.0437436847559425,0.09701932362289352
44,mean_total_precipitation_rate_std,-0.3878940559184922,0.4519089427335891,0.23084354385594136,-1.6210273560897803,0.20108416054962,1.075988294715629
45,mean_total_precipitation_rate_std,-5.3625078229574505,3.7620578124866455,-0.746046076112063,-1.4945193314789578,-0.6363481549337268,0.11782731499203708
46,mean_total_precipitation_rate_std,4.727601654799424,-0.5738543530849314,0.5726625342568546,-0.2804214110324764,-0.28256416411539526,0.25541568195098135
47,mean_total_precipitation_rate_std,-5.272917392691194,1.4659196196575461,-0.9610515595682049,-0.7985685932642469,0.36203690357713586,-0.20406046505214814
48,mean_total_precipitation_rate_std,6.214119508847072,1.7947493052166998,-2.355868133307812,0.41463543215905885,0.15091822557983905,0.4719621699387642
49,mean_total_precipitation_rate_std,-1.8423672228398487,3.1269861235005645,-0.5454518038077053,0.8736595775697894,0.14361432469535712,-0.5209521916646965
50,mean_total_precipitation_rate_std,-0.7802012735203047,1.091003053472257,0.25969031010384647,-0.6322432789500699,-0.8480483665860873,-0.4881059848531608
51,mean_total_precipitation_rate_std,4.105623345163487,-0.6439112831472826,-1.6425847101699882,0.6851857985526062,0.3415623105528998,-0.23340108363845366
53,mean_total_precipitation_rate_std,-7.822224338684524,0.29648061298570455,-0.6339099058126398,0.662470526041095,0.24371694867455365,-0.7481694088956289
54,mean_total_precipitation_rate_std,-4.244079767736965,1.229375449090906,1.4529885131595979,-0.09579222978115526,0.355528229652644,-0.2814925699228824
56,mean_total_precipitation_rate_std,-0.05936545810801091,-3.6096114875136047,0.48146016540089276,-0.10205853585661644,-0.7369527286597589,-0.006488449094466223
58,mean_total_precipitation_rate_std,-2.8988992071977577,-1.9168398979676955,0.2560788124407673,-0.15340732697073275,-0.1687058155368008,-0.15586671854390605
60,mean_total_precipitation_rate_std,-7.18621491731248,-0.12845587207452147,0.3979178156377513,-0.32111753335429877,-0.3294447044817431,0.2610227604093866
61,mean_total_precipitation_rate_std,-4.9756143523053815,-1.007474394462544,0.3663178804091442,-0.43456879977117885,-0.13770446163706726,0.13363991613937481
