storm_number,variable,PCA_1,PCA_2
1,mean_large_scale_precipitation_rate_mean,-2.0563778178319287,-1.4163170507435634
2,mean_large_scale_precipitation_rate_mean,-4.840748096820809,-0.8280681538116876
3,mean_large_scale_precipitation_rate_mean,-3.882458384865797,-0.4281654437481224
5,mean_large_scale_precipitation_rate_mean,1.4312557302871243,8.079326808850048
6,mean_large_scale_precipitation_rate_mean,-6.077715836180019,1.1144997310029274
7,mean_large_scale_precipitation_rate_mean,-1.2443770758258617,-0.7478978600211064
8,mean_large_scale_precipitation_rate_mean,4.860567869844978,3.077988498379201
11,mean_large_scale_precipitation_rate_mean,4.988455029491407,-4.576148380348445
12,mean_large_scale_precipitation_rate_mean,2.831439888962765,-0.7175954017025802
13,mean_large_scale_precipitation_rate_mean,4.498453498371959,-1.6145149000816887
16,mean_large_scale_precipitation_rate_mean,-1.952310594473481,1.9646731909515636
19,mean_large_scale_precipitation_rate_mean,-1.2535926973475255,-1.5167717142581802
21,mean_large_scale_precipitation_rate_mean,-6.060876175160603,2.990054901446459
26,mean_large_scale_precipitation_rate_mean,-3.56603066723946,4.345752628849888
27,mean_large_scale_precipitation_rate_mean,11.277877750460364,0.7495374469645679
29,mean_large_scale_precipitation_rate_mean,9.828078449409794,0.7571720050619856
31,mean_large_scale_precipitation_rate_mean,-3.9966112383759826,-2.8801378916308473
32,mean_large_scale_precipitation_rate_mean,-2.6313258916968874,-2.806288765654664
33,mean_large_scale_precipitation_rate_mean,-1.0333668707541352,1.2169632141647757
34,mean_large_scale_precipitation_rate_mean,5.3179749568542745,3.7052048503248143
38,mean_large_scale_precipitation_rate_mean,0.04325269519020097,3.5994096047967905
39,mean_large_scale_precipitation_rate_mean,5.618672308060277,-5.5706464809710905
43,mean_large_scale_precipitation_rate_mean,-8.120292402890104,-1.0269332673265594
44,mean_large_scale_precipitation_rate_mean,0.08252619919691304,1.8569351518998995
45,mean_large_scale_precipitation_rate_mean,-4.258882049647067,-3.720320947769685
46,mean_large_scale_precipitation_rate_mean,0.4225116228627019,0.5539948252212442
47,mean_large_scale_precipitation_rate_mean,-3.673956014572499,-4.804316365254359
48,mean_large_scale_precipitation_rate_mean,5.089682456955453,-3.2996665867258135
49,mean_large_scale_precipitation_rate_mean,-4.258735749054231,-3.0262574984497017
50,mean_large_scale_precipitation_rate_mean,-0.6928467440323596,-4.365248177208904
51,mean_large_scale_precipitation_rate_mean,6.508206961686819,-0.9722683753291719
53,mean_large_scale_precipitation_rate_mean,-7.561392711889878,-0.2554087446241119
54,mean_large_scale_precipitation_rate_mean,-1.678306295955944,0.22499054761715237
56,mean_large_scale_precipitation_rate_mean,-0.5064146203080085,5.33202676888432
58,mean_large_scale_precipitation_rate_mean,-1.188419045980952,3.5833887193515874
60,mean_large_scale_precipitation_rate_mean,-7.154504382360462,0.7596582734385807
61,mean_large_scale_precipitation_rate_mean,-4.084902602955642,1.269768749005637
62,mean_large_scale_precipitation_rate_mean,4.357386692517438,-0.09184519383418031
63,mean_large_scale_precipitation_rate_mean,-1.6714934446009118,-2.536419671105797
64,mean_large_scale_precipitation_rate_mean,1.8071359759690717,-0.17843605305159935
65,mean_large_scale_precipitation_rate_mean,11.20666125894685,-1.1201980262976117
66,mean_large_scale_precipitation_rate_mean,-2.9611175233040963,0.3586530325538132
67,mean_large_scale_precipitation_rate_mean,11.0024738399426,5.902331399983981
68,mean_large_scale_precipitation_rate_mean,-4.293783051204129,-2.311117840428412
69,mean_large_scale_precipitation_rate_mean,0.40412469296518455,-2.5011401594928713
71,mean_large_scale_precipitation_rate_mean,-2.1218982183815567,-0.13359915804099898
72,mean_large_scale_precipitation_rate_mean,0.7038859209538205,2.4500646912611543
73,mean_large_scale_precipitation_rate_mean,-4.3384318520907375,0.8187314566747634
76,mean_large_scale_precipitation_rate_mean,-4.992283670050628,-3.2972162843827664
77,mean_large_scale_precipitation_rate_mean,2.7150718807681296,5.125020022827617
78,mean_large_scale_precipitation_rate_mean,-3.2876538050790938,0.34461214008768765
79,mean_large_scale_precipitation_rate_mean,-2.8734636925108665,-3.1393182623293145
80,mean_large_scale_precipitation_rate_mean,1.8572083262898278,0.5130913047114596
81,mean_large_scale_precipitation_rate_mean,4.542481395556239,-2.4736591129775305
82,mean_large_scale_precipitation_rate_mean,2.4278565149685947,-0.7824312138330176
83,mean_large_scale_precipitation_rate_mean,5.189434026680099,-0.46406757455779735
85,mean_large_scale_precipitation_rate_mean,2.848984669905313,-1.3862924709079418
86,mean_large_scale_precipitation_rate_mean,-0.7266253904060731,2.049327173990275
87,mean_large_scale_precipitation_rate_mean,-0.3360512448621429,8.53012552335685
89,mean_large_scale_precipitation_rate_mean,-4.453558117315696,1.8015267701269249
90,mean_large_scale_precipitation_rate_mean,6.325142084762388,-4.968747694847251
93,mean_large_scale_precipitation_rate_mean,-7.247899533000053,3.1338212653243183
95,mean_large_scale_precipitation_rate_mean,2.8919008111650473,-6.2511899753629026
