storm_number,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7
1,mean_vertically_integrated_moisture_divergence_mean,-1.6271886929228752,-0.617677268227232,1.8720399451653886,0.07396437862187052,-0.2600941689860885,0.47377231988916496,-0.23600384216950976
2,mean_vertically_integrated_moisture_divergence_mean,3.770616285679046,-6.873727840893562,-0.42277432343919935,-1.9720049331946543,0.5636543111867681,0.787605574622173,0.45599838274224885
3,mean_vertically_integrated_moisture_divergence_mean,3.5616489536937266,1.502091003287877,1.9485110744899148,0.16075239579685216,1.416016921987272,-0.3679757202549196,-0.11162836613772169
5,mean_vertically_integrated_moisture_divergence_mean,11.273207677711111,-7.252739099236439,3.852332876324742,-0.6728200374725212,-0.33262446206668184,-0.4275423868605213,-1.2413502169709099
6,mean_vertically_integrated_moisture_divergence_mean,5.040202068201862,-0.46128409076634985,-1.0807076791974357,-0.33803884886193425,0.7394771422479042,-0.8472107512002044,0.15495039550283696
7,mean_vertically_integrated_moisture_divergence_mean,1.1987610969089335,2.7283736731652555,1.0531839680848836,-0.2749366991842481,0.050872441838309815,-0.6553043590606074,0.3514152526249976
8,mean_vertically_integrated_moisture_divergence_mean,-1.0274283129483592,0.5538020805032501,1.4828914884802786,-1.2121149716292026,-1.160613812118072,-1.3787368713655195,0.70636079771763
11,mean_vertically_integrated_moisture_divergence_mean,-4.337373065507904,2.042404784610145,3.224481964452289,0.11477166763469222,-0.5597868868715202,1.0670549031510845,0.37855724826825216
12,mean_vertically_integrated_moisture_divergence_mean,-5.492631951882718,-0.499101672268987,2.0147902903093566,-0.9470440809129048,-0.34933347536559894,-0.13791830135107888,0.6682499708612448
13,mean_vertically_integrated_moisture_divergence_mean,-3.603538135197852,3.9295843574815903,0.9267299681022828,-0.23227955617454257,-0.4288675412940297,-0.22323527803038937,0.4412543871088943
16,mean_vertically_integrated_moisture_divergence_mean,8.910094038947763,0.022329821292581212,-1.3545127449829206,1.5411976316495513,-0.6446652948498331,-0.1085208552077141,-0.7033941726347186
19,mean_vertically_integrated_moisture_divergence_mean,6.498708941365448,3.571968148677902,0.705444416800529,1.2664580270239783,0.8771501711355605,0.8415555584354365,-0.32147086766639266
21,mean_vertically_integrated_moisture_divergence_mean,-3.064841560117774,2.5338195539561665,-0.5040976324303363,-0.5470290495587502,0.04679968042784013,0.017543075985807833,0.05735592436261561
26,mean_vertically_integrated_moisture_divergence_mean,-0.23296367429826662,1.120988391431272,-0.610101099621575,0.26985755623064434,0.22053017549252926,0.39039158178419286,0.27219358402215704
27,mean_vertically_integrated_moisture_divergence_mean,-3.2517469712164764,0.5491313653260836,-0.8853728341228095,0.23032003654501604,-0.9355942381675293,1.2251821737957311,-0.4710188098851031
29,mean_vertically_integrated_moisture_divergence_mean,-7.473046935846768,2.6475691971266317,2.8425315486638563,-0.30646695871279395,0.10371382575920783,0.34079005043803373,0.38943795330481623
