storm_number,variable,PCA_1
1,relative_humidity_50_std,0.8756547001696191
2,relative_humidity_50_std,1.3929805568290856
3,relative_humidity_50_std,-2.2845787619940006
5,relative_humidity_50_std,-3.2815633886776903
6,relative_humidity_50_std,-3.261043572442341
7,relative_humidity_50_std,-2.9973981609989973
8,relative_humidity_50_std,-3.939105761080535
11,relative_humidity_50_std,-3.006119498343015
12,relative_humidity_50_std,-2.194400613975447
13,relative_humidity_50_std,-2.8246321265812955
16,relative_humidity_50_std,-2.281375299511093
19,relative_humidity_50_std,4.3059329833416635
21,relative_humidity_50_std,8.346423441453712
26,relative_humidity_50_std,-3.0968102901667427
27,relative_humidity_50_std,-2.783772811602516
29,relative_humidity_50_std,-1.637700018900928
31,relative_humidity_50_std,-3.48697585062815
32,relative_humidity_50_std,-2.3858341057443178
33,relative_humidity_50_std,-2.003425464849932
34,relative_humidity_50_std,-2.043161112816426
38,relative_humidity_50_std,-0.8758407152837674
39,relative_humidity_50_std,-1.2503227077559662
43,relative_humidity_50_std,17.912765936183494
44,relative_humidity_50_std,-2.1049161026330583
45,relative_humidity_50_std,-2.9705324005192066
46,relative_humidity_50_std,-3.567510595655618
47,relative_humidity_50_std,-3.0030996985171035
48,relative_humidity_50_std,-2.0271112036186985
49,relative_humidity_50_std,-2.322896802653411
50,relative_humidity_50_std,-3.05662025723623
51,relative_humidity_50_std,3.527526365664526
53,relative_humidity_50_std,-2.2279648075275764
54,relative_humidity_50_std,-2.2177755239089243
56,relative_humidity_50_std,-1.3809282891464414
58,relative_humidity_50_std,11.616279282691508
60,relative_humidity_50_std,-2.7775218783068825
61,relative_humidity_50_std,-3.290334894842175
62,relative_humidity_50_std,4.925392804698228
63,relative_humidity_50_std,-3.7019075576634304
64,relative_humidity_50_std,-3.4577007040696244
65,relative_humidity_50_std,-2.610146494951378
66,relative_humidity_50_std,4.698962935043484
67,relative_humidity_50_std,-2.1398150680941153
68,relative_humidity_50_std,5.5701704687713685
69,relative_humidity_50_std,6.231959108298076
71,relative_humidity_50_std,-2.647957167440319
72,relative_humidity_50_std,2.8101545092202316
73,relative_humidity_50_std,8.50880591676427
76,relative_humidity_50_std,-3.4956444470999735
77,relative_humidity_50_std,-2.752911809494836
78,relative_humidity_50_std,-2.0304836419749765
79,relative_humidity_50_std,-3.4071927256623114
80,relative_humidity_50_std,-3.93648144412241
81,relative_humidity_50_std,-3.864795010567519
82,relative_humidity_50_std,-3.7619756277651986
83,relative_humidity_50_std,-3.601961926104022
85,relative_humidity_50_std,3.3655437347601276
86,relative_humidity_50_std,21.35969695928181
87,relative_humidity_50_std,2.454056149945523
89,relative_humidity_50_std,14.658581654229645
90,relative_humidity_50_std,-3.3604254124178192
93,relative_humidity_50_std,2.357175118383953
95,relative_humidity_50_std,-3.5673908723839167
