storm_number,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13
1,vertical_velocity_1000_mean,-1.9776588893559588,-1.4692783490606047,-2.3708653303456955,-0.44546027069835353,-0.3041043639212995,0.8195348961135162,2.017244517659723,-1.4933239079132503,-0.3913784683029202,-0.7422778940698139,-0.49687712159712605,0.5854698604539329,0.4254814740307425
2,vertical_velocity_1000_mean,5.69140877285733,0.779165598798067,0.5194116120536777,1.4223924994898873,-0.618614046205446,-0.18851473778421896,1.6616871230960597,-0.0525728747813677,-0.030341856877954747,0.5156853757003346,0.06025721134864004,0.4984709078295774,0.13228350084228274
3,vertical_velocity_1000_mean,-0.28401763456828716,-2.4132221111485173,-1.1437308951234806,-1.60809913721118,-0.44240867345293705,1.863736059858082,0.008346835236581331,-0.08694676910426935,0.099569111442654,0.4230848122371746,0.021763680647289882,-0.29327612231025363,0.17899125079984993
5,vertical_velocity_1000_mean,-4.037393325695348,-1.697303820497253,0.28828147974664703,1.0369468515360278,-0.01619094860480464,-0.10540464197546988,-1.6266760527083917,0.055544319622672,-0.9308981780524598,0.8420762837217286,-0.09953248767376274,0.4100356285908802,-0.165253370788197
6,vertical_velocity_1000_mean,-1.7102183085011842,-1.2022043557511046,0.33278617457740306,-0.4795945685019158,1.5143384551620669,1.1523917808908466,0.9534736319221316,1.369910954208618,-0.22556772626928945,-0.051211969945228114,1.131996956711048,-0.05344194155001907,-0.33881688025763357
7,vertical_velocity_1000_mean,2.0318808514784616,-0.8198449919445534,1.2352452825625213,0.529229002438542,-0.25810109493565964,1.1752089915986756,-0.11246515182434477,1.2197271914652033,0.3130128974964584,0.5546015556219279,-0.41405348008859044,0.2625777342315422,-0.11300897037939368
8,vertical_velocity_1000_mean,-6.163784194610956,-0.026838161321941542,-2.580806124492208,-0.32429298288806857,0.5339842223966589,-1.1772333629286702,-0.4993021296205838,0.4645394031275863,-0.14002278638909918,0.040298824085327506,-0.38301948276639375,-0.249764196549623,-0.028873382580864627
11,vertical_velocity_1000_mean,-1.019271349204557,-1.87149123737624,-0.7654077731995829,0.9739408976113529,-1.3435806149028164,1.1200514552605365,0.1982994621255133,-0.09409617918139646,0.5204890539486808,0.4278438740589274,-0.31439486602923944,0.5175887650348991,-0.29767698596094455
12,vertical_velocity_1000_mean,-0.35899868340527846,-1.4655013592633193,-0.41231927311220706,0.4323584862180152,-0.48731917009638487,-0.6948195110927364,1.9331328901294653,-0.9814021735431265,0.10445147505161914,-0.2535324227191848,0.6931143453551134,-0.26474376034419184,0.330228205643035
13,vertical_velocity_1000_mean,-2.2100452656996046,0.09212984612462727,0.6056142164378467,0.33561865579997957,-1.0929381362313444,-1.110938338835337,1.2968740656884656,0.9282285975165758,-0.47278046986238337,0.1782143891750382,-0.05463908478654853,-0.4606970106181057,0.19516976134397318
16,vertical_velocity_1000_mean,3.3002056232762635,-4.892833409371355,-0.6878313051045457,-0.2917049179158129,-0.6984942635983256,0.24020112589978823,0.9520264045822618,0.9573394631769215,-0.5962800815605517,0.13440915763207034,-0.6161405839531378,-0.04083323521946598,0.14064994818449617
19,vertical_velocity_1000_mean,3.1469975270989807,-2.525347749415542,0.012744009180661047,-0.3442851950317138,1.6698744092191116,0.4949929690924686,-0.36141715154347354,-0.9358163613320811,-0.6575324562771164,0.4000966082713636,0.01632808661468234,-0.04402677921415751,-0.0600882299157416
21,vertical_velocity_1000_mean,2.529536474969501,4.960478522347724,1.7002182357515507,-0.6532668549858842,0.38983867344819895,-1.2035964355268487,0.4733999369362315,-1.6968735753848627,0.28039150508130073,1.332102477662065,0.4566456869769844,0.40291912794502593,-0.09236871106966645
