,PCA_1,PCA_2,PCA_3
0,3.5747269942373205,-2.4097585574571445,1.6041849809060342
1,3.9365919454067444,-1.7813751899623427,0.6949235311368458
2,-2.3888995956406838,0.5529698552019654,-0.449596492558586
3,-3.308389159616103,-0.2514237072130318,-0.40801900148152076
4,-3.121258022833241,0.08773675022675509,-0.3068989120111928
5,-3.5873025868997144,-0.15235964421107814,-0.4550887575875331
6,-3.041610517235897,-0.27877868423362306,-0.30727581950692656
7,-2.409855047861119,-0.13727802400752534,0.01243288227366877
8,-3.034155664277016,0.014622275972210974,-0.27620750034486413
9,-2.1587831448968045,-0.11280429982154064,0.04911369915959597
10,3.538297132343502,3.9014640775871685,-0.30024545404715813
11,10.951215555994137,-7.878019803597004,3.562668882755744
12,-3.0082305710173527,-0.08821109107792548,-0.3690303576204194
13,-3.0786386525229537,-0.2829484325252322,-0.3320887532596706
14,-3.1864190030638246,-0.043319998073979675,-0.26371797324292956
15,-2.845298213112352,0.463073695172138,-0.08836214613114818
16,-2.727605088262846,-0.35657441821826646,-0.27670126736099787
17,-1.1339032860270262,-0.18240057096718162,-0.2014282307981466
18,-3.128668888539294,-0.26671712540058795,-0.3563575526898274
19,-1.6801365613083425,-0.1291862960470045,0.6631865114870378
20,-2.9807397194148155,-0.05438720927878029,-0.2472165304693998
21,-3.249133385095383,-0.18573927154059625,-0.4237491051781946
22,3.763804404426005,6.035868175229255,1.781234417074753
23,-2.7641657017620576,-0.4459906904329687,-0.2530896016324782
24,-2.656674601503469,-0.019180908141889753,-0.13044853219485875
25,-1.5742424551660874,-0.29815670076836515,-0.2717712679363588
26,17.099597324060962,3.194433953353692,-0.3817063895153072
27,4.553003352277489,0.7484376745108334,0.8822901285131284
28,-3.3668233363146878,-0.32495127412887403,-0.35584527441840547
29,-3.1948480939522215,-0.4030656530337853,-0.21299769197762955
30,-2.267114163253629,-0.16558743844147825,0.11009361436688254
31,-2.77807635340713,-0.2279902177796517,-0.3787357211176844
32,7.064692639865393,-1.671101665670811,2.351023764641251
33,1.8050862127184575,-0.10454582167812214,0.627124907226824
34,2.071607507891259,0.6654511459359936,-0.6397941792877755
35,8.974106227286308,-3.8218348520124286,-0.30088929108970436
36,-2.6156224874034453,-0.16682271032836937,0.0005904163461910478
37,-2.1492169154553107,0.5572614483292173,0.24220169203148653
38,-3.1081041851474445,-0.3024663768178247,-0.3627057441604002
39,-3.5136505019815174,-0.22420162725532017,-0.40188201711058824
40,-3.4116289877119423,-0.33531968766537673,-0.2588370715899369
41,-3.3482751028280138,-0.3412909532563015,-0.328399520295941
42,6.191883929438395,8.369265103890926,2.6762137044281724
43,20.002516972928305,-0.681623383388324,-5.218297792985706
44,-3.3413602456121434,-0.19845555970368375,-0.3830649575804913
45,-3.368299959750401,-0.2667163112737361,-0.31683422516583604
