storm_number,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18
26,vertical_velocity_20_min,-0.7413516746364779,-1.5474146358705585,0.3420650790583541,-0.008159577296616387,-1.0332519196435488,1.84935694381724,0.8953701505063028,-0.15876217739221415,0.5354855681646059,-0.24048100713365025,-0.177978890609765,-0.9233462375553364,-0.6043501866168136,0.20424378930342646,-0.1511424849828839,-0.08724066686626597,-0.13704422550529077,-0.5217268565381067
27,vertical_velocity_20_min,-1.244399810070213,-1.53112736253899,1.4251285405429115,-0.21215160982655037,-0.04354798324184281,1.0350835021856835,0.3414937086990328,0.664223205899517,-0.8633795079907917,-0.02964369244151285,-0.16912693890034775,-0.45163896946764787,0.12316257174339411,0.1704053112452826,0.3332774453193311,0.01569912520487204,0.45133655349005647,0.13452704893344108
29,vertical_velocity_20_min,1.6470269418591543,2.051906256193693,1.3310153747918037,0.4230175177176472,-1.5007553969939493,-0.8252682409175178,-0.7694784906920169,-0.2202963481478094,-0.5806557078513456,0.11027071164739448,0.08045122091316173,-0.011505456716710435,0.10235833476001605,0.9532890545025478,0.38756128150434316,-0.4088477310021285,-0.18100770179092102,0.5001294680546077
31,vertical_velocity_20_min,-1.6228359689201854,-0.9520426933538418,1.294815200691923,-0.7962898048537512,1.093769065858608,-1.451161544925991,-2.0886467892113187,1.5941473400784312,-1.4494333858517647,-0.5724547186813188,-0.2637403483069235,-0.3698578096614249,0.0788250846814795,-0.08072335095896079,0.3211474120338003,-0.12889311662129393,0.3775525478583448,-0.053868499557855797
32,vertical_velocity_20_min,-1.2585380305786609,-2.9171192773407113,0.059610259306519114,1.8196644057413536,-0.5781629070807567,-0.6901500612262008,-0.10396904897216003,-0.0672913440362137,0.8270304613317652,0.31354822074159044,1.0552176420338661,0.026518497128085076,-0.48968588864315,-0.21902454223424028,0.1783212984300709,-0.36747606676646255,-0.07376790768152341,-0.08742698226858593
33,vertical_velocity_20_min,-1.9304696802190167,-1.531997301459652,-0.4339440050255975,-0.5184282324916768,1.030301298618868,-0.008800871956002201,1.121212461701061,-1.3047298289860334,1.0074598723795398,-0.0801556831959949,-0.2739575019020875,0.36829416198168813,-0.6030321227183154,0.20948459948354992,-0.12513726899637673,-0.6065469214539363,-0.2505963454138612,0.11269733388772772
34,vertical_velocity_20_min,-1.53188530432503,-0.9152995093537843,0.3544899669453351,0.5443260222834118,0.7770492435010039,-0.5554115124264594,-0.1422112057891811,1.053679612043928,0.21757605978050504,-0.4550455908356077,-0.9632610582822084,-0.30803400254324614,0.13939013847933146,-0.17607403508061895,0.22241588365022757,0.3802794655674226,-0.03827413467782167,-0.4331226759528843
38,vertical_velocity_20_min,-1.8955249625469486,3.247878653832751,-4.216281641591442,-0.05564098116508096,-0.46057844859165514,0.06338763137475083,-1.2772563023151469,-0.43878254657275095,0.4451025063438146,1.2796133963644287,-1.1147548250177386,0.5849159354687536,0.5070016123109778,0.4352724153730704,-0.18446169556533704,-0.14519590611293343,0.29945898847703206,-0.4372108155368506
39,vertical_velocity_20_min,-1.1101501635660722,1.4179700080527438,1.9924664382319062,-1.5454205769148195,-0.8375286828570703,-0.6978702332675907,0.07646885355911018,-0.17517390426187845,0.07010327281982938,0.23132107299871593,-0.2314466003576404,0.2928570025127958,-0.12208696965779116,-0.0430580351387781,-0.2562815202187014,0.705189986247013,0.2087277286992319,-0.1819471064058865
43,vertical_velocity_20_min,-2.119425068570271,-3.377032282630864,-0.38068981639150956,-1.4127551803088385,0.7941747520692856,0.6560370165158003,2.940315413093569,-2.3864425115883354,0.6894600755410696,0.09723757475883847,0.641734845350778,0.39490302645325864,0.07734909072723879,-0.8267540944915219,0.28813279888979854,0.35033547905266854,0.06889169005598489,-0.20803889831816097
44,vertical_velocity_20_min,-1.8725491375876777,-1.0001786176924692,0.3610474839499153,0.8952271092088158,1.0848792686009028,-0.38272994748658334,1.4632799810144466,-0.38631922151238246,0.2605871017490244,0.022949497904275987,-0.39617122580001474,-0.3719541089658077,0.3818700741075615,-0.366582470707111,-0.21867305641983797,0.19948074262384663,0.18337293465798513,0.7639049664680166
45,vertical_velocity_20_min,-0.8185487178711728,-0.8299778814103473,0.5057999155083868,0.10127101152477415,1.1638952158571942,-0.055379384977360856,0.021439307089905102,-0.1754367256330177,0.38293740981842805,-0.054669923318607934,-0.4352841001108088,0.08610739245806215,0.2368053833491201,0.1995635006102846,-0.21820452651189276,0.0713740832764777,-0.5889920035716805,0.08518500911763195
46,vertical_velocity_20_min,-0.5297284605788458,0.1739251342703038,-0.41919879924135134,0.7493575532400683,0.2797118438150108,-0.3149345402452716,0.1273120773406747,1.3067494901205219,-0.44612090081740996,-0.2596644249135416,-0.20093174959260157,0.34711743729401406,-0.13147653941199086,-0.4168186979880569,-0.10652750577031088,0.07118641300845495,0.13642027674792756,-0.12191918080281403
47,vertical_velocity_20_min,3.5264235751628923,0.6161706305447505,-0.3789741177575752,1.3493832999283613,2.307839156693057,-1.65318444788087,0.15964014905287102,0.2807755982286814,0.7020496549288703,0.38572177093345017,1.050090827178344,0.27000545777480583,0.06932432129993328,0.025760516432988777,0.8089673265527203,-0.5347015463583453,-0.19388319446091928,0.022768636033888547
48,vertical_velocity_20_min,7.086419017217593,4.942820429448525,1.1697093001045809,1.7410569719246403,-0.9336762184218034,-1.876403441872304,0.2516085527586692,-0.6353106264281401,0.729128031867196,0.2352956166227405,-0.5493389364304108,-0.28366103299531625,-0.44717176847279744,0.840576070364224,-0.463026203735942,-0.39289471037561063,0.16956213864146893,-0.4975487476354095
49,vertical_velocity_20_min,-0.8784965618308839,-0.35970735707594653,-0.12023678469670628,0.3967271771903807,-0.5532837708019404,0.27175834874230487,0.06784739274442707,-0.12939780338291515,0.4195277984644528,0.493584828402189,0.17499141521552278,0.08609079293572866,-0.5888035227824507,-0.2701719607747915,-0.6054821584877622,-0.08101207945030098,0.23453401581478509,-0.06086118635782581
50,vertical_velocity_20_min,-0.6019309449666189,-1.4093731124250797,-0.7713125626705243,0.8294591220966315,-0.10853129114087255,-1.1854447901178637,-0.20281067644923112,0.5466168530166438,0.18899664719962392,-0.8064711649738807,-0.5047511082921371,-0.20264901460556267,-0.21833148593235271,-0.16092395080764527,0.2904092818325153,0.38495125394407625,-0.18115414423626194,-0.33437619164352766
51,vertical_velocity_20_min,-3.401816587537497,-2.841682252544495,-0.23564690614771294,-0.265150077881073,-0.5108952945431685,-0.21343645701198563,1.2749924996842057,0.24752721783161438,-0.8547913719969416,0.027221277808860488,0.2957513329180269,0.278169516352108,-0.7224310098666188,-0.15734995608507227,-0.1614598169251037,-0.05056369800960586,0.0347260978549099,0.30700255185583314
53,vertical_velocity_20_min,0.3003972875536231,-2.2253597207066877,-0.7609485280650198,-0.3456364676805074,-2.5829590969787297,-0.46571722746561545,0.10064714416409563,-1.1649147299370044,-0.5372754282712662,0.22697513577798079,0.062121572873189354,0.05062527388742617,-0.22764182044137204,0.004162461055298082,-0.713066619565752,0.21965867952380888,-0.17970048230409486,0.06450113674490157
54,vertical_velocity_20_min,-0.04537272298682481,1.0647959746093045,0.7419881452864271,-0.942755379643994,-0.662395572842654,1.2135666782034886,1.544274850078447,-0.3768330407277544,-0.020519803111162912,-0.9886397696926417,-0.9426112491964457,-0.2663531837785238,0.10871758867677778,0.23250745311959736,-0.3052056060679525,0.16543852141971113,-0.20169691098401332,0.05079444642897037
56,vertical_velocity_20_min,-1.0863809477402053,-1.719384707645658,0.24928097925980336,-0.8430366227398246,-0.5858530663851083,0.5935980533869055,0.8305136897963925,-1.5543893088679066,-0.04640256345549523,-0.2994585229959255,0.05572628025919234,-0.18826230723728238,-0.6525178900021262,-0.00619320172616775,0.635987929122074,-0.19213166166709877,-0.4424858077087224,-0.4049701483487988
58,vertical_velocity_20_min,1.040216088052081,0.24672390789322432,-0.6034738673861488,-1.2609453556436994,0.22857819079928512,0.17903088581659723,-1.098735764293586,-0.4628803940480588,-0.5687244882718347,0.43016088720631307,0.14809482434530225,-0.5952023258524843,-0.6776568888615707,-0.688176357834852,-0.10612549876904244,-0.2729245061988553,0.5155840619275728,0.2838125910129523
60,vertical_velocity_20_min,-1.137474150475522,-1.3901072260628804,-0.037838359798372086,0.8952777458685427,-0.81522197072014,0.009681456228364487,-0.9377861524629857,0.27671136682353914,0.48084619743753815,0.5586140124797568,-0.23677039424457033,-0.20126120840477668,-0.27494814176957705,0.15383714812960791,-0.06559442904142934,0.2951738261286884,-0.1600707432072406,0.04731132211504437
61,vertical_velocity_20_min,-0.3606339394337817,-1.047528500887196,0.7145768313910729,-1.758370623279069,-0.16340587613475446,0.05544602494151144,-0.18731727133460174,-0.31641077684150337,0.11183489541090945,0.31265577163765873,0.6107868424210863,-0.426844154524401,0.6976670641603051,0.5172523202567019,-0.24265852378610936,-0.23189226267008153,-0.38653345669119754,-0.06453128016456608
62,vertical_velocity_20_min,1.4489652868458884,0.5832308403431619,-0.3620279235025518,-0.7553675485095512,-0.4012322671738714,-2.1692054017189526,-1.0502843832505913,-0.4848279773820963,-0.6698253408538194,-0.12822093659150732,0.10691645906194455,-0.44980438491276753,0.5730013267578614,-0.3732412103418554,0.16890498954330335,-0.07982940400661422,0.08377144003797725,-0.3531939994063826
63,vertical_velocity_20_min,-1.5883600354724676,-0.9468127112562902,1.5064972819528137,0.36449067946499336,-1.7492465314250978,1.0992213507594415,-2.460896379694478,-0.12914823854401547,0.07868979786934019,-0.04132209557730494,-0.02710850426833229,0.5420759060196403,-0.6132778661834992,-0.1830812518285074,0.7107585968009018,0.17090560371554103,-0.13186656077329376,0.2546648144621429
64,vertical_velocity_20_min,-3.1720240405002764,-1.6145414475310262,-1.54531735595074,0.11799342160640933,1.8604358469635207,-0.44959419236877746,0.20299680781739077,1.0317337553273718,0.006354451591907804,0.6622653511451859,0.2609534424504429,-0.7115776818169971,0.9368279938772432,0.4964641511509329,0.46373748779078877,0.40246257597688445,-0.4341928475875174,0.009314348582605641
65,vertical_velocity_20_min,-2.662895410306946,0.03125119000017464,0.7175137693517012,3.3148129810241773,-0.383019646224229,0.4353092817418531,0.3132760061396442,0.9426655189487375,0.3788744418109133,-0.7976686607102421,-0.013349337890546622,-0.1058710977296918,0.5818726212560418,-0.21971368915239445,-0.08817000435130584,0.054074868546596024,-0.24304750602938646,-0.37837360935201664
66,vertical_velocity_20_min,8.59782663780897,2.2039310982490665,-2.6940733462359785,1.6441331590255588,3.7612722415019384,2.877181276298156,-1.7269987724006919,-1.01307083763981,-1.5259624730404637,-0.015165897649449542,0.4151178468944107,0.6051628448787841,-0.4491086347127983,-0.11667267120190618,-0.16388255358923615,0.29770837465510736,0.28748239556884453,-0.13291855910678413
67,vertical_velocity_20_min,-0.3957481749237651,-0.2546814488429421,-1.644260297107301,0.290478445133913,0.05080193862974726,-0.5574736070274668,0.42999349735176257,0.04396861343881341,1.1179608430015973,-0.5083437739967214,-0.11549371092854258,0.878968877758305,-0.20541297410089124,0.13361332048075936,0.19083647629599193,0.3318306836701045,-0.4192354012558923,0.11659068991637456
68,vertical_velocity_20_min,-2.0380667965932577,-1.5032915470923054,-0.008835062934090605,-0.7133477521313888,-1.532689072845318,0.3454488015114429,0.1851715020125841,0.5362689604284456,-0.336928160909564,-0.19429218541078178,-0.39553895159476804,1.1916154026315637,1.0929729850492071,0.27957496215145533,-0.26694868012891226,-0.59255590848461,0.05261034708556252,-0.4238420627526137
69,vertical_velocity_20_min,1.1001050050450316,0.017776747105465188,1.623552042635742,-0.6383748570345118,0.5335733276334653,-0.9140316085877996,-0.11021667468020267,-0.1317840894432868,0.8981848489143387,-0.10523368815355348,-0.6889184421004176,-0.7032768668142751,0.8589865498724396,-0.6691334083080571,-0.01487297186397345,0.6004044965446408,-0.2170774158420274,0.42424368758390407
71,vertical_velocity_20_min,0.012173453813598436,-0.685166745881634,-2.3293562523020404,0.6698293204340217,0.2221132819677359,-0.9973427706893739,0.645651374307703,2.875818986764912,-0.37083049715787986,0.4324566051549985,0.29721906796777053,0.08564277133771107,-0.246832882670741,-0.20576146314115484,-0.7572203652584345,-0.42460687828303423,-0.17557109437148502,0.3171575303066143
72,vertical_velocity_20_min,-1.4790849857678943,-0.3258125384216816,-0.6379979819948196,-0.22138041027268815,-0.7182546306598939,3.2302796580829156,-1.626898621987619,2.140395655573774,2.4602779442627956,-0.8102442123774715,0.41123983975915734,-0.228904886482085,-0.6269338033184758,0.4173249048848556,0.06342098997146337,0.08093729890602258,0.24048697039442224,0.07599752564086885
73,vertical_velocity_20_min,2.0519881279639245,-1.4826721102751506,-0.20638642501477442,0.5770980600963872,-2.0665358390259696,1.121820567331304,-1.2505447756553358,-1.572400081779715,0.4472319730533398,1.6396536097148213,-0.907409128183523,-0.39351297771949784,0.7096502789746064,-0.41504417271452193,0.2564872679939028,-0.12433848790405207,0.35031703641233863,0.5467547375626954
76,vertical_velocity_20_min,10.289234510255884,2.3895062026111926,1.552132528710924,1.0888167395893225,-0.9112888461067451,-0.01619952164265601,-0.7743608614013059,-1.0052156302492092,0.26159364701670884,-0.033239545373048414,0.7553600134748576,-0.440966807453046,0.5076834152221549,0.10791241427982774,-0.008432567125929087,0.2531254227034605,0.3214318875324653,0.13819201931581565
77,vertical_velocity_20_min,-5.968983607178992,0.11553472295877283,-0.6854176604518358,0.9631891153513679,1.8422511473297403,-0.40946019553619695,-0.38126077750540344,-1.0211604707762456,0.25521854415043965,0.12237612418096125,-0.6668130147142082,-0.20450638296122667,-0.6216158344041104,0.17428050811885706,0.6579272626722588,0.1085709910087451,0.0751989667628578,0.21692439535088784
78,vertical_velocity_20_min,0.5719461251036507,0.5645755255638585,-1.5646882608688146,-1.304599471008986,0.9796461035505413,1.9675291675357058,-0.9391646589997779,0.58578090594299,-0.5526248316044261,0.6696436451871416,-0.12738141465288125,-0.5750202470099985,0.13771759474056727,0.131036672712499,0.1776462660282456,0.18208936066131193,-0.5997785361258479,0.27743190134191054
79,vertical_velocity_20_min,-0.6662967558841395,0.8141814105210999,2.106457851076855,0.5133223017507184,-0.4086709012477366,-1.2637898379751502,1.429554760758979,0.272522177535099,-0.151801961847358,-0.07002876554113409,-0.770894853175953,1.4082844138708752,-0.3459731350066067,0.610020044475592,0.23930388399475994,0.12569993511088434,0.6855550590342754,0.5407524156283914
80,vertical_velocity_20_min,-3.6832426706468695,11.385978772602225,-1.3822719562876142,0.3917052836863592,-1.202353512355287,-0.13221486983693803,-0.12306775614585151,-1.4929042405977777,0.11060614048769575,-0.670990013258593,0.5792136582011727,-0.015235669475165121,-0.49635654037426713,-0.16761289575218058,0.08355151846289045,-0.07979348955067915,-0.45451334543002375,0.5938601505989268
81,vertical_velocity_20_min,-5.65953210167036,10.836643225199218,0.21534555885528595,-1.777226140118582,1.2728859280368992,-0.3699096808264894,0.2219245929079932,0.07927068906916877,0.08587915014787212,-0.4050968428840166,0.47507678715961615,-0.5334695380853388,0.08757131562554611,-0.017076775295989756,-0.5241028002167852,0.670551790217786,0.39113230440794966,-0.1981506192216842
82,vertical_velocity_20_min,-8.134610426386049,3.0211039079258897,2.905922656980123,2.145633808842612,0.8487464098805246,0.20565378840461518,0.22326091638228354,1.211044687174824,-0.042636565903491574,-0.376876379730314,0.40224952260585906,-0.33677656467592837,-0.12761030431859727,-0.22912733764733273,-0.1077928532046798,-0.5326329396481361,-0.04376871007914333,0.07647228019668674
83,vertical_velocity_20_min,-5.14738246813031,0.14055733247968644,0.5176969208285017,-0.0684089453356867,0.6756950886483591,1.207720117887719,-0.198133791104002,-0.4053417301280617,0.31749904839198134,0.2585329257406513,0.2053004635204231,0.9296876446215074,0.4673094838382159,-0.012507486204170908,-0.7475659166334299,0.23426188438471254,0.35560540281949143,-0.22472344030260716
85,vertical_velocity_20_min,15.998813793598401,2.501179469084126,0.9880359387479901,-1.6972339382645252,-0.6748920905229385,-0.1778609164868259,-0.50740827179427,1.3892415162813434,1.1113521166284623,-0.09538758080489802,-0.06563628534934532,0.5111930668046254,-0.24805266473395576,-0.7372533686873461,-0.10775607217325661,-0.005679158824571402,-0.642842960395756,-0.029680903007985208
86,vertical_velocity_20_min,9.595078668332944,-2.760193533855644,-3.218769898226199,-3.665691067938597,0.7181114688216584,-0.9347875344448469,1.3408097651501882,0.4550377207537096,0.09658874830635782,-1.227985223190766,-0.5325623426537242,-0.82313542302936,-0.3472209977855233,0.3947442064931275,-0.12778597406156864,-0.4662963243516066,0.42935209279205966,0.20576302930579649
87,vertical_velocity_20_min,-2.0247561080926393,-2.3631847924465808,1.6893612517317431,-2.602774488846909,-0.030598702677746153,-1.2847968800325578,-1.45246906040832,-0.019839635420246155,1.8970583416993976,0.565031069704319,1.5612439421346493,-0.008767881454268576,0.32199738375480896,-0.2830543282494827,0.030982065028396753,-0.2167062077423648,0.5209375018099363,-0.2225364243211535
89,vertical_velocity_20_min,5.18970905383356,-1.8116160454922474,4.244972215759543,0.22283495924575988,2.3569174251000535,0.44697533043878,1.6359778901789062,0.3128843717953394,-0.7378356776146734,1.87898812188585,0.08014450093335147,-0.43953088126552453,-1.0660332432111486,0.7126422021044637,-0.30853435379122457,0.35711173962004106,-0.034811031958503685,-0.24317667554329453
90,vertical_velocity_20_min,-1.0239014431668256,-1.1298194038636182,-0.41057541126596686,-1.2892069562074826,0.13988916809729035,-2.2262634204957674,-0.5412028632966459,-0.47526922140746863,-0.6929975694666607,-0.7768863741219647,-0.13435015176845644,0.24811502547381903,-0.3825661566662327,-0.08351875942653962,0.15861300825046676,0.17758581985430943,0.024676238229974418,0.19820168312458963
93,vertical_velocity_20_min,6.734211165226198,-4.3737621606546035,-1.841459787424155,4.676049392801482,-0.6958321112902313,-0.9920705181765749,0.5116186151835302,-0.5489132301292106,0.01650939308687835,-0.5703504882677216,0.5831199036722534,-0.2841908658804647,0.5406105677815749,0.15614271827424986,-0.44995985567970903,0.6627314268623229,0.07606925486638838,0.09641741523013259
95,vertical_velocity_20_min,1.555471230406066,-1.1233857453061307,-0.3560667541346425,0.9825136665541133,-0.2055198087826234,0.31053726631865386,0.8882898612737066,-0.34602219068503237,0.13730681680503615,-0.16279849218227269,0.16599339519060755,0.40709884005123814,0.250702883307019,-0.2486048054736553,-0.05983718283191723,-0.12937407627939443,0.02101254714262644,0.1323762759259752
