,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6
0,7.09689809941945,2.0420339963730494,-4.042366882401627,3.0805089400181447,0.43869725858167075,1.8488332899852828
1,6.892829054012966,2.3576421232291693,-3.113137440494029,2.6930923065342647,0.3587591895721339,0.6068550520029561
2,6.662286386252289,2.657667785153179,-2.2140158677633655,1.839001202850574,0.22960384798452702,-0.2750764037037417
3,6.42518666487296,2.987290325524915,-1.3458733006558772,0.8927334273429324,0.10565913011662928,-0.9959784030469028
4,6.357412601317097,3.093891048832171,-0.530391802023176,-0.2034118274064744,0.11829868263301993,-1.157211562305564
5,5.930935392395101,2.9699448007958194,0.2064747361850529,-1.273925225185263,0.16395593099358904,-1.420527076299638
6,5.709456668301217,2.7054990000340835,0.39551552847719373,-2.077268500891386,0.5514636382082481,-0.8964770238447988
7,5.048285781890178,2.0462101030926574,0.7508381407987774,-2.5534875673654187,0.6824009291054022,-0.3153961071815865
8,4.423599858488459,1.289654079029159,0.9937734227297508,-2.555773183440544,0.566045188575982,0.27757788442393694
9,4.16439739583764,0.07976771648560496,1.1527801160438385,-2.2496517362704385,-0.007269046567763011,1.117323885562674
10,3.6170921771898943,-0.9164592477145486,1.7227069086222717,-1.8612264552829787,-0.46864003021907635,1.2827524406987483
11,3.178177983042474,-1.808395303163164,2.1386177217560745,-1.235538893552454,-0.8158914754360399,1.3061193887674174
12,2.652529051935524,-2.4660693029355234,2.414983499508421,-0.5502409694507181,-1.1333294567068948,0.7707307802189751
13,2.3298441489689043,-3.2179912004234263,2.571565743713616,0.20129291219621423,-1.1719504738369901,0.2464098625547164
14,1.9465802576663784,-3.5080250691749786,2.4546926298992506,0.8760669705814773,-1.308155960860326,-0.13731471493906552
15,1.5146263706041059,-3.779787490144036,2.3307180542738934,1.5094441419620577,-1.1536851815043556,-0.5227278561724148
16,0.9327792125341682,-4.192753072365681,2.1991176137446966,1.8840376750308854,-0.7939636803930921,-0.7784478026488794
17,0.1570507440810908,-4.381289442864342,1.7293686306758098,1.8038818646639148,-0.1303107570417932,-0.9725809861630452
18,-0.532202204829053,-4.5970639867357255,1.0873759555758329,1.273472644046651,0.6377395872964196,-0.20502295393233072
19,-1.3428760591537992,-4.442258960816422,0.20226329881389096,0.8627534567162221,1.2708755719957616,0.003194472836996606
20,-2.180431009678791,-4.294549523858621,-0.7227995437167859,0.3298770067921615,1.7291505877686073,-0.08359023285587674
21,-2.9173046869513746,-3.927759286063985,-1.592491912079487,-0.34931017628667554,1.9394602281486448,0.060911908159430074
22,-3.5399414459469427,-3.428316892506186,-2.1570411530634495,-0.9182844842470334,1.8531639404146631,0.16335891279819476
23,-3.9026419735882096,-2.761494412976084,-2.672198848999003,-1.170355180694647,1.2982616215907357,0.15027175875026888
24,-3.9981436285868477,-2.0686702092045186,-2.8258361938678513,-1.1557128393249145,0.4217540342795594,-0.041463390637643975
25,-4.184904818864422,-1.4443798513728756,-2.6866739150714114,-1.0891450318127553,-0.3910737332041857,-0.22549682218129843
26,-4.375679525612811,-0.5271608797667822,-2.6971602494547815,-0.8769272871679317,-1.119123822400759,-0.3385508994309536
27,-4.591399483468149,0.30891837833307717,-2.4928687145955157,-0.6623969753381175,-1.504319132712575,-0.39672431322454466
28,-4.679352041273955,1.2546635167175946,-2.1477968804927707,-0.3489070215007629,-1.791914527310925,-0.3063657857022374
29,-5.047767613413218,2.2229296295006096,-1.572514147415855,0.04644373033497418,-1.7346083655387892,-0.4730400845994446
30,-5.020244260679022,2.780686947617899,-0.7955140417445035,0.1285956719745903,-1.5725665884705915,0.5970404324530626
31,-5.270526980504017,3.5435652610933484,0.09656315039133584,0.4730830496925911,-0.9891979880202383,0.560579239182687
32,-5.632181276575072,4.232447993415287,1.0378827459912365,0.626358438264321,-0.340501935580665,0.42068983030307017
33,-5.807153645141488,4.91020958779067,2.169384898701155,0.6520720673972528,0.6147640173462341,0.054352169319083946
34,-5.928056361423969,5.1830664557226385,3.532431127472493,0.7581969119656953,1.422147398751165,-0.10361975058572324
35,-6.089160833118761,5.096335383345973,4.421626970464897,1.2006509368535865,2.024301372442063,0.17861086143819102
