storm_number,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12
1,vertical_velocity_300_max,9.151619098642557,-3.233375356606871,-1.0376248114758733,-3.062812693277088,1.0778360543438676,-0.18665009186506776,3.269729902989756,1.7594050991910015,-0.44051898404855916,-0.5425347341315281,-0.31288646568408796,-0.6181153077040729
2,vertical_velocity_300_max,7.35438354961936,-2.5706683846022447,4.304386383967728,-0.6258251599590304,0.4198931443882047,-0.6125585472484365,0.32833366380494633,-0.7947855944307093,0.9360747453230901,-0.8323708728961876,-0.6976362532872679,-0.5065981371440692
3,vertical_velocity_300_max,0.5392011562245865,-0.11335874501132452,-1.330463941144939,-0.925705534769753,-0.49386146386443863,0.5244204196833983,1.434062443213062,-0.37224764159549495,-0.19095784931462295,0.4100195658141745,0.8122610531327337,-0.40465403278508083
5,vertical_velocity_300_max,-4.0651111643770905,0.2970220334902651,0.5601768493288006,0.28128194200845524,0.31094220062897515,-0.2478227723669965,-0.048372841461141146,0.1416015502814338,-0.2925378434043546,-0.3468712957518056,0.11731312573823435,-0.0899450537286796
6,vertical_velocity_300_max,-4.475994186882058,0.4325912873699057,0.4944577597169196,0.08947912546110198,0.5942294925884927,-0.20641503279971302,-0.017231362154570048,0.08181260375161498,-0.1507665146942925,0.09385725189289644,-0.31789329546134415,0.1231973447500469
7,vertical_velocity_300_max,2.4448433039992383,1.6458187673210223,-4.704867628683306,-0.19830949366335784,1.2532669618744006,1.1575341043457583,-1.1262298303241274,-0.5534381274665314,-0.5784567493319057,0.1148885959635905,0.17626605290895034,-0.5354723995902901
8,vertical_velocity_300_max,3.15634298428238,1.2785162326506982,-2.0536593028170476,0.21584637890968356,0.8681830984573072,-2.1095175476925743,-0.7671747321945909,0.8415084863865274,0.702543709038164,-1.0211437234201914,1.0509338147045437,0.5073744604808866
11,vertical_velocity_300_max,-2.986916606209839,0.4444622925320473,-0.29173961174634916,0.18784844902872153,0.12693017243882518,-0.12208884278465928,0.2192571495225647,-0.464012163420089,-0.17545293077042265,-0.1461288911593771,0.03680821243084816,0.3228467487588146
12,vertical_velocity_300_max,-3.184491650361677,0.08914838185649525,-0.7181718303950799,0.36843975248140637,-0.5880879620107713,0.07475139395774594,0.8819383990763375,0.059260858241776924,-0.18740750248412466,0.1705052997776062,0.23940390636644057,0.2205311156403891
13,vertical_velocity_300_max,-4.331791947524349,0.23880444844374343,0.038369179831455,0.47881895815611886,-0.564820200864238,-0.23715507401733532,0.8653214821058176,-0.07863703797504289,-0.628165161353823,0.15368341680790115,-0.020187254334072473,0.028863855483463742
16,vertical_velocity_300_max,0.7680443161539375,-1.1043370383917581,0.2728831854928512,0.32402869877859164,-0.15162920499301294,0.3249901576991277,-0.27497659935373386,-0.07372161375828272,0.6304287294137407,-0.28334275575990014,-0.7975453171356003,0.6339152556404158
19,vertical_velocity_300_max,-2.4439807240980325,-0.039118951057478556,-0.12646387843340856,0.14746290217951852,-0.20551922356869073,0.20937287332168553,0.15478469000453948,-0.5136878530585871,0.37806456784288567,0.2178390737270171,0.3553540926414769,-0.08127771623190445
21,vertical_velocity_300_max,4.428971764745515,-0.7697362022361427,1.320289121431004,-1.197024530281473,0.5335149084392605,-0.03740953650836775,-1.428332468125705,-0.8962891171282749,0.32476916286100843,0.10902282244617775,0.2571039697873746,-0.6539914495952186
26,vertical_velocity_300_max,-1.3205924026138014,0.3159857887554724,-0.9377805331896701,-0.06936279025106656,0.9156428338337632,-1.9624252161430842,0.2859255387795064,-0.6463184109692107,-0.368919002279427,0.17620631312905247,0.018648939942441264,-0.24029959661888184
27,vertical_velocity_300_max,-4.690893302311303,0.5391225978269449,0.9073115115523389,0.4686339945299695,0.22329442048203477,0.036544378169074264,-0.11223908322450513,0.183288105438506,0.07700126633294513,-0.208906185399542,0.016609505411232534,0.054505216870443296
29,vertical_velocity_300_max,4.087292230645768,-2.301711352396253,2.734770169176764,-0.5497856145485971,-1.8684977340868554,0.22274013402577772,-0.5594599070844167,0.22890374007005881,-0.5840552690153393,0.9563200158086292,0.44957871230683766,-0.33432738032879744
31,vertical_velocity_300_max,-2.8998700797557575,0.2445257053500821,-0.44970769310925773,0.07418253182532786,0.2502051678657618,0.3162115830346154,0.007344735563638512,0.3338821090837737,0.20724379674276439,-0.4753991253576732,0.20152064384137447,-0.06374071063428598
32,vertical_velocity_300_max,-4.0478642753972505,0.722702071602403,0.5406756147864739,0.5503313816281747,0.36914492652626035,-0.11015919769088361,0.11521356313532993,0.03897230945477686,0.23511585715884825,0.36549367854188197,0.041581320237258565,-0.038710355071261214
33,vertical_velocity_300_max,-4.153031028434972,0.42718217600995395,0.03267061106413383,0.33103301990297274,-0.15057649204536233,0.11785725638967988,0.36748024651528954,-0.07077123569631397,-0.046795845616483256,-0.0440076747377176,0.06515846613126638,0.25894579030187437
34,vertical_velocity_300_max,-3.8773441369285564,-0.13267173128091683,1.4596783612773399,-0.04759077116308943,-0.1483409114808824,-0.14763043576371696,-0.34244555730586146,0.15788573160948127,-0.0326983438194247,-0.15025216866248803,-0.2331191024024076,-0.09960822581158743
38,vertical_velocity_300_max,3.594927187903543,0.9213830733523919,-1.202126300381196,0.6984626866458046,0.35685971382835247,0.3538494016421657,0.2764319138129204,-1.449773150105179,0.21004560507627518,-0.030441667401138368,-0.7743521268822872,0.19015086885742008
39,vertical_velocity_300_max,-1.2293638492854095,1.1514089710271427,-0.3596560000716229,0.017654399730928843,0.03394665636218085,-0.662974236799261,0.46045295619829235,0.5665403012838806,0.42279461383621275,0.47609771562869296,-0.06058531302870174,0.39618938197019304
43,vertical_velocity_300_max,8.169279973730088,-3.6031017875917315,5.862098534879797,2.311627385865643,3.340610480501603,2.8583485024739494,0.5397444318737944,0.0991068175870936,-0.5470390540415963,0.6032186832082492,0.4227791725278852,0.03558509851304403
44,vertical_velocity_300_max,-4.27580193121048,0.37748195870413354,0.5186943444822238,0.20757906709793622,0.32920417504501764,-0.29645692964738324,-0.34602709961711303,0.09552091639806097,-0.4786776363211146,0.02318851977641819,0.034702202167855294,-0.2812362601139827
45,vertical_velocity_300_max,-5.228780286434043,0.06475351248485509,0.8774819280740748,0.34251586914267057,0.3978636763676395,-0.05174021252546859,-0.04719966900728293,0.314089186239549,-0.01231570071895034,-0.16238184004118564,-0.08124691328872674,-0.04235575286700793
46,vertical_velocity_300_max,-5.045148775493278,0.180203884674774,0.9757800703681101,0.3113410298223425,0.169689846249792,-0.16724053500393354,0.22750809312904824,0.14254563924362865,-0.024270899641307103,0.026857726171748437,-0.17550904562159617,-0.05162434779525452
47,vertical_velocity_300_max,0.589783976175012,0.376217320013234,-2.927057003587744,-0.010391085154865282,-0.5282176228734713,0.6991493161289329,0.16391885599312406,1.2623642632506902,-0.1872188349333344,-0.04508520748198999,-0.32464696325113107,0.2210113231086873
48,vertical_velocity_300_max,-1.309069940511366,0.4313084971734812,-2.674909792395549,0.14506315596851765,-0.3916825672784413,0.040602385336843384,0.4105282359011785,-0.2387449481876017,0.5378465706279689,0.561264187092205,0.08198401235738399,0.07623107079360447
49,vertical_velocity_300_max,-5.257741300353003,0.24432233483606466,0.6453434546830318,0.17713676705153722,0.11903418248636635,-0.17353758899253713,0.20704260576222402,0.17202080350125182,0.1121673055814276,0.055112407115235906,-0.13254668421750793,-0.062246292983359444
50,vertical_velocity_300_max,-4.127980676886871,0.1593907929378901,0.6565515365728918,0.024895816083440984,-0.03596368294798368,0.11745789599000468,0.2768218570358061,-0.043730557451529865,-0.49187496884603765,-0.01989447570180428,-0.03818083312991331,0.062186149300664115
51,vertical_velocity_300_max,-1.8759697054241071,0.9026936352745069,-1.5292413812202057,0.10549213234900923,0.5583436527632463,-0.8894198126558885,0.5247520861414223,0.3151411770814866,0.06151627999959725,0.32490069585767367,-0.05532040917229709,0.32437955228198934
53,vertical_velocity_300_max,-0.033920911832250704,0.9657287919704234,2.1172738166428076,-1.1945438180239947,-0.9000567278225479,0.2803455085712626,-0.4311200612686508,1.302311098393742,1.0986759617287316,0.7194779697002173,-0.5879394549592178,-0.21839164126842736
54,vertical_velocity_300_max,0.42991344385383434,0.5041996756135798,-0.22409715740596584,-0.6957584054028007,0.10708007173194538,0.18067144771045007,-0.38706872005233806,-0.1493660856200177,-0.5935433325216659,-0.320751502175618,-0.598990027520643,0.4524722763468377
56,vertical_velocity_300_max,-3.0957515533157047,-0.591722453984618,1.2695304985456115,0.060342967329176544,-0.03374449227651286,-0.01173687701975467,-0.3031764399941628,0.29282949276631315,0.21987970965637596,0.03149901162097243,0.12293087782177016,0.1975208653924187
58,vertical_velocity_300_max,1.0753337302512396,-0.40125693308542826,-0.713601577718195,0.13945676476905333,-1.0669300380123272,0.2993054549222903,0.6576826451756409,-0.30112301722655377,0.3209319663487647,-0.211670073487258,0.23013536815407795,-0.7224792753557363
60,vertical_velocity_300_max,-4.30262694024186,-0.12202590603761326,1.4517958130384954,0.4743057925610522,0.026688039473779717,0.16372134036767932,0.11635960866573856,0.054581802412476774,0.07984735669815331,-0.025599680058659872,0.028701862153202105,0.1245035737657543
61,vertical_velocity_300_max,-3.7698179631215853,0.24373215107802346,0.321504360679518,0.3423474392936852,0.3922491867774579,-0.10998319626353083,-0.07542092181278934,0.01050943692777281,-0.06483738878567742,-0.08600291108723974,-0.07301090095816443,-0.1437649309400326
62,vertical_velocity_300_max,-0.22175300893753305,-0.6462518534896221,0.8190673481647017,-0.583913036122368,-0.24767783411937552,0.1930089561587777,0.245871718872184,-0.5108137567577209,0.7509691492836162,0.39429150419430964,0.09827111244279625,0.013837902005356737
63,vertical_velocity_300_max,0.039027062181233786,-3.748331961651674,4.6913861425978824,-1.9707298204488606,-2.621197276688056,-0.5660703535258761,-2.2836928044135782,0.5267882190202628,-0.6556663310197138,-0.19496711612726011,0.42664551801030615,0.0036499754746096495
64,vertical_velocity_300_max,-3.24308177008013,-0.34274299098879624,1.37847199860241,-0.4002667683095484,0.06249480601988033,-0.2937022842904919,-0.42778745817301606,0.0066353552366300245,0.1003765767766644,-0.40142448161990446,-0.054059650962988474,-0.24587715915695413
65,vertical_velocity_300_max,-3.5828315453805546,-0.0795872273926695,1.1305624653667532,0.12147366934775398,0.11840509113151586,0.25186097976256383,-0.19055288987633834,0.34595090824767205,-0.16491713012677664,-0.13026431111227077,0.3152111282118388,0.21728857885480385
66,vertical_velocity_300_max,10.717972814939126,-2.137346064830141,-1.59394072607391,7.352444569749453,-2.2527654847273926,-1.1355627936202648,0.026736549726651074,0.5629384317053894,-0.4517407987900096,0.06905703994573296,-0.21226626448633582,-0.311928347193331
67,vertical_velocity_300_max,-3.104054867347792,0.14878530594742165,-0.19178899508262492,0.5553214433622731,-0.6166618868834831,-0.1611663527262049,0.5777471230072231,0.025876860532582965,0.27581109333145293,-0.055971602692958276,0.22591938101465342,-0.15699178500833186
68,vertical_velocity_300_max,3.091539570837289,0.15342894253759637,1.9023434203723029,0.15206413683875364,0.4499370638308889,0.9591438433624669,-0.08462284611512522,-1.2204388389110508,-0.4665019095580152,-0.2350116476923705,-0.47032400572614996,0.7492561749057388
69,vertical_velocity_300_max,-0.7346215887910387,0.6783779466603505,-0.7001693406495241,0.1670345790323715,0.13886715175991055,-0.12227149308161264,0.26833446548518936,-0.10036169322986861,0.24591075646830432,0.07692975240554503,0.0752349555105376,0.4263307004265895
