storm_number,variable,PCA_1,PCA_2,PCA_3
1,convective_snowfall_std,8.481186728735974,1.058821218219878,-6.101966953684332
2,convective_snowfall_std,-1.8642914265129438,1.3732108994634658,0.4437043659954408
3,convective_snowfall_std,-2.723995848384253,-0.31636723233352015,-0.3486688483322924
5,convective_snowfall_std,0.07677528030322756,1.9005032001776212,2.713685823199863
6,convective_snowfall_std,-2.0633867939588875,-0.13852885981244195,-0.43906107472606465
7,convective_snowfall_std,-3.8659517149500116,-0.47785079517700324,-0.14252429387194634
8,convective_snowfall_std,-1.7572859128446812,-1.8260694317772266,1.7864040720994
11,convective_snowfall_std,-3.856221808863872,-0.45263320954622677,-0.13738680068383977
12,convective_snowfall_std,-3.851140670478018,-0.4448353339575253,-0.12653913672555364
13,convective_snowfall_std,-3.811359742550546,-0.3822225265917208,-0.12232600114118508
16,convective_snowfall_std,-3.8226156726688294,-0.4592933485019807,-0.08127894621484595
19,convective_snowfall_std,1.1469847005605842,0.01764214757916692,3.7363520860601054
21,convective_snowfall_std,17.58384918847891,-3.5457497976372525,1.730755547012596
26,convective_snowfall_std,-3.867698949010953,-0.4763833811179604,-0.14499492666770328
27,convective_snowfall_std,-3.867698949010953,-0.4763833811179604,-0.14499492666770328
29,convective_snowfall_std,-0.4157526269599887,-1.4867678300543563,1.107094201569378
31,convective_snowfall_std,-3.867698949010953,-0.4763833811179604,-0.14499492666770328
32,convective_snowfall_std,6.376143670429614,-7.265566486806297,5.157869357603049
33,convective_snowfall_std,-1.9836357262623219,-0.3383083135365662,-0.3307990078826077
34,convective_snowfall_std,4.141204112418107,-1.530951285164401,-2.902145237408301
38,convective_snowfall_std,-1.470668444414451,-0.7259000898998779,-2.488919144606096
39,convective_snowfall_std,-1.1163468403911563,1.9209834115054358,-0.7889152600444898
43,convective_snowfall_std,2.534016650977903,6.102438173667067,1.0525355952877657
44,convective_snowfall_std,-3.6802002783814074,-0.5466002122759983,0.1469230160704492
45,convective_snowfall_std,-2.5189581720551573,-1.4923842555147244,-0.20280587584453255
46,convective_snowfall_std,-3.867698949010953,-0.4763833811179604,-0.14499492666770328
47,convective_snowfall_std,-3.6003835088809995,-0.49978610632111453,-0.20082458241495543
48,convective_snowfall_std,-2.475184366633715,0.5587640789050116,1.390678539647187
49,convective_snowfall_std,-3.501268606117526,-0.7786625657159307,0.38127841177094185
50,convective_snowfall_std,-3.838793851688648,-0.5008582592675865,-0.10486392413919275
51,convective_snowfall_std,-3.8550818652247254,-0.47373092034326447,-0.1394016945576528
53,convective_snowfall_std,3.070683820641565,6.646838661156555,-0.7920195287014932
54,convective_snowfall_std,6.209194896500737,0.48667447766464156,-3.374121496092174
56,convective_snowfall_std,-2.672111217819479,-1.5741412181484238,0.3444677179146933
58,convective_snowfall_std,3.136141166790621,4.4904983545023835,-0.6082211866158117
60,convective_snowfall_std,1.3021101650576294,0.1815668128250105,-2.446308496906511
61,convective_snowfall_std,-0.7029635630337969,0.05622206190401186,-1.4547174584974334
62,convective_snowfall_std,0.37693360465177633,-0.9124067919451974,0.026550848456792144
63,convective_snowfall_std,-1.3405718030282214,-0.7251708842973029,1.5103672044549135
64,convective_snowfall_std,-3.866785166271647,-0.476517059837467,-0.1459981088363754
65,convective_snowfall_std,-3.867698949010953,-0.4763833811179604,-0.14499492666770328
66,convective_snowfall_std,9.564746526904212,8.85725702890577,-1.177125102789957
67,convective_snowfall_std,-0.8574299964015425,3.9618137257124157,0.9278827135088736
68,convective_snowfall_std,-0.5173753170227476,1.8635312903808408,-0.8424965332570138
69,convective_snowfall_std,6.88354480355721,3.9810368859168763,9.066158179891328
71,convective_snowfall_std,-3.867698949010953,-0.4763833811179604,-0.14499492666770328
72,convective_snowfall_std,-2.5302178945782994,0.9592733839355698,-0.02561136877957906
73,convective_snowfall_std,3.242320599768255,6.527095003032066,1.0960245888612952
76,convective_snowfall_std,10.792308405234147,-7.571458795248892,-1.690831027963467
77,convective_snowfall_std,-3.867698949010953,-0.4763833811179604,-0.14499492666770328
78,convective_snowfall_std,2.6401860872598926,-0.7136104704983302,-1.4346468712611118
79,convective_snowfall_std,2.935210006526423,-1.2243358424063384,0.7293035788457026
80,convective_snowfall_std,-1.3493618298077958,-0.5296946566871958,1.0358995667765196
81,convective_snowfall_std,2.1603334660207723,-1.7339229568932957,1.126674741015179
82,convective_snowfall_std,2.0127600294430006,4.451999755123926,-0.053892139150577584
83,convective_snowfall_std,4.0217382339037195,-0.2671794549599045,-3.4292100636948164
85,convective_snowfall_std,-1.4072404294876626,-0.48895471834566195,-0.6280653229890983
86,convective_snowfall_std,-1.4510905794725473,1.1280298639157254,-0.401288504928717
87,convective_snowfall_std,1.407135520639753,-4.617710749458336,2.27712479252736
89,convective_snowfall_std,5.652712488385386,-4.276900454800667,-1.0486891580475204
90,convective_snowfall_std,-3.867698949010953,-0.4763833811179604,-0.14499492666770328
93,convective_snowfall_std,1.8287420630550315,-3.441679090669786,-2.271111457769953
95,convective_snowfall_std,-3.867698949010953,-0.4763833811179604,-0.14499492666770328
