,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9
0,0.6329180272539877,0.33435592450287066,2.7317254847250667,0.6427541890415307,-0.35107041672055794,-0.06731626624636347,-0.4153908635904664,-0.25170897550341403,0.1653826395600901
1,1.415813385485983,-1.1131920960476496,0.39571276721697296,0.7188150749655516,-0.2908403646411598,-0.8002707830172203,0.6825827172043414,0.43484125629746057,-1.060870594689184
2,3.6924046295664708,2.1827797900369035,2.248347275954197,-0.28313674954451984,0.055502221526811286,0.2729334186948185,-0.3061363233625812,0.4249594581918948,-0.42123826207882015
3,1.7569803031277065,-3.797005982771201,0.3948611149381219,0.7982861532836604,-2.150260019441958,0.026058103902556348,-0.9471711633661029,0.3820339138562972,0.373744290445575
4,-0.6325677643901308,1.7823715435138816,2.820311359138434,0.22086180476019965,-0.46340009740158183,-0.6868280112012314,0.6873208349974591,0.29189462704176455,-0.2640608393379904
5,1.2860026221174512,-0.7534541302281045,-0.6054435563876622,-1.0819296456531642,-0.07576757181975662,0.2666540188910792,-0.09069416336683474,0.27816704915287727,0.25469108567975457
6,-2.4616557405814006,-0.875270984568635,1.3610558075946753,0.5933819295843171,-0.6457185693788836,0.014365020548511373,0.8151204339997841,0.1836263102570188,0.33894199605666187
7,-5.578950853901778,-0.518864580815849,-0.17274819377428116,-0.805424797665392,1.5810465514230438,-1.373900981643236,1.1303755289514867,-0.46317518723279877,0.06533735124605398
8,0.23131723026654213,-1.5177493898775987,0.6453870199576001,0.2536027725746356,-0.1585717334132519,-0.3618676644279148,0.061278300424863305,-0.24350448668153749,0.08536621587916796
9,0.15158254472121405,-2.47337584855326,1.65078245882643,-1.2634326812124956,0.5919840745272071,0.04910217997413542,0.1615019631243602,-0.2821795051758864,0.7450795698294057
10,1.0241269637807355,-1.0712477380559342,-2.0089333390221396,1.282146656392017,1.4505507015878634,-0.01236660965557393,0.053845083944829765,1.5151031465426157,0.03098948481260814
11,5.479849138456368,-0.41351809621488805,-0.7215520391970739,0.2627215803700986,0.7908208320318348,0.1171914859909483,-0.11310658922407982,-0.006240281858605782,-0.009292638268888707
12,2.601705380151581,-2.1240459149646425,-1.2669066256024961,0.007975275567390413,-0.4373558796458792,-0.6636934024916186,-0.02227705706413909,-0.05317561002280647,-0.29736483499941374
13,-5.597811622331356,-1.7777060913743286,-1.8759450532386217,0.32171670678190883,-1.2506257677698283,-0.8239215531222586,0.1254643227374736,-0.04848557013190733,0.6012132436229165
14,1.11493274015705,2.2189935954030666,-2.3145204423467782,-0.4634595711990716,-0.28932996276091577,-0.4627182430956456,0.1385854944912398,-0.38325240871794636,-0.6985975777309787
15,0.617615411560386,2.697399534874052,0.3765132919110842,0.6818341564920997,0.41663900331981174,-0.1132417614074098,0.13365345053500757,-0.4752933706524552,0.24624364788782305
16,-3.2555295477291644,-4.927362523684901,1.3897983887678698,0.5636103875826426,-0.1760172861684939,-1.6284064913475007,-0.6340474489966462,0.6941555692628265,-0.7821043336157398
17,-3.935329119177139,4.718361483385224,0.045316879724325965,-2.912065847063148,1.1661984175836317,0.23360450892358287,0.6771570265133584,0.25566627080537524,0.08448497535638583
18,2.960749771007239,0.16051619224513228,0.5047169798771706,-1.2752473805880287,0.04492756550882549,0.061607613659003115,0.16326260599162964,0.02594663078081979,-0.008343640589004397
19,4.247865742392399,1.4163884450246256,1.471375801778205,-0.6415564519650025,-0.7734986769296213,0.17557819020024198,0.40905263515528906,0.3860784057309149,0.06692806781443363
20,0.49445134455326434,2.0628820230185703,0.2262386746664474,0.8981802910684854,-0.5157225894567488,0.08928423545085364,0.7683827663462328,-0.03153498756868792,0.05124804046262963
21,1.449766729796932,-0.14824999614208453,0.42848685642476547,-0.13465663252502652,0.21503530336132035,1.594042088076988,-0.5938705422640576,-0.7679749915999587,0.11921423666619965
22,-4.5715068843940525,0.5592780997506727,-0.42365030287642386,-1.1733465008161292,0.28009568535965257,-0.679719148994907,0.4441949633442687,0.8868959701754953,-0.20379581671243033
23,5.614168541233964,1.0887079033958853,-1.274044423737754,0.5945423329067215,-0.6621368803949185,0.7540845080446595,-0.748390680734087,0.2605084967704192,0.12685913855155423
24,5.062754639541838,0.5611237989962019,-0.5258106694201238,-0.26572807215709565,-0.11044465299409711,0.3105644239079296,-0.2179031910515645,-0.011698996954511069,-0.27263302727814764
25,2.4624250418891513,-3.4740821907561243,-0.2144209230948056,0.6907620352968019,0.4732945611124259,0.1691830591903969,-0.23461115340454652,-0.3842584666560251,0.6104349327708253
