time_step,variable,PCA_1,PCA_2
1,relative_humidity_600_max,-2.5491400379167444,2.2833079403172967
2,relative_humidity_600_max,-2.7250485160714666,2.1405182275171564
3,relative_humidity_600_max,-2.600537178647089,2.0403723712300743
4,relative_humidity_600_max,-2.464699746633373,1.9613193088649041
5,relative_humidity_600_max,-2.592567193592297,1.8225216026993751
6,relative_humidity_600_max,-2.757074906555478,1.6557563291700739
7,relative_humidity_600_max,-2.7493424448367967,1.5817405626766379
8,relative_humidity_600_max,-2.636563336506398,1.3172986032164584
9,relative_humidity_600_max,-2.478235644196932,0.8993012074664793
10,relative_humidity_600_max,-2.5543957107701187,0.5807118158015426
11,relative_humidity_600_max,-2.4425785326169933,0.414738973244825
12,relative_humidity_600_max,-2.2805464298241334,0.28806871326371014
13,relative_humidity_600_max,-2.2381214298269883,-0.002488086620711342
14,relative_humidity_600_max,-1.971590895576704,-0.43413936675764836
15,relative_humidity_600_max,-2.036976323387473,-0.6067727786104655
16,relative_humidity_600_max,-2.0408043590797917,-0.7439549472599323
17,relative_humidity_600_max,-2.0061386449623,-1.1406455559683075
18,relative_humidity_600_max,-1.729252566178561,-1.3472651802481863
19,relative_humidity_600_max,-1.1374450650043813,-1.4449396358862192
20,relative_humidity_600_max,-0.8006740894684666,-1.7537502640106366
21,relative_humidity_600_max,-0.5885709116237241,-2.0582241457526327
22,relative_humidity_600_max,-0.08767934064271106,-2.289634881971952
23,relative_humidity_600_max,0.03178231330644251,-2.268146786389908
24,relative_humidity_600_max,0.37590441043040995,-2.0139745230906545
25,relative_humidity_600_max,0.6938518404793705,-2.228254674621496
26,relative_humidity_600_max,1.0133552238102799,-2.1391406425036767
27,relative_humidity_600_max,1.6758029408701556,-1.962607726498902
28,relative_humidity_600_max,2.575184978692062,-1.4981911149286349
29,relative_humidity_600_max,3.181812650300894,-1.0835491487368287
30,relative_humidity_600_max,3.7430975148476464,-0.4287993114616523
31,relative_humidity_600_max,4.438398043066475,0.08290956620123768
32,relative_humidity_600_max,4.952590633937007,0.42011939223532924
33,relative_humidity_600_max,5.332847131611171,0.9540826302544463
34,relative_humidity_600_max,5.801510923578034,1.4920589629103453
35,relative_humidity_600_max,5.700271977438157,2.5760380184264533
36,relative_humidity_600_max,5.951572721550839,2.9336145458221066
