storm_number,variable,PCA_1
1,relative_humidity_150_min,2.6148533727599856
2,relative_humidity_150_min,2.9479515749079512
3,relative_humidity_150_min,-2.6082661378636254
5,relative_humidity_150_min,-3.453532214321746
6,relative_humidity_150_min,-3.345357696680617
7,relative_humidity_150_min,-3.270535736497216
8,relative_humidity_150_min,-3.693959936564959
11,relative_humidity_150_min,-3.206229106641621
12,relative_humidity_150_min,-2.639467057986199
13,relative_humidity_150_min,-3.1896038200526626
16,relative_humidity_150_min,-2.415971638127398
19,relative_humidity_150_min,2.786922433283568
21,relative_humidity_150_min,9.073950434522901
26,relative_humidity_150_min,-3.1816948376792262
27,relative_humidity_150_min,-3.2375335817357698
29,relative_humidity_150_min,-0.8400107458976808
31,relative_humidity_150_min,-3.326654032809285
32,relative_humidity_150_min,-3.0174506483617582
33,relative_humidity_150_min,-2.156533194454991
34,relative_humidity_150_min,-2.931024269472969
38,relative_humidity_150_min,-0.3139943917803116
39,relative_humidity_150_min,-1.5254414272186545
43,relative_humidity_150_min,13.183592658057613
44,relative_humidity_150_min,-3.282961842983869
45,relative_humidity_150_min,-3.33587543548215
46,relative_humidity_150_min,-3.5891180528905187
47,relative_humidity_150_min,-1.9717163014473489
48,relative_humidity_150_min,-1.2075185123214573
49,relative_humidity_150_min,-3.1481674325296476
50,relative_humidity_150_min,-3.3922437726851458
51,relative_humidity_150_min,3.001875637428529
53,relative_humidity_150_min,-2.9603080950913725
54,relative_humidity_150_min,-2.8512995150177716
56,relative_humidity_150_min,-1.905817435367278
58,relative_humidity_150_min,14.725347322813507
60,relative_humidity_150_min,-3.284999363960981
61,relative_humidity_150_min,-3.252621949665126
62,relative_humidity_150_min,3.5445092509506844
63,relative_humidity_150_min,-3.4999560990635445
64,relative_humidity_150_min,-3.3392007580287384
65,relative_humidity_150_min,-2.498751338375731
66,relative_humidity_150_min,7.127518584861913
67,relative_humidity_150_min,-2.978338394319263
68,relative_humidity_150_min,5.768972939540398
69,relative_humidity_150_min,1.0904703049992213
71,relative_humidity_150_min,-2.2688309422429658
72,relative_humidity_150_min,1.2926204923868998
73,relative_humidity_150_min,7.452070801914461
76,relative_humidity_150_min,-2.8159238160223965
77,relative_humidity_150_min,-2.382426852220838
78,relative_humidity_150_min,-0.07238858818992468
79,relative_humidity_150_min,-3.27271412437949
80,relative_humidity_150_min,-3.626902750429513
81,relative_humidity_150_min,-3.5321260306404407
82,relative_humidity_150_min,-3.501023398680406
83,relative_humidity_150_min,-3.4806048918952195
85,relative_humidity_150_min,5.2579014067660195
86,relative_humidity_150_min,20.497971480509054
87,relative_humidity_150_min,5.177810906560593
89,relative_humidity_150_min,17.160655767698408
90,relative_humidity_150_min,-3.4775226428987125
93,relative_humidity_150_min,4.0729292024602755
95,relative_humidity_150_min,-3.4953057614454366
