storm_number,variable,PCA_1,PCA_2
1,10m_v_component_of_wind_std,-2.2906376904706094,-0.1616189698011216
2,10m_v_component_of_wind_std,-1.6993006063692087,-4.340096216306297
3,10m_v_component_of_wind_std,-1.8861681133823511,-3.4778581984270835
5,10m_v_component_of_wind_std,0.24264498380864946,5.139070047414641
6,10m_v_component_of_wind_std,-2.4832377887845682,0.22275423125013682
7,10m_v_component_of_wind_std,-3.927305910371189,-2.054046067779465
8,10m_v_component_of_wind_std,2.0774045617791588,2.3537678552742216
11,10m_v_component_of_wind_std,3.8895258562655513,-1.8061859710365538
12,10m_v_component_of_wind_std,5.569666209004042,-3.620152186463574
13,10m_v_component_of_wind_std,8.065339368592623,1.4485351056136946
16,10m_v_component_of_wind_std,15.300359060232235,0.24807808699009767
19,10m_v_component_of_wind_std,4.398542937429275,3.4767761465375244
21,10m_v_component_of_wind_std,3.7755520746470936,-1.4118251158373407
26,10m_v_component_of_wind_std,-0.6707877626419417,1.5143025228405094
27,10m_v_component_of_wind_std,10.153670557362233,1.1543092241529054
29,10m_v_component_of_wind_std,5.533677549262548,-1.9872377743822265
31,10m_v_component_of_wind_std,-5.7970231243968735,-2.987463115439432
32,10m_v_component_of_wind_std,-2.345420579695639,-3.0453505685137157
33,10m_v_component_of_wind_std,-0.05860563854352018,3.4467643642619787
34,10m_v_component_of_wind_std,1.7527966208310177,-0.22354313326191647
38,10m_v_component_of_wind_std,-5.818829821118396,2.3779295292606393
39,10m_v_component_of_wind_std,1.4396295833357382,-3.5983744460267943
43,10m_v_component_of_wind_std,-11.250962443410074,-1.5045946198416513
44,10m_v_component_of_wind_std,5.811104559783543,0.14571163729290387
45,10m_v_component_of_wind_std,-3.585033389757288,2.81879583314239
46,10m_v_component_of_wind_std,2.8116383809496432,-0.9383515207008117
47,10m_v_component_of_wind_std,-7.316278028418778,-1.3463438037759075
48,10m_v_component_of_wind_std,9.689212506915878,-0.9937541958884117
49,10m_v_component_of_wind_std,-3.9861587290228875,-1.7897905854660423
50,10m_v_component_of_wind_std,-1.351065133006849,-2.7420249081856767
51,10m_v_component_of_wind_std,1.9269620100643892,0.16243596979732827
53,10m_v_component_of_wind_std,-6.956390062243459,0.642036021890932
54,10m_v_component_of_wind_std,-8.304526383142946,0.9740765195212678
56,10m_v_component_of_wind_std,-4.950508516212123,2.793171629469718
58,10m_v_component_of_wind_std,-1.6953091629613677,4.1961159663304635
60,10m_v_component_of_wind_std,-4.58040547894983,3.4136321932433153
61,10m_v_component_of_wind_std,-1.7033286626053914,3.305521884514519
62,10m_v_component_of_wind_std,0.16523698831883235,-0.18364812383991652
63,10m_v_component_of_wind_std,-3.4523495459653,-0.5970666038473531
64,10m_v_component_of_wind_std,-3.5178746922361936,-1.352769682055175
65,10m_v_component_of_wind_std,4.098465608474078,-4.560312083142687
66,10m_v_component_of_wind_std,-3.753575585859969,3.91837277092715
67,10m_v_component_of_wind_std,9.783631683063518,1.08923908218003
68,10m_v_component_of_wind_std,-5.242740708103889,-1.8215781912268778
69,10m_v_component_of_wind_std,2.3885911058956233,-0.8730542763545317
71,10m_v_component_of_wind_std,-5.588992734431308,0.16668937476286147
72,10m_v_component_of_wind_std,3.849165942653257,2.9714140559849067
73,10m_v_component_of_wind_std,-5.20032332033361,1.706296130048307
76,10m_v_component_of_wind_std,-4.346057042868178,-4.087640134955832
77,10m_v_component_of_wind_std,6.637473432998474,-2.6100832736703747
78,10m_v_component_of_wind_std,2.893281829889596,-0.34431885044246985
79,10m_v_component_of_wind_std,-3.602646879213868,-4.118451211799278
80,10m_v_component_of_wind_std,-3.5303198640036006,3.077205774470798
81,10m_v_component_of_wind_std,-1.8932717587973285,0.6955288266477341
82,10m_v_component_of_wind_std,-1.0040338456250015,0.11129820711590897
83,10m_v_component_of_wind_std,1.9661433098715875,-0.7109347870885098
85,10m_v_component_of_wind_std,-4.392289220304962,-0.9842588749110378
86,10m_v_component_of_wind_std,5.78653332476521,-0.9638088864479814
87,10m_v_component_of_wind_std,-1.4196113009474773,6.575809838205055
89,10m_v_component_of_wind_std,2.4333120521235174,2.915976314327141
90,10m_v_component_of_wind_std,7.207837313756394,-1.2204466789369985
93,10m_v_component_of_wind_std,3.049113013204416,3.9505836411189557
95,10m_v_component_of_wind_std,-3.0951429010821543,-4.555215728734996
