storm_number,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13
16,vertical_velocity_500_mean,0.12015371267943488,-1.3150134954513342,0.38900624007726475,-0.4218702337049527,0.738692738412083,-0.16840151844318751,-0.06482608341711046,0.05576950805233019,0.4475840202954265,-0.7201520708613702,-0.04073240430481875,-0.013110739840312436,0.14624758941170207
19,vertical_velocity_500_mean,-2.6916600606209973,0.9149288578838489,-0.1709052049648492,-0.1062970333512301,0.15637875703661908,-0.15552054397949833,0.6770794113010804,0.5479188727487484,0.19991469788799565,0.12839552318702566,-0.07530412903679978,-0.15052776545611155,0.1858732101726329
21,vertical_velocity_500_mean,2.5270572344110316,-2.682509153266514,-0.2154975662487618,-1.819872297005187,-0.6196915088611616,0.35916731047566497,-0.8760392064428489,0.011708301758893043,-0.37618727125336593,0.6270504938992437,0.7171073486225689,0.4965712540722562,-0.06927414349956253
26,vertical_velocity_500_mean,-1.192753087385637,0.7988717027061886,-0.49609049014351747,0.7694736332674874,-0.07389917859104743,-1.0832816102171379,1.4315472060101448,-0.060758140097738285,0.029819490973981386,0.366261385156571,-0.6422594882035992,0.4484253756896766,0.12177630340922357
27,vertical_velocity_500_mean,-4.78528141894885,1.1535698781446697,0.3392219433462413,-0.13242376256334454,-0.4440178227251562,-0.21919591370724173,0.011497737856571507,0.2903159904604161,0.24259823015002716,0.1088562877893342,-0.0462606462208172,0.15760480897501317,0.10672969642094249
29,vertical_velocity_500_mean,2.7827197029623205,-2.886823164450338,2.9358275985340403,-1.4942511900145603,2.527295178395117,-0.9010222373122354,0.1970597618616231,-0.6422034967880051,-0.17522664319134326,1.4738129187685183,-0.7352450790847553,-0.5404002618382967,0.3403967894868508
31,vertical_velocity_500_mean,-3.1595055327006123,0.5430515756688318,0.31406099112972813,0.06848953788968885,-0.5182493038894784,0.476974125262737,-0.2292217460107106,-0.21210870408245652,0.19343573438353326,0.3236674533928428,0.10753190797272512,0.11970932293502137,0.06323820304373909
32,vertical_velocity_500_mean,-2.9374134439025035,1.1243782361167045,0.5262192087786779,0.025680631964427388,-0.5142641618896077,-0.3207758946922156,-0.39732340021654533,0.3056551478425362,-0.14749668207332106,0.030114669062908942,0.19318694918267332,-0.06543760539437529,-0.21430999157144937
33,vertical_velocity_500_mean,-3.6591478417344176,-0.0020495576653799235,0.49795041247275146,0.22515190267864663,-0.3941326188831604,-0.27997791183683446,-0.5301748038343137,-0.6153366195732279,-0.04911497048777116,-0.273763856824332,0.30306055616416144,0.034390658754068826,-0.19070899046053613
34,vertical_velocity_500_mean,-3.022639363452067,-0.11264332399093316,2.5219344722001504,-1.087485620016134,0.16975860407364196,0.32452343833492947,0.04800798347051834,-0.04551666946521741,-0.8868144282275308,-0.06587829293358528,0.03363146222458392,-0.7157380130058143,-0.4066003868631292
38,vertical_velocity_500_mean,6.535395327361228,-0.6551576830518564,0.08329116264924316,-0.9471311303009362,-2.5716806990114196,0.5188132816048152,0.9565849467304564,-0.6845121829344257,-1.0443335107713074,0.9575278850978365,-0.14134287329807563,1.1497961153097358,-0.14711060088857575
39,vertical_velocity_500_mean,-1.7858041063308399,0.7910285853265001,-0.12102194607538592,0.15554167873512334,-0.1540405821544514,-0.2138725878573563,-0.33471220981077177,-0.09805750440226282,-0.26195609983956636,0.07019459750083776,-0.12794530391951303,-0.16567706553956607,0.16126178790730353
43,vertical_velocity_500_mean,6.852892812096551,-0.6950573333444374,3.625354937964317,3.8871865559352217,-2.0875749203261074,0.2759499618343989,-1.3642882657100022,-1.2464423721827855,-0.7126106015706752,-0.4240223607449755,-0.2663084272271805,-0.43473243231731545,-0.5090504906989688
44,vertical_velocity_500_mean,-4.324634419175268,1.3420388410786606,-0.11071477581181555,-0.21242631010714316,-0.6090190541107887,0.16448790568334398,-0.3865977701596417,-0.32996576043106124,0.2726061914059585,-0.11267777909280884,0.2395630975540211,0.13656906288418125,0.13415221790244947
45,vertical_velocity_500_mean,-5.693660799462367,1.3962784881060066,0.6620191379196975,-0.16888207572343072,-0.5179072703870153,0.15707190880664335,0.2349960492284036,-0.018871878973310607,0.16078620592929546,0.20723855370867317,-0.19288498621589675,0.15978228281680637,0.061803963653863946
46,vertical_velocity_500_mean,-4.763488031989112,1.0711672367490075,0.6612481597792401,-0.0029310056530324684,-0.33964188627973796,0.22781111928842376,-0.11553806540747176,-0.26400585005667376,0.01828729444422659,0.3809012234672541,-0.2236784196000741,-0.005306747553633226,-0.004244628127928611
47,vertical_velocity_500_mean,1.0680264430867923,-0.13138963481372304,-2.1018886429050383,1.246458486524443,1.0374234436298724,-1.1707959895238227,-0.05139937410842384,-1.3949592344237882,-0.0783901562538755,-0.10250305098065522,0.7731799826573555,-0.05388887094515137,0.1663210602845365
48,vertical_velocity_500_mean,-1.776751044483631,0.18070322569951924,-2.926809419277579,1.2456435573151252,0.8699375653873878,1.062640440758107,0.5562171645889392,-0.13429998697319323,0.3232059133155071,-0.3663855312951564,-0.3822352054962518,0.09329110566216815,-0.10587114477761159
49,vertical_velocity_500_mean,-4.805613405913399,1.1343061701590382,0.5184779756597226,0.06201839987351379,-0.23028024560411445,0.11573024880665685,-0.20796880719736108,-0.13190067632021765,-0.0903080089079833,0.18834636537203978,-0.2797257527524959,-0.11452583638174281,0.03730676916347978
50,vertical_velocity_500_mean,-3.5785835502062255,0.6241568295253239,0.5073142097691891,-0.11901033942304466,-0.3793519841438702,-0.006140651604017282,-0.016737215675255206,0.025029426860931604,-0.3401185923131257,0.08381621950364694,-0.2869013628232597,-0.15049892181260177,0.06964917186299618
51,vertical_velocity_500_mean,-1.795614512844535,0.7994117634022565,-1.786746518149001,0.5126669169300309,0.12834356101167946,-0.49276449609573125,0.8118943449739634,0.4637318956287004,-0.24515689286438985,0.15075217769308205,-0.2382826101073595,-0.20445129293023073,0.253870032535706
53,vertical_velocity_500_mean,0.660361214376938,0.07317645615367228,3.2347320572721063,-0.5973765206003713,0.35014254144326534,0.41352646451798525,1.3768787781793856,0.41945215917701406,1.2219810481706492,0.6053989507222778,1.4397615312127234,-0.0969144536899919,-1.0204891589165812
54,vertical_velocity_500_mean,1.079593869933991,-0.7443031843087278,-1.8616875113039268,-1.3835534955805493,-0.6319750794495975,1.9019981015858458,0.05400741093141592,-0.09029790416834081,-0.28841772811943833,-0.6607948632371244,0.2590339327371232,-0.22339219516746317,0.1685717354574517
56,vertical_velocity_500_mean,-2.972020679297183,0.6324733734536161,0.10463857657552582,-0.17832620607273642,-0.6379161194219428,0.7129217552432369,0.2511067631789028,-0.0038088731617100515,-0.45691146346812284,-0.39713412676979815,0.08835154852290023,0.037011581561803696,0.3451050641214411
58,vertical_velocity_500_mean,0.1474416282982622,-0.36556422891440205,-0.308049414947889,0.10123307807539234,0.5126347842395632,0.21670501790878938,-0.3509438360056199,0.18790605703540467,0.3392317277526832,-0.3303759303122917,-0.3490053259785827,-0.018509722322973415,-0.24644656037531973
60,vertical_velocity_500_mean,-4.404805150140485,0.4966366178270378,1.5547818753891154,-0.8225796834890481,-0.35927339776442174,-0.09073376497723952,-0.3866148453481655,-0.29316230535921733,0.03442505104007509,-0.33707614990777035,-0.051228463045356366,0.09741581834734671,0.16701874508170386
61,vertical_velocity_500_mean,-2.6281978362843703,0.6930816128576363,-0.33559513467204244,0.9716980527053714,-0.45798810039383303,-0.36587006895387497,-0.223151390063984,-0.07572992097203479,0.006521653326799234,-0.16179591632897233,0.08686446714246807,0.24570421495151426,0.07943563789098343
62,vertical_velocity_500_mean,-1.8657613637297057,-0.5388798921906984,0.9824888888396437,0.2593615262419796,0.3638219840911952,0.22110068851339806,-0.21669747219621613,0.5265104340014263,-0.4772898931171212,-0.21240616747682695,-0.334356920064316,-0.2148624434369242,-0.2147906214731659
63,vertical_velocity_500_mean,-0.6744547160452492,-2.985401426959135,4.5055446992483414,-3.012500998764902,1.3668396780191183,0.3432785422436623,1.0076663480752448,0.6695409460459293,-1.0274362817336329,-1.2431256299089573,0.18944116842156508,0.5716678840200984,0.24578822026338917
64,vertical_velocity_500_mean,-1.7966862262301937,0.45722889246347764,1.3581367119652366,-0.4465332806670695,-0.8415074033565256,0.3908617358068318,-0.25532114505508274,-0.39958805042052536,0.10535668302393525,0.22990827286449664,-0.1046327985578215,-0.4368890615738307,0.10981705635391022
65,vertical_velocity_500_mean,-2.809432211099379,1.1306544416453903,1.104776984296549,0.23892248064597046,-0.08673378512448951,0.9672468791760714,0.07975392204658534,0.017049481585714798,0.35680369424614894,-0.4350944858814015,-0.24211534103738216,-0.26358645766217426,0.16000848672591336
66,vertical_velocity_500_mean,6.97968468493711,-4.521028718572647,1.7330123109325417,4.9478780772518345,0.3412814163384421,-1.4772399630352842,0.22338329667238604,1.4800908298468833,-0.24138744476133,0.022576966697665877,0.6908301181764529,0.043909950012350686,1.046273845136914
67,vertical_velocity_500_mean,-3.045591841787619,0.7760059183365686,-0.3846385581318111,0.4892289208117826,0.10381666440229972,0.39431493227522196,-0.019767878789906608,0.1645779596318724,0.24970323280950457,0.28497291993646023,-0.12957582712380586,-0.1297485130246049,-0.46190236329875717
68,vertical_velocity_500_mean,3.3391220334755083,-2.165930177954633,2.4337923436682978,-0.2427772248525364,0.32838283054779704,0.6296800363628877,-0.14697164311567468,-0.16352789817051272,1.2516054015186793,0.0018463046824077475,0.3361728606405032,0.38142352430236726,0.4298760210012754
69,vertical_velocity_500_mean,-0.7265511496626416,-0.5142578484917355,-0.8821720206492799,0.6665670683843419,0.8786974058039416,-0.5549703360141299,0.3928666935145916,-0.6054309243943304,-0.09083933668298047,-0.530704275229691,0.20096229226932782,0.33681545771460514,-0.43695979300650595
71,vertical_velocity_500_mean,-4.347143360114804,1.1996985012430341,0.5337465266410087,-0.22631758182822453,-0.508704103712001,-0.14065329508906016,0.0021668281437870977,0.1456828572428657,-0.09448238492308346,0.1647910861553071,-0.1385299531218002,-0.2685408803634162,0.21797242631710992
72,vertical_velocity_500_mean,-1.473443325511938,0.31256989392775325,-2.663604227768539,-1.2446585210064756,-1.113377060993027,-0.5566163196824941,-1.1978262086001248,0.8490450480492931,0.6754405807150001,-0.3949335789016424,-0.03778423034428046,0.30723506167627773,-0.11084176826802615
73,vertical_velocity_500_mean,17.206216228510403,18.536203656953735,1.0342847418790242,-0.6786537933406529,0.9512328380372207,0.04530876945130714,0.06780983502149855,0.017546090875941115,0.07532801359486638,-0.2201224421652663,0.033923763379404025,0.058012294569713345,0.2759231773782665
76,vertical_velocity_500_mean,2.2633795629694062,-1.3957963601141226,-1.189482114872315,0.7339834921704196,2.1734558174530627,0.36968132333243897,-0.2382326916322624,-0.23269323721077345,0.7130963572566208,-0.15023411026905614,-1.1955875315954803,0.5776206621098098,-0.297466129872033
77,vertical_velocity_500_mean,-1.9833400097933722,-0.39615235792483505,-2.0437621263032955,0.07035249620219601,0.4226432865403468,0.10673993656709799,-0.5994153055585821,-0.25394721192228253,0.3733511996847153,-0.17360320335197763,0.509008745976478,0.2747016303642887,0.2918582424574675
78,vertical_velocity_500_mean,1.8852491536326559,0.2463299227758002,0.14068280193735241,1.5281600270589404,-0.25478717182698196,-0.6212644032888373,0.35027546025921535,0.45965809111933303,0.32163939196314234,0.15398099675605723,0.23055400137332396,-0.22563200166565753,-0.9169555645511746
79,vertical_velocity_500_mean,7.143138638897043,-2.8517681537444095,-2.890033047311848,-3.305769568406309,0.15559179616669308,-1.3371485925718207,-1.164193443788232,-0.8652988067831829,-0.08475411972628581,0.06052028247190227,0.6095884426964533,-0.1141517548275366,0.22685205304710687
80,vertical_velocity_500_mean,3.263713633639504,-1.7143863720302839,-1.2746069156131898,0.17743578530079226,2.8052142114789373,0.26065643139604616,-0.29842177722583346,0.5055398071587963,-1.2248293758148456,-0.2725144784288707,-0.13811277846213008,0.08446832474979575,-0.6760640606940109
81,vertical_velocity_500_mean,-0.21176267939709797,-0.44951331153176305,-0.11892260572094744,0.14069612924031996,2.101522136560194,-0.4875712640992071,0.22175136989487704,-0.08696438303855382,-0.03678090831823475,-0.1564711971106876,0.3513002914663653,0.01808717418697573,-0.5232277419181198
82,vertical_velocity_500_mean,-0.8441693938220607,0.07001510955323116,-1.2208713682128849,-1.0379786309857362,0.2566505988066127,0.04431913702809199,-0.23988812239669013,0.18212833873363665,0.17700091630203363,0.7388960377149987,-0.36048444511025834,0.15310058521346803,0.14186537507053273
83,vertical_velocity_500_mean,-3.0593084696265573,-0.3139297213208852,-0.15353778840151713,-0.46244360993791883,0.6227569601048843,0.22765210250323867,0.2050252206597258,0.25799271216633635,-0.04212096243484963,0.024660888628349458,0.21029505098985032,0.010872273097349783,0.06468007130365562
85,vertical_velocity_500_mean,10.911123075011897,-5.175800939402411,-1.2917292038814265,-0.6173138310600368,0.91485212025041,1.049161350086985,-0.5765029625922391,0.6827244252967569,0.33339525357147487,0.09157747539406008,-0.5380810318338162,-0.2697028253568941,0.07893759811999412
86,vertical_velocity_500_mean,6.224601572015088,-1.6959395288390293,0.08835787682446382,0.2679423847105143,-1.3592720490146133,-0.9711607299835977,-0.3849125460585714,0.790204527296261,-0.5031443234175714,0.07980229027458385,-0.3086107514285098,0.884653354945769,-0.413926672761256
87,vertical_velocity_500_mean,-2.8186030191750193,0.8729345349168594,-0.37685289775147796,-0.17678910222234778,-0.5846242304205579,-0.3689317523828204,-0.11124380486765474,0.6813030755290742,0.22814300487187109,-0.03733515767321129,0.32665255576755226,-0.05125738844863501,0.07328641937818824
89,vertical_velocity_500_mean,3.6101234432186367,-1.4688424745211501,-1.7101661725978945,1.4382671301821293,0.5564690242582959,2.341015581592241,0.5522982726752647,-0.4013563722330062,-0.6099248513716768,0.45737988194598705,0.6117498934739096,-0.36765624035051386,0.6249711968874553
90,vertical_velocity_500_mean,-3.279484544940122,0.9112447615587314,-0.35708161410580375,-0.007930810093613724,-0.3398162602227508,-0.04347469665499458,-0.4372411938872143,0.49871401229657464,0.4212633836777637,-0.18247199504971212,-0.09280423302019664,-0.018776192630098,0.2941904264081951
93,vertical_velocity_500_mean,4.293118143229035,-2.233407526692758,0.6623285758672597,0.6756705189570524,0.3489137161843997,1.2411975387864183,-0.9175862142676725,-0.044496306611077535,0.7441505382316739,0.8539664826441533,0.02989662230762713,0.028149496686004888,-0.026948798013320722
95,vertical_velocity_500_mean,-3.810003836109658,0.6803861730169656,0.9600375096205529,-0.19561562871289429,0.15256791195816524,0.00819687789981248,-0.23798275594996648,-0.01399697147004711,-0.5456260152457839,-0.008350422037349897,0.08296774069102364,0.0868157394115221,0.3284617781207474
