storm_number,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9
1,mean_surface_net_long_wave_radiation_flux_max,2.2109776843535323,1.5550383101048175,2.992281054510583,2.666720862964009,-0.23773735732140178,-0.35127108050210254,-0.4215075295325796,-0.2486591285160413,-0.08332796472685558
2,mean_surface_net_long_wave_radiation_flux_max,4.47564654234387,-1.087981237903558,-1.623920682753056,0.2949001953909916,0.4442269400431623,-0.17918796351970864,-0.4243211604395687,-0.04301350721807237,0.1557751121146421
3,mean_surface_net_long_wave_radiation_flux_max,3.421765417476033,1.665986295088225,0.3728902965266369,2.496243801566931,-0.44889029181412154,-0.6683622700357948,2.350645365336704,0.03200421534826659,-0.4466778934704138
5,mean_surface_net_long_wave_radiation_flux_max,11.272273661466349,-3.588896941707394,2.908213581487285,-1.370612499618109,0.4235750359906888,0.6243957653604488,0.5038372905337328,0.36442737337222236,0.628196045888625
6,mean_surface_net_long_wave_radiation_flux_max,1.8873215155814833,-1.3948065048847407,-2.260016828867718,-1.0619538203347296,0.10278118152668143,-0.5242472875229657,0.04468420558389408,0.05933867698786615,0.09922933218488528
7,mean_surface_net_long_wave_radiation_flux_max,-6.8966949053183315,-0.22409480575745777,-0.19072979619604458,-0.5717227585808475,0.21259509945488853,-0.24363264161398623,-0.08327752177551875,-0.1930619278442105,-0.10670831001054715
8,mean_surface_net_long_wave_radiation_flux_max,1.5226496401717429,4.7534349708082795,-2.0089360386137063,-0.2749642996191842,-0.8424673774280509,0.5378237580876734,0.05584299989884653,0.1404326473280528,-0.19469448940623985
11,mean_surface_net_long_wave_radiation_flux_max,-4.014058549984282,-0.48203928249846373,-0.21601627331544526,-0.1939641165933937,0.6501587298329056,0.10362553542220047,-0.395689919830948,0.07296431639466193,0.32286787799012784
12,mean_surface_net_long_wave_radiation_flux_max,-1.7664453001383655,-1.6739144408290496,-0.6377944529261222,-0.42442072031694866,-0.06088520804554424,0.04506019946546282,0.07558713847544121,0.030832912429674696,0.25823339817707974
13,mean_surface_net_long_wave_radiation_flux_max,-2.6994999707693954,-2.1278398184288148,-0.16881300159877577,-1.190823850590521,0.11081865399164781,0.09498650775186204,0.12954368590369134,-0.17518564763902453,-0.05050312714896104
16,mean_surface_net_long_wave_radiation_flux_max,-1.219587443427328,-2.9142599353378906,-0.8588192807421471,-0.4442754519534827,0.6654702312171821,0.3490245108206323,-0.046593450827788825,-0.020285326015854487,-0.13847207774134318
19,mean_surface_net_long_wave_radiation_flux_max,8.584133198281842,-0.9287120116381735,-0.5976675780884275,0.2235752270035082,0.09132120703526361,0.33028479521226506,-0.08455126857728705,-0.4885449109880334,0.03445545878452751
21,mean_surface_net_long_wave_radiation_flux_max,-6.496942783856543,7.272160546424292,-1.2838945669065396,-0.9790458442651366,-1.3950500970498296,-0.1986997208298631,-0.1439382903481754,0.7652074393579354,-0.17805480228053
26,mean_surface_net_long_wave_radiation_flux_max,1.5450262051554589,-1.161288536782388,-0.6484844580866005,-0.11590582739971965,0.4375869035929683,-0.3567311719395909,0.08629549135014128,-0.02616824718898201,-0.061008503380434155
27,mean_surface_net_long_wave_radiation_flux_max,0.9215566229290959,-2.8008875423538075,-1.0326304172360674,-0.6102020259535683,0.07786603251725255,0.22438938580033777,0.04868487621452678,-0.023682002162042245,0.07711446163043567
29,mean_surface_net_long_wave_radiation_flux_max,-1.0503579257939213,-1.7895029822867619,-0.016682529422184195,0.4757565611537298,-0.02529008714261289,1.0459833153605327,0.3898121560497093,0.008954807351000309,-0.47890556853038163
31,mean_surface_net_long_wave_radiation_flux_max,-6.578244414192422,-2.7351477525350947,-0.23406168962247792,-0.7116990858419806,0.39215563206094584,-0.8800196783602521,0.08149642782087967,0.0399093895541259,0.0828483076518092
32,mean_surface_net_long_wave_radiation_flux_max,-6.5359702416947005,6.840860817046658,1.0752281182139054,1.6781472209870467,0.49606139617816475,-0.25377459963463445,0.4276664886266153,-0.036044686062445604,-0.0759306515562875
33,mean_surface_net_long_wave_radiation_flux_max,-1.5993175634040147,-3.9391499669048695,1.504094047548846,0.10986967571802365,-0.22511642872499965,1.1109101852227878,0.8949170441641974,-0.1296117203239536,-0.22944063227607595
34,mean_surface_net_long_wave_radiation_flux_max,3.750064875362482,0.8768689319766672,0.3827020670539157,1.96040660525536,0.5064226001465769,0.00748759109882252,-0.19024207679772112,0.23779381446535183,-0.6776465609329109
38,mean_surface_net_long_wave_radiation_flux_max,-3.594369090162019,-2.5086707101815797,1.5890454301575445,0.08761671595738053,0.5346028653991851,-0.9529373480483219,-0.02250394498211296,0.4625614230529614,-0.42037392267894685
