,PCA_1,PCA_2
0,-1.731300945308278,0.9024499286300479
1,-1.6676221199470875,0.3722188375470816
2,-2.0752976094688176,0.10201738349461463
3,-2.357300890178187,0.27604471206810766
4,-2.4408567760565654,0.2211756141070706
5,-2.865259197202293,0.05881137976183442
6,-2.5703954344777644,0.10051580195131299
7,-1.882156683243258,0.1458692936860412
8,-2.3363079974236576,-0.13081679819562192
9,-2.3329527074495022,0.24538949613999006
10,2.993299205122008,-0.2194418525855069
11,3.1123102197817025,4.089896170383564
12,-2.3909660201972476,0.17519087358533217
13,-2.3376462331113226,0.13806207139602636
14,-2.521112617498969,0.21060738382209987
15,-1.4269277407062455,-0.3566651977994717
16,-2.116808105713874,0.19639127341011797
17,-1.2334169669576567,-0.8199807035990494
18,-1.572891102790119,0.4126340327528199
19,-2.6597567654924332,-0.008338298692139041
20,-1.2863729459285431,0.22132185148529435
21,-2.155762907462669,0.035057227669369244
22,10.335988700250141,-8.14247530295938
23,-1.4361309650320446,0.5792770592755774
24,-2.350862963759641,0.2042689461155459
25,-0.9253265962388479,0.2502509482179578
26,29.47443360947583,3.812565469501305
27,1.7389012164007258,-1.4483597329932267
28,-2.757698739660254,0.1771645513076255
29,-2.769254994194418,0.13856659194804427
30,-2.7724047270921535,0.11426924287351928
31,-1.4401996265981847,0.4612661397617491
32,0.14849229753806567,1.4282983453050335
33,3.9619852942681044,-0.45122372194094057
34,8.899915549138147,1.7814273070610036
35,2.5994466127312323,-1.3900010716426214
36,-2.750170166151503,-0.0047642679368092924
37,-1.8901865475979616,-0.1762593753351602
38,-2.817161789338901,0.10084635694813439
39,-2.865888721767634,0.053103484145691576
40,-2.856137674344126,0.054312316114109416
41,-2.6620357191523545,0.24409730802584376
42,-0.8711587583022076,-1.7738364399727822
43,15.032465661837918,-2.6181649028648013
44,-2.6481480978249627,0.1681111047299289
45,-2.5233605128741896,0.06884916329571375
