storm_number,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9
1,vertical_velocity_700_mean,12.442824634494942,-0.11182566687228007,-3.396030188106157,-2.6714347984985722,-1.741192757094461,1.754742539284043,1.273167414372404,-0.06554512049218776,-0.8095852507045457
2,vertical_velocity_700_mean,8.432582575251894,-5.244015330014774,3.443474056551589,0.9686123619086452,-0.6459605869206879,-0.3417172934523801,0.5180018150545366,-0.5501587941992819,-0.5491098772266769
3,vertical_velocity_700_mean,-0.7268036885798266,1.373560849247125,-1.6823616692795522,0.09685852362512544,0.4848033259931429,-0.19717274551379807,0.06288005215210409,0.1325017574826628,0.17791047604064328
5,vertical_velocity_700_mean,-4.370749929734108,0.35236833393445954,0.8861862599729657,-0.16621297779110897,-0.5470757974639971,0.07717792172487953,-0.05676260594528659,-0.5018351056781709,0.0420119880871936
6,vertical_velocity_700_mean,-3.5426460572773473,1.3625016696792138,0.43340900180450875,0.46930706191105886,-0.014957458922911738,-0.5011479730080449,-0.14239047640899313,0.03108770235397406,-0.40783032398794733
7,vertical_velocity_700_mean,1.8789976087375142,3.1304291901014993,-1.7019430699423659,0.43990338824102215,-0.9540784103076038,-1.192990610423886,-0.41740343447354145,0.13944443568331888,-0.5498798034749027
8,vertical_velocity_700_mean,5.336177393283885,2.3407388612685285,1.2227485711424702,-0.3971143262522305,-0.40102546098067743,0.33911793443272664,-1.1210705757541828,-0.02308513938682169,0.34053340850489977
11,vertical_velocity_700_mean,-4.370632456418239,0.7485783501362465,-1.1423077364220495,0.332716778109813,0.1842445348039452,0.31439868291363604,-0.09122142120471023,-0.05295720049686178,0.2981551379307756
12,vertical_velocity_700_mean,-3.7404414261563375,0.4824156682683531,-0.5412283742574446,0.4005437374745091,0.5651059203930375,0.10722159471897952,0.4648187870848214,0.2242053298610957,-0.31859545565502634
13,vertical_velocity_700_mean,-5.2008573702879435,0.7182119675038363,-0.2620671662818345,0.32697322291019004,0.25516267056209585,0.6664935432950131,0.29275950269413825,-0.4969908329236579,0.1444461252823057
16,vertical_velocity_700_mean,-0.09100478097038013,-0.9150483467813233,-0.45948290488300064,-0.6141696958026517,0.42475545239990264,-0.45831363078024817,-0.11927508473102927,0.18871744880446292,0.02664468459638136
19,vertical_velocity_700_mean,-3.2654365227683,0.5155625155379516,-0.5244429160628499,-0.28152711352150317,0.5365412838109451,0.359329050572747,0.028385676059151408,0.0422574611970861,-0.7450712524551671
21,vertical_velocity_700_mean,4.2283694750124585,-2.011798261576409,-1.0683871272031265,-0.398201893071254,-1.6963875779658177,-0.5461043465707391,-0.44819253862476793,-0.23920923416902476,0.059523755047999095
26,vertical_velocity_700_mean,-2.280595096222444,0.7195144684264109,-0.7293946183111499,0.6035957220126269,0.6344958189416541,0.5065863733578846,0.19245363261499698,-0.7408734455686516,0.3297954279492489
27,vertical_velocity_700_mean,-5.643566197064961,0.38311924290306243,0.6929474813716937,0.21315002459842425,-0.4373114491601762,0.20920077823766128,-0.03932897314867312,0.05469499720078088,0.07675394592928984
29,vertical_velocity_700_mean,3.854852387438495,-4.642593731738891,1.0507358103315139,-1.143710737262428,1.1882643066586567,0.012096285927566307,0.3287945440685071,0.18877237043981326,0.3469493786222875
31,vertical_velocity_700_mean,-3.7724025822969804,-0.035635468938732734,0.20020043210960203,0.15996961112467417,-0.24525311908648867,-0.18395993056180013,0.01612894632983104,0.35886870679607724,-0.09665337070825629
32,vertical_velocity_700_mean,-4.05988599316073,0.7434283560443121,0.5494846338028185,0.3456697730663091,-0.7442255953833654,0.11208348205147223,0.058174339692835586,0.26517204418088525,-0.08946276764094617
33,vertical_velocity_700_mean,-4.334085875629857,-0.7695547328014735,0.9860325289377535,0.37173783550714057,-0.30450086623094264,0.620225266502149,0.07067433667626115,-0.3252010346391955,0.5221701595272843
34,vertical_velocity_700_mean,-3.3707752357373115,-2.029447013835634,1.4683171195285338,-1.1330409402789927,0.09075244589046415,0.17100966530754305,-0.3738698815891027,0.047278990439722515,0.020982811959081513
38,vertical_velocity_700_mean,5.59080490438158,-0.08742469636974377,1.2495819755432387,0.11814118020658311,-0.6073698956965917,-0.11625420336970166,-0.11727115646390102,-0.9342989887424494,-0.6565942337072982
39,vertical_velocity_700_mean,-2.330205701747648,0.860189615987761,0.22980650020631496,-0.02401279099199261,0.30707574146862815,0.019146435545101422,0.040427461371583595,0.008579926682889196,-0.041970815222742625
