time_step,variable,PCA_1
1,relative_humidity_900_mean,-4.055075098259066
2,relative_humidity_900_mean,-4.016678003708574
3,relative_humidity_900_mean,-3.9600961678559936
4,relative_humidity_900_mean,-3.944411813460194
5,relative_humidity_900_mean,-3.8911346231266726
6,relative_humidity_900_mean,-3.7879066100562064
7,relative_humidity_900_mean,-3.6759713827282723
8,relative_humidity_900_mean,-3.5638548360663354
9,relative_humidity_900_mean,-3.4023587956325585
10,relative_humidity_900_mean,-3.2012983474240495
11,relative_humidity_900_mean,-3.0202271933972398
12,relative_humidity_900_mean,-2.7180043320420033
13,relative_humidity_900_mean,-2.528847084983364
14,relative_humidity_900_mean,-2.2956112854018675
15,relative_humidity_900_mean,-2.0917370408085687
16,relative_humidity_900_mean,-1.877203510000547
17,relative_humidity_900_mean,-1.5945608179890864
18,relative_humidity_900_mean,-1.2063764311933522
19,relative_humidity_900_mean,-0.6804099172964688
20,relative_humidity_900_mean,-0.1324995178508078
21,relative_humidity_900_mean,0.5764629034422648
22,relative_humidity_900_mean,0.9502216120401531
23,relative_humidity_900_mean,1.3547400671531102
24,relative_humidity_900_mean,1.5486634702986184
25,relative_humidity_900_mean,2.017246767434702
26,relative_humidity_900_mean,2.5760278831060273
27,relative_humidity_900_mean,3.051243231282298
28,relative_humidity_900_mean,3.553898599677734
29,relative_humidity_900_mean,4.040743695636642
30,relative_humidity_900_mean,4.485447117080661
31,relative_humidity_900_mean,4.866062402648657
32,relative_humidity_900_mean,5.129135854935827
33,relative_humidity_900_mean,5.248422901006721
34,relative_humidity_900_mean,5.309732045694535
35,relative_humidity_900_mean,5.412192120073371
36,relative_humidity_900_mean,5.52402213776993
