storm_number,variable,PCA_1
1,surface_sensible_heat_flux_min,-5.613757813810759
2,surface_sensible_heat_flux_min,-5.615426606628197
3,surface_sensible_heat_flux_min,-5.614522419900934
5,surface_sensible_heat_flux_min,-5.61484439516201
6,surface_sensible_heat_flux_min,-5.614718081913333
7,surface_sensible_heat_flux_min,-5.6156326057486785
8,surface_sensible_heat_flux_min,-5.613598464288971
11,surface_sensible_heat_flux_min,5.49875733863673
12,surface_sensible_heat_flux_min,-5.615745810557422
13,surface_sensible_heat_flux_min,-5.615298974664264
16,surface_sensible_heat_flux_min,-5.61269031512757
19,surface_sensible_heat_flux_min,-5.61497133750006
21,surface_sensible_heat_flux_min,-5.612672457968424
26,surface_sensible_heat_flux_min,-5.616589158397025
27,surface_sensible_heat_flux_min,-5.615516848506901
29,surface_sensible_heat_flux_min,-5.613507293541877
31,surface_sensible_heat_flux_min,-5.615377779286674
32,surface_sensible_heat_flux_min,-5.612724393042169
33,surface_sensible_heat_flux_min,-5.613552196445147
34,surface_sensible_heat_flux_min,-5.614171283362343
38,surface_sensible_heat_flux_min,-5.615421448929569
39,surface_sensible_heat_flux_min,-5.614577835877835
43,surface_sensible_heat_flux_min,-5.613801969390462
44,surface_sensible_heat_flux_min,-5.613622689361532
45,surface_sensible_heat_flux_min,-5.6151785800867975
46,surface_sensible_heat_flux_min,-5.6141474726425935
47,surface_sensible_heat_flux_min,-5.614336715829336
48,surface_sensible_heat_flux_min,-5.612084543183214
49,surface_sensible_heat_flux_min,-5.61549683860719
50,surface_sensible_heat_flux_min,-5.615325924138236
51,surface_sensible_heat_flux_min,5.703230564004499
53,surface_sensible_heat_flux_min,4.36193597912058
54,surface_sensible_heat_flux_min,4.349697872628196
56,surface_sensible_heat_flux_min,6.958787405451767
58,surface_sensible_heat_flux_min,7.668632855501095
60,surface_sensible_heat_flux_min,4.963535006743334
61,surface_sensible_heat_flux_min,3.606675645812436
62,surface_sensible_heat_flux_min,2.671435976898925
63,surface_sensible_heat_flux_min,7.035644393366622
64,surface_sensible_heat_flux_min,2.8487390018059826
65,surface_sensible_heat_flux_min,2.584331996036978
66,surface_sensible_heat_flux_min,13.052006507100861
67,surface_sensible_heat_flux_min,7.657077016514064
68,surface_sensible_heat_flux_min,1.681978307124106
69,surface_sensible_heat_flux_min,3.297484040101669
71,surface_sensible_heat_flux_min,-0.18838773999393574
72,surface_sensible_heat_flux_min,1.8509456224783216
73,surface_sensible_heat_flux_min,4.171916241258539
76,surface_sensible_heat_flux_min,9.686159025178576
77,surface_sensible_heat_flux_min,1.323945651846522
78,surface_sensible_heat_flux_min,5.1381989357018
79,surface_sensible_heat_flux_min,6.326649409394781
80,surface_sensible_heat_flux_min,3.834493631118485
81,surface_sensible_heat_flux_min,2.5255944106947803
82,surface_sensible_heat_flux_min,4.69037690437003
83,surface_sensible_heat_flux_min,8.939797065374085
85,surface_sensible_heat_flux_min,1.5490846170883477
86,surface_sensible_heat_flux_min,7.90119498386839
87,surface_sensible_heat_flux_min,5.207093768101273
89,surface_sensible_heat_flux_min,5.762759570915546
90,surface_sensible_heat_flux_min,2.3776178047908707
93,surface_sensible_heat_flux_min,5.811961929037626
95,surface_sensible_heat_flux_min,1.9699605158276374
