storm_number,variable,PCA_1,PCA_2,PCA_3
1,vertical_velocity_30_mean,12.491254180920663,-0.3038132760429634,-1.9107076593472456
2,vertical_velocity_30_mean,8.452996680092875,-4.078712609314966,2.8864294079929054
3,vertical_velocity_30_mean,-0.0211090892017414,0.31417474605360446,-1.0238432630130287
5,vertical_velocity_30_mean,-4.600127628923188,-0.04796283818550971,0.3302492311375634
6,vertical_velocity_30_mean,-5.031894045070778,0.5954536737511722,0.2705035975180098
7,vertical_velocity_30_mean,0.9805382420986315,3.297582479975519,-3.3151188604330426
8,vertical_velocity_30_mean,4.635812009066408,2.2365638212616794,-0.4934767956414579
11,vertical_velocity_30_mean,-3.3603644521775773,0.7265232882340131,-0.43078800076639046
12,vertical_velocity_30_mean,-3.325103001559978,0.6360767450365294,-0.7704538992973667
13,vertical_velocity_30_mean,-4.105505537274653,-0.1578082975249528,-0.7447156114961256
16,vertical_velocity_30_mean,1.4486745056173702,-0.44671771289846546,-0.002666804999308125
19,vertical_velocity_30_mean,-2.453351789026053,0.28134233143436094,-0.3798065322551001
21,vertical_velocity_30_mean,3.5874867260785894,-1.8229722411015405,-0.3705646503175639
26,vertical_velocity_30_mean,-0.4980738254356896,1.694390996377719,-0.9422991418058139
27,vertical_velocity_30_mean,-4.8130887113477305,0.5083335502033696,0.492262812346243
29,vertical_velocity_30_mean,5.416224367697352,-4.8938463244288135,2.9105698949911396
31,vertical_velocity_30_mean,-2.678554158811196,-0.18348921373672428,-0.10756134897010866
32,vertical_velocity_30_mean,-4.970758249091623,0.7424366988365451,-0.1645294442263863
33,vertical_velocity_30_mean,-4.663981718578628,0.5616526801181702,0.3659868812570898
34,vertical_velocity_30_mean,-4.384897506405281,-0.18303476899068022,0.549202831556541
38,vertical_velocity_30_mean,3.226684666761914,1.7044315213077605,-0.38660040275820945
39,vertical_velocity_30_mean,-1.1640440256201996,0.8800435105024057,-0.2012296715568562
43,vertical_velocity_30_mean,7.178212731848285,-3.646506852103336,2.378244660461159
44,vertical_velocity_30_mean,-4.597643070497677,0.4050455421083903,0.46513006907210064
45,vertical_velocity_30_mean,-5.246959135350672,0.022270161738245413,0.5512475315433218
46,vertical_velocity_30_mean,-4.928102272665002,0.2018941705328316,0.7073051376322899
47,vertical_velocity_30_mean,2.032550251289166,0.6450776680536209,-2.8755516282993647
48,vertical_velocity_30_mean,-1.954348210998163,0.8471046818772096,-2.3437182766140507
49,vertical_velocity_30_mean,-5.3081634459240234,0.25781682961693825,0.3779042185073759
50,vertical_velocity_30_mean,-4.653708896806676,0.04387530912407224,0.41062081639599707
51,vertical_velocity_30_mean,-1.5993392683530099,2.033986604439162,-0.8632463653731846
53,vertical_velocity_30_mean,-0.026906156840019242,-0.5352250351875415,2.03186603551937
54,vertical_velocity_30_mean,0.4949475943580835,0.0261007776869232,-0.6785177318892458
56,vertical_velocity_30_mean,-2.3728522277206343,-1.3401059433311513,0.46154090240403856
58,vertical_velocity_30_mean,1.934158414773343,-0.5171788280379753,-1.7634762846904335
60,vertical_velocity_30_mean,-4.6350035187058465,-0.1752328646768113,0.6929562175550472
61,vertical_velocity_30_mean,-4.744635405658263,0.49687564154465513,0.013059071111643776
62,vertical_velocity_30_mean,-1.2317385389742517,-0.4161880670054276,-0.2239605810284287
63,vertical_velocity_30_mean,1.9420810508622708,-7.271871400747373,4.032071022815299
64,vertical_velocity_30_mean,-2.1538509534613435,-0.12217408985890998,1.0946639610401172
65,vertical_velocity_30_mean,-4.07178952486875,-0.22087324993548874,0.836664498911721
66,vertical_velocity_30_mean,12.943605897202758,1.2271890635261253,-4.212492104198836
67,vertical_velocity_30_mean,-3.7024587048072717,0.2379209382905152,-0.34494845009978614
68,vertical_velocity_30_mean,4.499663204105718,-1.2777545855761197,1.5600405374504882
69,vertical_velocity_30_mean,-2.402136773658216,0.755084488165095,-0.3988561994786082
71,vertical_velocity_30_mean,-3.69149777522262,0.017095425512498316,0.09159728650804148
72,vertical_velocity_30_mean,-0.6898634307510686,1.6166799195641413,-0.24473341560670903
73,vertical_velocity_30_mean,9.796953167451067,12.563475198842522,8.327703973633472
76,vertical_velocity_30_mean,4.57503113752258,-2.6498368529279994,-1.4143286087191542
77,vertical_velocity_30_mean,-0.713806037773662,0.17557367881589886,-1.2514761034603596
78,vertical_velocity_30_mean,4.201492965341239,2.2188961044357747,-0.8044561045712822
79,vertical_velocity_30_mean,9.408237716153623,-0.04046014829494455,-1.6420870504559486
80,vertical_velocity_30_mean,1.894473683108968,-2.9864232280023155,0.9784267181143126
81,vertical_velocity_30_mean,-0.6307303156849858,-1.9774844118866681,1.3441330339320754
82,vertical_velocity_30_mean,0.486750499306245,0.25549291090256016,-0.6695455522025044
83,vertical_velocity_30_mean,-1.1776777412425543,-0.2948843669213351,0.6185533351998602
85,vertical_velocity_30_mean,8.513041131786666,-0.886506925450856,-0.0029892933551543574
86,vertical_velocity_30_mean,0.39868904776688985,-2.403734701611064,1.208576858041134
87,vertical_velocity_30_mean,-3.4010009794818865,0.9459015485762713,-0.9386883070911237
89,vertical_velocity_30_mean,4.958788898931047,1.0639036685690066,-4.040599894436163
90,vertical_velocity_30_mean,-4.192679671264729,0.2339783198231337,-0.2685027636860828
93,vertical_velocity_30_mean,1.9183452030134105,-0.7995422691316534,-0.6285605420640598
95,vertical_velocity_30_mean,-3.218948177919515,-0.7899035919268511,0.8675868015561217
