time_step,variable,PCA_1
1,relative_humidity_500_mean,-3.700157137383354
2,relative_humidity_500_mean,-3.5327273105314454
3,relative_humidity_500_mean,-3.5315725615460405
4,relative_humidity_500_mean,-3.586591671868582
5,relative_humidity_500_mean,-3.5898033874990416
6,relative_humidity_500_mean,-3.534897793941633
7,relative_humidity_500_mean,-3.202091392313822
8,relative_humidity_500_mean,-2.7670660861508667
9,relative_humidity_500_mean,-2.8507492690784675
10,relative_humidity_500_mean,-2.847918790857761
11,relative_humidity_500_mean,-3.0424686332047437
12,relative_humidity_500_mean,-2.6559268895282235
13,relative_humidity_500_mean,-2.3783472013346785
14,relative_humidity_500_mean,-2.028741593314143
15,relative_humidity_500_mean,-1.7427093740984771
16,relative_humidity_500_mean,-1.4905785025259763
17,relative_humidity_500_mean,-1.4531681848196742
18,relative_humidity_500_mean,-1.5233213801341554
19,relative_humidity_500_mean,-1.2201785468475315
20,relative_humidity_500_mean,-0.6308434690096804
21,relative_humidity_500_mean,0.11662086465933263
22,relative_humidity_500_mean,0.7986995880754335
23,relative_humidity_500_mean,1.2884810109431015
24,relative_humidity_500_mean,1.8086840741921124
25,relative_humidity_500_mean,2.3534120190167003
26,relative_humidity_500_mean,2.7600395446867436
27,relative_humidity_500_mean,3.1503561250968266
28,relative_humidity_500_mean,3.4198725487159383
29,relative_humidity_500_mean,3.7094374894894893
30,relative_humidity_500_mean,4.142769934547738
31,relative_humidity_500_mean,4.1858233977535475
32,relative_humidity_500_mean,4.451593512921391
33,relative_humidity_500_mean,4.652659509284494
34,relative_humidity_500_mean,4.796162349409376
35,relative_humidity_500_mean,4.846144525868791
36,relative_humidity_500_mean,4.829102681327294
