time_step,variable,PCA_1,PCA_2
1,mean_surface_net_long_wave_radiation_flux_mean,-5.6973582615832745,3.044074180611237
2,mean_surface_net_long_wave_radiation_flux_mean,-5.6961501033047925,2.801875346291965
3,mean_surface_net_long_wave_radiation_flux_mean,-5.695686222215508,2.5408135008283885
4,mean_surface_net_long_wave_radiation_flux_mean,-5.520234069555464,2.1960304647241635
5,mean_surface_net_long_wave_radiation_flux_mean,-5.400781576755363,1.990767957859208
6,mean_surface_net_long_wave_radiation_flux_mean,-5.171920640342277,1.5863973011224843
7,mean_surface_net_long_wave_radiation_flux_mean,-5.039022446042343,1.2157262895557233
8,mean_surface_net_long_wave_radiation_flux_mean,-4.750627313008372,0.5862929028350794
9,mean_surface_net_long_wave_radiation_flux_mean,-4.487288817013266,0.042029006740478304
10,mean_surface_net_long_wave_radiation_flux_mean,-4.173626850193568,-0.30956739310513337
11,mean_surface_net_long_wave_radiation_flux_mean,-3.832813913160147,-0.7100350629596972
12,mean_surface_net_long_wave_radiation_flux_mean,-3.357774126844058,-1.109841448483449
13,mean_surface_net_long_wave_radiation_flux_mean,-2.9699111986761575,-1.3872267788958992
14,mean_surface_net_long_wave_radiation_flux_mean,-2.657998421474474,-1.759283471284312
15,mean_surface_net_long_wave_radiation_flux_mean,-2.195765613574968,-1.8907340361863492
16,mean_surface_net_long_wave_radiation_flux_mean,-1.6580340471305148,-2.2780603860515303
17,mean_surface_net_long_wave_radiation_flux_mean,-0.9896695460475807,-2.336151959401358
18,mean_surface_net_long_wave_radiation_flux_mean,-0.40398416936146514,-2.6354839691155805
19,mean_surface_net_long_wave_radiation_flux_mean,0.23334316801732008,-2.5498646480590867
20,mean_surface_net_long_wave_radiation_flux_mean,0.8935245223006875,-2.3933693508968465
21,mean_surface_net_long_wave_radiation_flux_mean,1.337108628762404,-2.191530565033719
22,mean_surface_net_long_wave_radiation_flux_mean,1.6621454954365211,-2.252191655850106
23,mean_surface_net_long_wave_radiation_flux_mean,2.0693293311624097,-2.101997153836721
24,mean_surface_net_long_wave_radiation_flux_mean,2.475414583625915,-1.8573542198841062
25,mean_surface_net_long_wave_radiation_flux_mean,3.013606059283286,-1.607375038176285
26,mean_surface_net_long_wave_radiation_flux_mean,3.4873925665619856,-1.2009367115136511
27,mean_surface_net_long_wave_radiation_flux_mean,4.010664862841722,-0.6886747074408174
28,mean_surface_net_long_wave_radiation_flux_mean,4.572523397506426,-0.07064354134221815
29,mean_surface_net_long_wave_radiation_flux_mean,5.056023830185709,0.4613307727018633
30,mean_surface_net_long_wave_radiation_flux_mean,5.350042745217768,0.8709384849823305
31,mean_surface_net_long_wave_radiation_flux_mean,5.578057157746645,1.315609315044591
32,mean_surface_net_long_wave_radiation_flux_mean,5.783958567451135,1.8263142369430638
33,mean_surface_net_long_wave_radiation_flux_mean,5.896805818160034,2.2573500351763998
34,mean_surface_net_long_wave_radiation_flux_mean,6.071066583284122,2.555405887136134
35,mean_surface_net_long_wave_radiation_flux_mean,6.100280788860344,2.771467656961403
36,mean_surface_net_long_wave_radiation_flux_mean,6.107359229879146,3.2678987580023713
