storm_number,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14
61,vertical_velocity_950_max,4.778342349776019,3.4570817325497316,-0.014674248109051456,-0.00941834397231793,0.12959810173560582,-0.18789958033692292,-0.9474258193380558,0.5456886501816092,-0.8400494943506304,-0.18036580907300612,0.47556294458478343,-0.47117306183098545,0.0636220548510118,-0.10228368777330049
62,vertical_velocity_950_max,0.6877053984950707,-1.8284220352004927,-1.6097145374245774,0.5953054811246415,1.5743836626439152,-1.0256950263347444,-1.3078448204196773,0.13418882667537677,0.0010484161695945167,-0.39373841005297966,0.6659706314125374,0.16524224703837717,-0.19953611458166487,-0.22243464223622825
63,vertical_velocity_950_max,-8.506784136536213,-0.26622121856606834,-0.7693743465276276,1.9585499664652466,0.04018424648217077,-0.3001561537397925,0.10120327445873745,-1.4374835786379683,-0.13425038152431437,0.6781685921255738,0.6507176794073308,0.1510616135260456,-0.5448593395031301,-0.22757487200862228
64,vertical_velocity_950_max,-3.1540073901068477,-1.578182151928493,1.3795576048247038,-0.23222299298778573,0.6760149506254252,0.2929328643273382,0.0713689715470235,0.723891217095602,0.5288793369080346,0.34088067904200114,0.9892353267769538,-0.8810971433189572,0.015502865768201635,0.018294047866372423
65,vertical_velocity_950_max,-1.0082322775976564,-1.7832141628236147,-0.4173603464315425,0.9978518337180772,-0.06716005103492932,-0.07659597005245651,1.1465266895344894,1.3363139972271176,-0.5067403387634567,-0.11556784809848838,0.7091163219096992,-0.12399468078726568,0.21565883118628335,0.012316211982054414
66,vertical_velocity_950_max,-6.31730420144645,-7.336695691379565,5.262997203325464,-0.8419217156047841,1.8989558612429525,0.34504803043337645,-0.0038931928862146526,0.1927681838438606,-0.8123462377239078,0.033207619507517425,-0.5467695049508965,0.8318958746559303,0.5445563206247096,0.05754318793976449
67,vertical_velocity_950_max,-0.22183515042978147,2.6477791150474195,1.027247803754432,-0.7582302176575642,0.4790330900184276,-0.19624019324680547,0.6535118911426067,-0.5626404529035567,0.24183057545117573,0.28284278715527184,-0.18814487760239199,0.3542104955169269,0.17106472783452423,0.39773188276691995
68,vertical_velocity_950_max,2.0064963029189915,-0.26905560358810815,0.3217665818609213,0.12404724517618543,0.32700519224012475,-0.30488213490045324,-1.0281702348950061,0.3849215632614444,-0.03984360013713179,0.5474014882839944,-0.012346270791062217,0.14126292690003295,-0.6542164042937305,0.021954242108924625
69,vertical_velocity_950_max,1.4437528685117604,0.7007289264080205,-1.252807996777041,-0.11683950406002207,-1.403290315716156,-1.1656150505899423,0.6228701324980448,-0.8310578000779324,0.6031574916117581,-0.13406316541247662,-0.4726346115845963,0.0289814766196721,0.30311445390316094,0.6612650450806334
71,vertical_velocity_950_max,-3.911121550601085,-1.7040047337138262,-1.1847388259998506,0.6758717177525783,-0.007163405658423796,1.0788516098607295,0.06875917119239011,-1.413104305639016,0.8918396143333899,-0.22751499584240173,0.0930293878594853,-0.02337049499249321,0.2865440790696231,0.031355838948265304
72,vertical_velocity_950_max,-0.5664062126446064,-0.017579315805363035,-0.4766242362166989,0.11590831711770752,3.3092332488271694,0.5932924646410681,1.7985322057127209,0.12642252507402926,1.5890373373873912,0.6360885652045174,-0.1773187254339817,0.20820440503127846,-0.107447628425449,-0.3483116780599835
73,vertical_velocity_950_max,-0.5220580035435983,-2.7518828328882625,0.2238485233145562,-1.5728888527314877,-0.3463250253982633,0.07087419950051627,-0.1407588590855867,0.8408922636959308,0.5385994224693686,0.4868897142792338,-0.7826179561590199,-0.2680354624149207,-0.2662541517198716,-0.45349229607684594
76,vertical_velocity_950_max,-1.4335664267684363,-0.22258104245455704,0.0007229074292057306,1.9770920691560263,0.7559778705635901,2.2846872382439805,0.2584909557803675,0.19636430452911194,1.061635326314876,-1.190671679284387,-0.794246483531798,0.037877121224928804,-0.5581302192232022,0.289247298629364
77,vertical_velocity_950_max,-0.5890538347976597,2.1882101495586954,0.434125614926318,-1.5265604745777361,1.3744106884028504,-0.4720192494978195,-0.25029920165744884,0.1834139513790179,0.29989775133402746,0.11518609337184005,0.02722305502538934,0.011968977459973306,0.011107728937628184,-0.541835812828794
78,vertical_velocity_950_max,3.7141841479426896,-1.6936745475940382,-0.6761541622430799,-0.3064801514298434,-0.6353381091327108,-2.3593722563503983,0.8879043480262488,-1.3056721939318614,0.5075797197825201,0.21017430219371996,-0.5093195596436846,-0.1288544680436501,-0.28967751627861943,0.1235354804024602
79,vertical_velocity_950_max,-6.168811608069746,-5.333079549591507,1.467325448853095,-0.6407117583049929,-2.284661292267256,-0.008934191199609623,1.220611345104584,0.2643943237699862,0.3769027460037141,0.02891032694820776,0.7337427924183042,-0.209298816641437,-0.3284166397251984,-0.3792896751666116
80,vertical_velocity_950_max,-0.4815628934774477,9.65307855854786,4.671821490569303,1.1224253118767873,-0.08908276154096584,-0.5416481772877818,1.6035408123040527,0.7197339232481691,-0.09898887943785072,-0.030423613397774853,-0.057700401537672655,0.12394998718581951,0.19465314142752926,-0.05137885347788536
81,vertical_velocity_950_max,-5.148834836726822,4.434554110994903,0.46782826133718186,0.586521889573078,-1.7174779983189523,3.2643715246971237,-0.07885611361282144,-0.23167862581394888,-1.3050604629579208,1.0972493400149275,0.21288061582236636,-0.3834805822007787,0.09434667806106853,-0.24338997098926618
82,vertical_velocity_950_max,-1.5892135094780637,6.419919413802447,1.5363963902612423,0.4968209932138218,-0.30619465869749585,-1.4908233177283892,-1.0342098206899193,-0.9198977645486984,1.320310079191826,0.11545969664277068,-0.23634741744383128,0.30090230528834094,-0.07164437887750733,0.25274196772381774
83,vertical_velocity_950_max,-5.228448675245863,-0.048286871358522325,0.22324990171183232,-0.25489864008332164,-1.1814126308339605,0.014629994481713544,-0.7856540848037274,0.337989744028388,0.4771734952130924,-0.7215335787240721,-0.22334088684399384,-0.33870875057927624,-0.2455397829243289,0.2562669751368383
85,vertical_velocity_950_max,10.56712461361681,-2.601820897385485,-1.0440054614409078,-0.10595394097066943,1.2848982711450285,1.4403241125088748,-0.9198209868775842,-0.5555315619601701,0.3444324824024442,0.6038259551503915,0.8332194479054627,0.15933096577996897,0.7342662067141499,0.11390055038752879
86,vertical_velocity_950_max,21.845457744517844,0.6844535599526518,-0.18963576079985828,-0.07427082602348802,-0.8574015729096962,0.9943602897936958,1.3115017279510053,-0.17660557177427114,-0.41545226369406757,-0.7438002898089345,0.14902782134865747,-0.13596143889521056,-0.10359015131001417,-0.040617577480909134
87,vertical_velocity_950_max,3.311526233910992,0.657292478892442,-1.6542465764920997,0.0848113942865417,0.5438344548489701,0.1829767857664021,0.8384647636752955,-0.4998052166210272,-0.8774252412172421,0.20128949631139825,-0.4441002917689792,0.3948125032364606,-0.0758926632541074,-0.41899611406798315
89,vertical_velocity_950_max,8.00745103867424,-1.6815857961683651,-0.9889517201519551,1.8038347659787675,-0.277524416739339,-1.6671316032946728,0.9706927967930402,0.5293134131403002,0.26612267832704156,-0.262775899287063,0.5820032499793738,-0.17367035323764032,0.4352518916384137,-0.5686848415787636
90,vertical_velocity_950_max,-1.7096917859587641,-0.6700949937042399,-0.48913290941419507,0.029161768061683413,0.8317275634483017,0.2330478662807995,0.4038530312981514,0.4522569012704876,0.14752009614146627,-0.6074799101294639,-0.07313700304028697,-0.4931922313480831,-0.35587668002407785,-0.10018851049078593
93,vertical_velocity_950_max,10.937432170166117,-6.37107750373916,4.783882989065992,-0.2507899687881074,-0.4640643260028807,0.47523926529211824,-0.445499933589847,-1.3735239964192998,0.23000729805561,0.48611351882270193,-0.3104097046620399,-1.030836324819597,-0.6424695939832181,-0.10616190856557606
95,vertical_velocity_950_max,-1.091102115321345,-0.6801328556876128,-0.91837164692197,-0.09574903193014447,1.805962498167832,-0.1955742641058713,0.8450642821191986,-0.377058771589431,-0.3630088913623547,-0.11626667939695631,0.02425767075583531,-0.2991218169472625,-0.0029369701772437307,0.3996856467196005
