,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18
0,-3.799603025417275,5.707297534911854,1.101673675737777,-2.596462589301501,1.8600998840276795,1.7514539898444215,-0.015933107233771664,3.297853615393347,0.24841629428062806,-0.8800425646470937,0.9205711651206545,0.5081596049080368,-0.4187107645412349,0.20852760639672055,-0.2433634647795948,0.40368605547711195,-0.2741278699749641,-0.47717781134002496
1,-4.953612441973474,5.413689439474966,1.5126856097516512,-1.9673861264401362,1.3075722566303576,0.5302781491994824,-1.0202305274101755,0.6841695946748918,-0.14661334832038392,1.3370639531977613,-0.7327328574969569,0.31118847963279334,0.6222738230109515,-0.8298414448726654,-0.0716006491796073,-0.7883957798508423,0.8125445035337542,0.41724569093546576
2,-4.361916334994056,4.462802588333835,1.2855325349133153,-2.004478813763289,0.6971252878153769,-0.11474237986261776,0.4832407538135734,-1.2171118109497345,0.5248282606327358,0.9354930609253685,-0.9032969880182601,-0.23612335084379182,-0.36014066976651055,0.7103156806239558,0.49738144173093163,0.5600032502940773,0.2152946012632178,0.008576291878834373
3,-3.8784599250364646,3.689410619619047,1.7792056348650136,-0.9800144751412161,0.27334810505040896,-0.5570489314752792,1.6662064125690406,-1.344053512662728,-0.73577076020809,-0.1897447507196134,-0.21976006687116184,-0.9601619893842078,0.19091360339995933,0.32343619707747057,0.32595813822321146,-0.08904266879223012,-0.7071878960320264,-0.027198238745989044
4,-4.320946959802995,2.838005258166593,0.7142255011441156,0.07919316016243201,-0.6809761642622213,-0.4405359376401833,0.5611552911837876,-2.249182578330534,-0.5945233517210463,-1.014674514523276,0.47298023493152885,-0.6841272924717894,0.31716113861929185,0.1029229128296682,0.1289552858364463,-0.5266575441955401,-0.35502069718317547,0.10792002924060605
5,-4.105827794862208,1.2093464668167522,0.8164562471549004,2.313720891082254,0.18691602838799168,-1.1372637291915537,-0.16140227003409918,-0.5534057166890284,-1.0826783709466377,-0.8963050067103406,0.9256352549219606,0.9257096460171713,-0.44852405804408585,-0.635222501202497,0.009128595565590116,0.3096144594761657,-0.21425276506738175,0.9098050627081348
6,-3.947260189275045,1.4131445368755045,-0.3304262298301538,2.933225239886322,0.7679977489572019,-1.5241126556334155,-0.7021269603087134,-1.3803200574357168,0.05457273182867709,-0.020802216069678324,1.0756190283005806,0.753268726490056,-0.288096883289756,0.19724272121243383,0.465923925737463,0.09491022790939281,0.15808210473156586,-0.8264521840127915
7,-4.165990190206213,0.5330310518106993,-1.4781044482182342,2.6105101427973327,0.7346241048924796,0.17160670477911621,-0.6857812779536041,-1.2981496406141697,0.666156947046052,0.608418886390385,0.23635636860479525,0.2768737712616272,-0.24723436628885512,-0.34975309210449107,-0.875827253355616,-0.027913427260677408,0.3974687228163668,0.196438487920951
8,-4.43509579543671,-0.20041919540687447,-0.21987418223470134,3.013537713410582,-0.5301022987581556,0.774260744738576,-0.4714690414497212,0.11388338764790579,1.320027658714326,-0.9775867991138817,-1.1747459678864967,-0.49664864942151216,0.17571957683971282,0.5150653282263996,-0.8385714382479219,-0.1023148035218379,-0.19724768121425382,0.10096827242860812
9,-4.3163628973829224,-0.8094347462258966,-0.5365588128856223,1.8108621891582524,-1.8247153150174777,0.4470989544217532,0.8379627603606478,1.1127489911856456,0.9916240330377976,-0.559698321741678,-1.3057598684434752,-0.8216295255392626,-0.35020456466681377,-0.9657379405428028,0.3408228161624235,0.39230968823373247,-0.5111844678901036,-0.1622117258555462
