,PCA_1
0,-1.3160080841481783
1,-1.3160207268071398
2,-1.3161992660227293
3,-1.3162908366358403
4,-1.3163824431885918
5,-1.3158441839046553
6,0.4867739615087925
7,-1.3162165839844646
8,-1.3163618310835865
9,-1.3161013995852147
10,-1.316149457154204
11,-1.3157880397104993
12,-1.3162067827647015
13,-1.3164304425653868
14,-1.3163894245741492
15,-1.3157498264829548
16,-1.3158979350956688
17,-1.3159269054777185
18,-1.3158998926139778
19,-1.3161885514180476
20,-1.3161584858924544
21,-1.316029498257595
22,0.819158239172467
23,0.918770795734851
24,0.15520796558746008
25,1.5025353454893378
26,0.7607276245421295
27,0.04400406549506414
28,0.9475225081780094
29,-0.04886208188225433
30,0.4688541800434006
31,1.2521705669276912
32,1.4881506588892441
33,0.09102288762518412
34,0.18912544946159127
35,2.6976976428296355
36,1.9383027513410809
37,-0.33393319146532613
38,1.497831697200623
39,-0.34759084356772735
40,1.149623381238994
41,0.9503129077885861
42,0.04718594521978303
43,0.8637398768325897
44,0.8655971997801359
45,0.456109000387496
46,-1.3159621256779004
47,-1.3160154492725515
48,-1.3161867325955505
49,-1.316343601885658
50,-1.3163580640735468
51,-1.3158428911372408
52,0.6641998135408052
53,-1.3162325552840417
54,-1.3163369906106985
55,-1.3160964590767397
56,-1.3161173097785723
57,-1.315801653210709
58,-1.316243329523213
59,-1.3164269587161512
60,-1.3163478467663483
61,-1.3157613279626659
62,-1.3159007334131854
63,-1.3158993594062887
64,-1.315967902629263
65,-1.3161984798541304
66,-1.3162261825764752
67,-1.3160401991751902
68,0.8101365357901698
69,0.9228268829325037
70,0.0959384649982466
71,1.5318227675623748
72,0.8099304936248317
73,0.12941148648714884
74,0.6064991768676651
75,-0.06585467360362546
76,0.5603839968055272
77,1.4831379473525224
78,0.9668433763676993
79,0.44239542255450315
80,0.05628712200871072
81,2.2775070246774414
82,1.6874316977446038
83,-0.3127932653016526
84,1.6960736948507782
85,-0.4007173441703651
86,1.2776344351039568
87,0.683302865727138
88,0.022725796734663684
89,0.8752223123609231
90,0.6720441331211715
91,0.5133386835398638
92,-1.3159891291814398
93,-1.3160485754073377
94,-1.316165625341787
95,-1.3163797893360676
96,-1.3163492516648527
97,-1.3158517761169293
98,0.8795168197784669
99,-1.3162794695397726
100,-1.316322305644134
101,-1.31607303284784
102,-1.3161051155556664
103,-1.3158120775314146
104,-1.3163152445084845
105,-1.3164256637588032
106,-1.3163270097221678
107,-1.315772409057491
108,-1.315908500231477
109,-1.3159079864211858
110,-1.315974222884381
111,-1.3161979789656264
112,-1.3162882783574463
113,-1.316097414141045
114,0.6828466295038897
115,0.7179738752345051
116,0.16799435367643223
117,1.498873681865332
118,1.0331153671188982
119,0.03407283312577497
120,0.6316951902289913
121,-0.2693360291723743
122,1.015695973769327
123,1.597985850311895
124,0.8434977058178885
125,0.5363035545965307
126,-0.08373030317644498
127,1.8458604621324575
128,1.3454340813381613
129,-0.29145612735115556
130,1.7023668112721
131,-0.39570463263364325
132,0.5829750485050809
133,0.6291078893242477
134,-0.009375572624988782
135,0.8436919741452071
136,0.5905103048374402
137,0.6354481010976469
138,-1.3160451152529513
139,-1.3161175605907567
