storm_number,variable,PCA_1,PCA_2,PCA_3,PCA_4
1,2m_dewpoint_temperature_max,2.3385816574833322,-1.1204390065816932,-0.9454699660045326,-1.509847666509348
2,2m_dewpoint_temperature_max,-2.7222610951280384,-0.046454812394644614,0.10969464836784236,0.11750233127836948
3,2m_dewpoint_temperature_max,-2.030188707974962,0.2204885890790116,0.11433957116410418,-0.480744995347804
5,2m_dewpoint_temperature_max,0.13583641353088188,-3.197238902214668,-1.8524800914331523,1.5290580701924834
6,2m_dewpoint_temperature_max,-0.8993989682765575,-0.25402891389462656,-0.500089439951354,0.08979756543656747
7,2m_dewpoint_temperature_max,-3.3939537043327848,0.6622792537846204,-0.34910689197183115,0.21589122491641302
8,2m_dewpoint_temperature_max,0.3414816343124461,-3.6270526337771267,1.318591553257908,-0.7276685781038975
11,2m_dewpoint_temperature_max,-1.9946398016878488,-0.9053214062338314,0.38314846503419014,-0.28827561830797094
12,2m_dewpoint_temperature_max,-3.852154098853501,-0.2557699218930631,-0.03537919913915015,-0.25622554056067937
13,2m_dewpoint_temperature_max,-1.5030397247260352,-1.9851790861127028,0.5976569962768573,-0.16559746139520995
16,2m_dewpoint_temperature_max,-1.7349257034571042,-0.12112829095100616,-0.466406655958992,0.10645534493108026
19,2m_dewpoint_temperature_max,-0.836447811316208,-0.7188316954772845,-0.6386723249110926,-0.4849935930938911
21,2m_dewpoint_temperature_max,13.50368158874188,-1.7632175867630735,-1.585995709936935,-0.1349594295103651
26,2m_dewpoint_temperature_max,-2.101579241855467,0.5275523571225275,-0.7254071604611233,0.15729889506759118
27,2m_dewpoint_temperature_max,-7.304582495688213,0.09268969462901264,-0.3086820918558594,0.01281287568861026
29,2m_dewpoint_temperature_max,-1.6064594754001358,-0.9707936354618301,0.21931206397531847,-0.09386150373174106
31,2m_dewpoint_temperature_max,-5.4392848873085455,1.0545040985221932,-0.013934156982718693,-0.16069934415908246
32,2m_dewpoint_temperature_max,3.482324398575146,1.196862412949207,1.0892169289606293,0.5036016880308996
33,2m_dewpoint_temperature_max,-3.7711941628889094,-0.79742808656669,0.20928618102790103,0.33452398876867706
34,2m_dewpoint_temperature_max,-3.8721809124332727,-0.44554552809100867,-0.5927234231859342,-0.13896604604911583
38,2m_dewpoint_temperature_max,-5.2200079285784,0.43661191285712264,-0.487765324144107,0.006472669224009174
39,2m_dewpoint_temperature_max,-2.6048657694060617,-0.9762591435853196,0.4298306505982307,-0.16574114140581206
43,2m_dewpoint_temperature_max,10.263570634679128,1.2926271790509685,-0.5109679891121615,0.3600292575635276
44,2m_dewpoint_temperature_max,0.5896698219218309,-1.6940190128652846,0.2970227469320387,-0.32243229959305647
45,2m_dewpoint_temperature_max,6.079179911093689,5.8275045119449125,-1.623362812357328,-0.31773405268692206
46,2m_dewpoint_temperature_max,-4.466421460255162,1.7273755523998702,-1.2277792963554597,0.4075912470597342
47,2m_dewpoint_temperature_max,-5.116860276183962,0.7546493955816179,0.2876817886574366,-0.36433702152590786
48,2m_dewpoint_temperature_max,-1.2247716323292976,-0.4336081890377237,-0.013555373573162137,-0.2770456678695247
49,2m_dewpoint_temperature_max,-2.309604327452858,1.1914919000628847,0.6924938056342748,0.29299633718070567
50,2m_dewpoint_temperature_max,-2.918396140669442,0.634196500154279,0.7186478811037034,0.6002660740995975
51,2m_dewpoint_temperature_max,-2.797858667311857,-1.8309329087875919,0.0813595503797771,-0.07801489141919844
53,2m_dewpoint_temperature_max,9.860612610058231,2.227181930052624,0.05397105238186459,-0.43390883677007114
54,2m_dewpoint_temperature_max,-0.10069612115731008,0.9182270666250403,-0.298472391670547,-0.354096608598936
56,2m_dewpoint_temperature_max,1.2330747616695712,-2.7780017943327526,0.8216961311215765,-0.16777993407619934
58,2m_dewpoint_temperature_max,9.706184174042038,1.8779906096160897,-0.4794305714421581,-0.5797182868315905
60,2m_dewpoint_temperature_max,3.2385448108940817,1.4292737343390605,1.8394861084415532,0.7991605988473268
