storm_number,variable,PCA_1,PCA_2
1,large_scale_snowfall_mean,0.2818590748264836,4.250079974471855
2,large_scale_snowfall_mean,-1.22203770525838,0.4664548050837
3,large_scale_snowfall_mean,1.975281515237734,-4.613571062658911
5,large_scale_snowfall_mean,8.782008197421604,-1.2659930914710757
6,large_scale_snowfall_mean,-0.5684945524063266,-0.8921865602763557
7,large_scale_snowfall_mean,-4.553601358476184,-1.2316109520883598
8,large_scale_snowfall_mean,1.2635366989916965,-0.8906812088202788
11,large_scale_snowfall_mean,-4.266708359280522,-0.0960377851244136
12,large_scale_snowfall_mean,-4.50980386459016,-1.0460045133320586
13,large_scale_snowfall_mean,-3.5817980157621943,0.41923642098342573
16,large_scale_snowfall_mean,-4.1262526513255064,-0.6037562717725852
19,large_scale_snowfall_mean,-0.23050891799586873,0.15461387030217208
21,large_scale_snowfall_mean,6.725891934515341,-3.47601542887902
26,large_scale_snowfall_mean,-4.544620039052546,-1.1902679090478137
27,large_scale_snowfall_mean,-4.554383063484447,-1.2311149285513583
29,large_scale_snowfall_mean,9.321954704478133,-3.059260450816766
31,large_scale_snowfall_mean,-4.554361334544459,-1.2311029787827057
32,large_scale_snowfall_mean,0.005631540114302403,-0.016661166758322257
33,large_scale_snowfall_mean,-3.6582449978909857,-1.5747957122376417
34,large_scale_snowfall_mean,11.184459703049546,-1.2585645754166093
38,large_scale_snowfall_mean,-4.203206119084631,-1.3435237054613032
39,large_scale_snowfall_mean,-0.24308332276679492,8.681303284921736
43,large_scale_snowfall_mean,-1.153416366716972,6.396706565101784
44,large_scale_snowfall_mean,-4.149767125844375,-1.4700466543924193
45,large_scale_snowfall_mean,-4.27732971509358,-1.3826179713950855
46,large_scale_snowfall_mean,-4.554383063484447,-1.2311149285513583
47,large_scale_snowfall_mean,-4.5410857674258125,-1.2363118248845566
48,large_scale_snowfall_mean,-0.05762273353420777,9.208403593356426
49,large_scale_snowfall_mean,-4.4176191048471365,-1.3137303054992062
50,large_scale_snowfall_mean,-4.553900540170791,-1.2314518939676513
51,large_scale_snowfall_mean,-4.1948023097031335,-1.01030319150066
53,large_scale_snowfall_mean,-0.4949667588176573,2.1543207138091716
54,large_scale_snowfall_mean,4.168184073230866,-0.551149413826239
56,large_scale_snowfall_mean,-3.942517292745687,-1.5682276563577011
58,large_scale_snowfall_mean,5.757532553631087,-0.08399605234098259
60,large_scale_snowfall_mean,0.27906825251095163,-1.3134239418818383
61,large_scale_snowfall_mean,2.0973857750576563,-1.3875163605979284
62,large_scale_snowfall_mean,9.527020788733656,-1.6454695319687798
63,large_scale_snowfall_mean,-0.8288819818109967,-2.0697084511680273
64,large_scale_snowfall_mean,-4.553398256296368,-1.2313365515885977
65,large_scale_snowfall_mean,-4.554383063484447,-1.2311149285513583
66,large_scale_snowfall_mean,1.9042617718221848,1.3934294337884288
67,large_scale_snowfall_mean,-0.4090823209845262,3.5840479427466354
68,large_scale_snowfall_mean,2.2059404079527996,2.140644407675184
69,large_scale_snowfall_mean,5.720698813792973,7.875504694889439
71,large_scale_snowfall_mean,-4.554383063484447,-1.2311149285513583
72,large_scale_snowfall_mean,2.1317185870233692,9.671034400732946
73,large_scale_snowfall_mean,-0.08362422587139494,2.659284420728043
76,large_scale_snowfall_mean,-2.3221534665202506,0.419427362771776
77,large_scale_snowfall_mean,-4.554383063484447,-1.2311149285513583
78,large_scale_snowfall_mean,3.1186090182084607,-2.8530555141116665
79,large_scale_snowfall_mean,2.4658185741047265,2.931717967624131
80,large_scale_snowfall_mean,2.117835881604372,0.15419265359465953
81,large_scale_snowfall_mean,7.069666572782687,1.538669698991835
82,large_scale_snowfall_mean,4.029323999948681,0.9099232722400599
83,large_scale_snowfall_mean,6.939938339599927,2.475743689119432
85,large_scale_snowfall_mean,-0.9829734351470253,-1.415670015791223
86,large_scale_snowfall_mean,0.7983603374427809,0.27136065061774545
87,large_scale_snowfall_mean,11.760381307454816,-8.471078261303893
89,large_scale_snowfall_mean,3.0890177813750967,-2.5806392637459106
90,large_scale_snowfall_mean,-4.55437219901492,-1.231108953667289
93,large_scale_snowfall_mean,-1.614852985025867,-2.5325350693085613
95,large_scale_snowfall_mean,-4.554383063484447,-1.2311149285513583
