storm_number,variable,PCA_1
1,geopotential_500_max,2.6073721573283626
2,geopotential_500_max,-3.3991327122804584
3,geopotential_500_max,0.5158532202269058
5,geopotential_500_max,-2.135930051620821
6,geopotential_500_max,-4.98492054209598
7,geopotential_500_max,-3.7573798391189754
8,geopotential_500_max,2.981966832346024
11,geopotential_500_max,-1.7064859337312757
12,geopotential_500_max,0.1981089231297567
13,geopotential_500_max,-2.8760656622125316
16,geopotential_500_max,1.4859224279962675
19,geopotential_500_max,0.16702396065555053
21,geopotential_500_max,14.485624692892502
26,geopotential_500_max,-0.2404367210120353
27,geopotential_500_max,-5.209221937912358
29,geopotential_500_max,-3.1895768960653776
31,geopotential_500_max,-4.628230139187372
32,geopotential_500_max,-0.11261126615359057
33,geopotential_500_max,-3.6489290019934986
34,geopotential_500_max,-3.382071982676712
38,geopotential_500_max,-7.123406035785251
39,geopotential_500_max,-3.25644108399929
43,geopotential_500_max,3.695729193087629
44,geopotential_500_max,4.06539316092081
45,geopotential_500_max,3.359891722353005
46,geopotential_500_max,-2.7726743733410313
47,geopotential_500_max,-5.391786613885795
48,geopotential_500_max,0.17513716879146943
49,geopotential_500_max,-3.3690856669727998
50,geopotential_500_max,-5.313159368858937
51,geopotential_500_max,-4.587229928140538
53,geopotential_500_max,1.1147025243087303
54,geopotential_500_max,2.6166862910930795
56,geopotential_500_max,5.118045135906261
58,geopotential_500_max,4.576457351261119
60,geopotential_500_max,3.865133397849284
61,geopotential_500_max,4.6293624246971525
62,geopotential_500_max,-0.9281583679350817
63,geopotential_500_max,-3.756081158695452
64,geopotential_500_max,-6.288428044471093
65,geopotential_500_max,-5.406697203606124
66,geopotential_500_max,0.490688829257865
67,geopotential_500_max,-0.5365370899659981
68,geopotential_500_max,-0.13485637011655358
69,geopotential_500_max,-1.8313016694668163
71,geopotential_500_max,-8.824386409074645
72,geopotential_500_max,-1.2998844081927934
73,geopotential_500_max,-0.3071761572702721
76,geopotential_500_max,3.903171196427934
77,geopotential_500_max,-1.1669092683763498
78,geopotential_500_max,0.7570194094909042
79,geopotential_500_max,1.784799694171038
80,geopotential_500_max,-3.9493156062377364
81,geopotential_500_max,-3.314526905510177
82,geopotential_500_max,-1.8603692380840444
83,geopotential_500_max,4.403247313084633
85,geopotential_500_max,0.5379346701788271
86,geopotential_500_max,10.05114573722855
87,geopotential_500_max,10.237430358840442
89,geopotential_500_max,12.00025889002918
90,geopotential_500_max,-8.17863431951246
93,geopotential_500_max,24.906714371714553
95,geopotential_500_max,-5.862783081707584
